# total-CMS-1bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
              0      3255.2729       2.198565      2731.8858      1.8464693      3947.7608      2.6940128
              1      3255.2729       2.198565      2731.8858      1.8464693      3947.7608      2.6940128
