#         pt_b2        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2715.1312     0.76565799      2274.1239     0.64203467      3298.1198     0.94398707
              5      2486.8283     0.74115083      2085.8682     0.62238739      3015.7634     0.90958235
             10      1173.8516     0.56486532      985.81295     0.47514666      1421.5008      0.6902117
             15      582.44755      0.4166408      489.32026     0.35063368      705.10185     0.50963702
             20      317.81528     0.31238539      267.00503     0.26292118      384.77371     0.38182541
             25      187.70049     0.24298261      157.65519     0.20438569      227.32983      0.2971161
             30       118.0114     0.19357807      99.093717     0.16273531      142.98351     0.23664029
             35      77.371763      0.1570464       64.94332     0.13195041        93.7929     0.19204127
             40      53.334865     0.13055945      44.774203     0.10975736      64.644869     0.15970479
             45      37.695565     0.10960927      31.648099    0.092148026      45.721022     0.13414892
             50      27.532287    0.094279112      23.077435      0.0791725      33.489944     0.11580208
             55      20.609434    0.082774626      17.236543    0.069180332      25.130321     0.10211223
             60      15.545478    0.070566267      12.972037    0.059051699      19.003072     0.08711456
             65      12.006869    0.061971637      9.9962245    0.051727746      14.714213    0.076571359
             70      9.2721481    0.055180484      7.7146323    0.045932313      11.370777    0.068434438
             75      7.5021067    0.056851877       6.236485    0.046725429      9.2091811    0.071292352
             80       5.956728    0.043648389      4.9491248     0.03636805      7.3162171    0.054086308
             85       4.841905     0.03960528      4.0152149     0.03292204       5.959562    0.049168066
             90      3.9501997    0.036456467      3.2740275    0.030207648      4.8642334    0.045410653
             95      3.3157566    0.032590881      2.7502246    0.027106889       4.079946    0.040450079
            100       2.692836    0.029319541      2.2274437    0.024321407      3.3236481    0.036547662
            105      2.2700251    0.027455269      1.8785425     0.02274779      2.8004569    0.034299395
            110      1.8825414    0.024537707      1.5597033    0.020387755      2.3194522    0.030521501
            115      1.6145246    0.022721823      1.3390423    0.018926172      1.9865591    0.028233494
            120      1.3701109    0.020916319      1.1351054    0.017395611      1.6879448    0.026003239
            125      1.1419695    0.019141819     0.94639544    0.015884862      1.4062875    0.023828515
            130       1.020302    0.018092706     0.84698492    0.015056267      1.2542477    0.022473559
            135     0.88667122    0.017139919     0.73287811    0.014201815      1.0949942    0.021397996
            140     0.74747427    0.015459775     0.61860118    0.012843717     0.92161455    0.019235216
            145     0.65759696    0.014478381      0.5452179    0.012044327     0.80972966    0.018172651
            150     0.59249013    0.013720715     0.49245605     0.01144734     0.72697289     0.01697285
            155      0.5154177    0.012949087     0.42750464    0.010789361     0.63403338    0.016134963
            160     0.42677188    0.011686316     0.35525317   0.0097345817     0.52258727    0.014504457
            165     0.40845891    0.011394031     0.34006125   0.0095362552     0.50026154    0.014094019
            170     0.35900981     0.01072227     0.29915009   0.0089790785     0.43921179    0.013477784
            175     0.33448452    0.011178108     0.27743085    0.009184717     0.41123481    0.014061101
            180     0.26969224   0.0092819185     0.22547951   0.0077779296     0.32859208    0.011448129
            185     0.24476475   0.0090929083     0.20266651   0.0075076403     0.30166311    0.011537281
            190     0.23033047   0.0085897022     0.19036968   0.0071259058     0.28440559    0.010700248
            195     0.21350022   0.0087237831     0.17724743   0.0072155187     0.26213232    0.010871844
            200      0.1696514   0.0073728514     0.14157243   0.0061754596     0.20710803   0.0090798655
            205     0.16777261   0.0073618629     0.13984736   0.0061295867     0.20508098     0.00914814
            210     0.14748668    0.006853633       0.123058   0.0057332252     0.18007117   0.0084688727
            215     0.13004515   0.0066275003     0.10902246   0.0055550101     0.15794388   0.0081682938
            220      0.1287035   0.0064611659     0.10747369    0.005405925     0.15695934   0.0079603576
            225     0.10484238   0.0057709469    0.087850052   0.0048551393      0.1272944   0.0070643781
            230     0.10629096   0.0058389046    0.089306507   0.0049172665     0.12857419   0.0071342596
            235    0.096474246   0.0055799029    0.080551749   0.0046579143     0.11762511   0.0068930615
            240    0.093290436   0.0054694732    0.078410508   0.0046075775     0.11280107   0.0066807399
            245    0.076438447   0.0049134135    0.064363609   0.0041608496    0.092230388   0.0059791962
            250    0.065066226   0.0045331476    0.054455318   0.0038125224    0.079064042   0.0055481746
            255    0.066338631   0.0045776165    0.055185522   0.0038275268    0.081266219    0.005649449
            260    0.057485106   0.0042608603    0.047836575   0.0035646565    0.070320768   0.0052524285
            265    0.056210812   0.0042600226    0.046625498   0.0035450307    0.069044178   0.0052878835
            270    0.054572213   0.0046007616    0.045750773   0.0038187293     0.06616076    0.005719062
            275    0.050511173   0.0040860003     0.04234589   0.0034293033    0.061267619   0.0050150327
            280    0.047926163   0.0040570065     0.04049976   0.0034156284    0.057502737   0.0049386697
            285    0.042604522   0.0037184088     0.03626922   0.0031691401    0.050706227   0.0044800727
            290    0.036000096   0.0033715345    0.030473589   0.0028735277     0.04313062   0.0040823611
            295    0.033504426   0.0032847071    0.028209924   0.0027807795    0.040408668   0.0039911499
            300    0.030631661   0.0031100088    0.025655758   0.0026176945     0.03717439   0.0038022227
            305    0.027473758   0.0029790042    0.023439432   0.0025419413     0.03259936   0.0035776678
            310     0.02968429   0.0030615379    0.025565754   0.0026485129    0.034803882   0.0036168485
            315    0.027157967   0.0029283623    0.022484682   0.0024371749    0.033419392   0.0036303015
            320    0.022736903    0.002679432    0.019123177   0.0022639003    0.027447531   0.0032576762
            325    0.012000032   0.0019465598    0.010131541   0.0016653215    0.014423675   0.0023878701
            330     0.01989479   0.0025063826    0.016872189   0.0021354317     0.02376581   0.0030164216
            335    0.022421112   0.0026607634    0.019267691   0.0022966707    0.026329532   0.0031480336
            340    0.019607547   0.0024901974    0.016467971   0.0021012555    0.023696655   0.0030320879
            345    0.015473725   0.0022104217    0.012890172   0.0018507162    0.018905362   0.0027207317
            350    0.018000048   0.0023840412     0.01551559   0.0020630852    0.021085122   0.0028113468
            355    0.017951533    0.002600003    0.014903121   0.0021382626    0.021996118   0.0032536151
            360    0.014210564   0.0021182799    0.011981008   0.0017955967     0.01710084   0.0025709221
            365    0.016105306   0.0022988732    0.013862505   0.0019681786    0.018828972   0.0027364411
            370    0.011684242   0.0019207815    0.010039688   0.0016577451    0.013732397   0.0022752426
            375    0.010736871   0.0018412661   0.0092007043    0.001584735     0.01266585   0.0021886171
            380   0.0085263385   0.0016408126   0.0073882194   0.0014261459    0.009879936   0.0019115515
            385   0.0095185434   0.0017383066   0.0081354702     0.00149168     0.01124453   0.0020706158
            390   0.0082105482   0.0016101405   0.0068116686   0.0013411844    0.010055918   0.0019836848
            395   0.0072631773   0.0015144014   0.0061071469   0.0012791992   0.0087608963   0.0018400857
            400   0.0078947579   0.0015788726   0.0068097639   0.0013663572   0.0092152221    0.001853368
            405   0.0066315966   0.0014470607   0.0056737335   0.0012481059   0.0078377111   0.0017334989
            410   0.0085263385   0.0016408126   0.0070436735   0.0013631605    0.010517463   0.0020409803
            415    0.006000016   0.0013764292   0.0049270909   0.0011394532   0.0074716367   0.0017346822
            420    0.006000016   0.0013764292   0.0051567827   0.0011860672   0.0070416647   0.0016223779
            425   0.0053684354   0.0013019717   0.0045592718    0.001109114   0.0063929972    0.001557854
            430   0.0072631773   0.0015144014   0.0062820248   0.0013145909   0.0084522849   0.0017735237
            435   0.0063158063   0.0014121866   0.0052903481   0.0011869337   0.0076357663   0.0017163898
