# pt_Z-mbbZ1000        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      369.75472      0.6893142      311.53599     0.58213445      445.69007       0.840697
              5       864.0712      1.0115951      727.47097     0.85313727      1042.6286      1.2334937
             10      980.90326      1.0668525      825.41847     0.89991021      1184.4706      1.3030338
             15      907.73198      1.0314087      763.55605     0.86840207      1096.7533       1.256513
             20      782.10033     0.96750342      657.79592      0.8176029      945.18813      1.1869141
             25      651.67768      0.8902162      547.75222     0.74901809      788.27052      1.0851202
             30      536.57255     0.81580229      450.67456     0.68550888      649.68382     0.99540984
             35       441.2431     0.74525099      370.33223     0.62594814      534.78626      0.9100824
             40      362.90832     0.67905265      304.35729     0.57164708      440.29788     0.83483522
             45       298.4185     0.62676804      249.98795     0.52680542      362.60158     0.77535073
             50      248.49471     0.56725459       207.9352     0.47526029       302.3787     0.69639401
             55      204.60231     0.51637443      171.08014     0.43267827      249.20765     0.63591145
             60      170.47182     0.47362268      142.31979     0.39568031       208.0519     0.58321147
             65      143.30602     0.43468744      119.55282     0.36442249      175.05974     0.53882893
             70      119.44421     0.39670387      99.546183     0.33098552      146.10201     0.48926963
             75      100.68632     0.36475502       83.78052     0.30380075      123.40077     0.45024078
             80      85.016643     0.33808179      70.702459     0.28116986      104.27329     0.41858325
             85      72.696178     0.31184332      60.423829     0.25954276      89.224454      0.3866526
             90      62.000594     0.28656707      51.437488     0.23801697      76.269339     0.35513086
             95      52.802067     0.26622769      43.772677     0.22085555      65.015695     0.33035147
            100      45.433553      0.2468025       37.65453     0.20473975      55.960498     0.30655151
            105      38.883257     0.24935428      32.179648     0.20418948      47.975324     0.31377738
            110      33.877386     0.21357514      28.042201     0.17682986      41.790393     0.26574765
            115      28.988735     0.19777207      23.975052     0.16369724      35.796257      0.2462111
            120      25.363113     0.18402442      20.970764     0.15226535      31.329739     0.22900424
            125      22.111347     0.17239603      18.266313     0.14249709      27.340426      0.2147168
            130      19.287451     0.16054695      15.935819      0.1327721      23.845216     0.19995379
            135       16.89132     0.14975029      13.947128      0.1239013      20.898844     0.18646521
            140      14.961954      0.1410701      12.362705     0.11664361      18.496852     0.17570411
            145      13.045546     0.13209979      10.774495     0.10916552      16.136799     0.16495128
            150      11.342798     0.12260834      9.3520831      0.1014128      14.062492      0.1530815
            155      9.9739209     0.11509869      8.2291241     0.09514786      12.355902     0.14394155
            160      8.9885297     0.10982757      7.3913634     0.09055993      11.178131     0.13768215
            165      7.9511556     0.10545305      6.5297539    0.087031808      9.9024169      0.1334989
            170      7.3323039    0.099233364      6.0248556    0.081874955      9.1256318     0.12468637
            175       6.360776    0.092149926      5.2170177    0.075885874      7.9330138     0.11684224
            180      5.6859632    0.088836784      4.6582618    0.072865238      7.1002382     0.11228591
            185      5.1009369    0.082526504      4.1764558    0.067751854      6.3728225     0.10391495
            190      4.7184051    0.079363743      3.8603817    0.065137232       5.901338     0.10002542
            195      4.1001047    0.073757823      3.3440915    0.060364777      5.1459043    0.093336953
            200      3.8129159    0.071636644      3.1093837     0.05854055      4.7855153    0.090711824
            205      3.4409576    0.067949041      2.8036604      0.0555641      4.3224137    0.086294076
            210      3.1454621    0.065379598      2.5576992    0.053331857      3.9612515    0.083430987
            215      2.8561358    0.061729451      2.3213901     0.05028902      3.5980104    0.078436879
            220      2.4383956    0.057133478      1.9772788    0.046466631      3.0788755    0.072649389
            225      2.2836271    0.059612145      1.8511537    0.048491421      2.8850376    0.075543119
            230      2.0780376    0.052660507      1.6858718    0.042811315      2.6231768    0.067131943
            235      1.9674385    0.051828785      1.5885479    0.041927584      2.4963151    0.066269385
            240      1.8135431     0.04974175      1.4680988     0.04030616      2.2947916    0.063482356
            245      1.6316665    0.046719572       1.319498    0.037875928      2.0669366    0.059726591
            250      1.4979591    0.044940967       1.210733    0.036345662      1.8993568    0.057735686
            255      1.3401101    0.042289634      1.0919459    0.034592296      1.6842628    0.053749762
            260      1.1709154    0.039333301     0.94088953    0.031693137      1.4943249    0.050590876
            265      1.0986316    0.038472694     0.88718397    0.031129079      1.3945323     0.04927246
            270      1.0581108    0.037585721     0.84798283    0.030166768      1.3541847    0.048474894
            275     0.94435653    0.035618081     0.76095103    0.028749315      1.2011612    0.045866609
            280       0.814701    0.032957693      0.6582725    0.026637254      1.0334721    0.042451578
            285     0.73533657    0.031209652     0.59017487    0.025161332     0.93963212    0.040202027
            290     0.71570957    0.030786648     0.57366663    0.024800845     0.91618205    0.039708087
            295     0.72616673    0.031230822     0.58235567    0.024990033     0.92875677    0.040490394
            300      0.6171607    0.029182666      0.4968233    0.023469516      0.7866112    0.037728273
            305      0.5689455     0.03179203     0.45780971    0.025281501     0.72533597    0.041417405
            310     0.54635537    0.027013414     0.43604357    0.021612285     0.70242757    0.034986241
            315      0.4748082    0.026299068     0.38126473    0.021130653     0.60631117    0.033879601
            320      0.4312406    0.023859907     0.34303353    0.019068866     0.55654037    0.030972746
            325      0.4099671    0.023477219      0.3315647    0.019010033     0.51958041    0.030180161
            330     0.40378687    0.023118658     0.32795693    0.018885282     0.50945476    0.029421913
            335     0.35712747    0.022387763      0.2874468     0.01800792     0.45503023    0.028841593
            340     0.35551103    0.021636856        0.28441    0.017389099      0.4558099    0.027895749
            345     0.34923223    0.021747903     0.27903013    0.017486831     0.44839698    0.028156224
            350     0.29856553    0.019902262      0.2404802     0.01612676     0.38016241    0.025593633
            355     0.29619767    0.020180192      0.2408153    0.016425366     0.37359023    0.027944998
            360     0.26498953    0.018694849     0.20584723    0.014574897      0.3505358     0.02482758
            365      0.2619786    0.018664327     0.21296973    0.015543059      0.3302226    0.024318999
            370      0.2307383    0.017450155      0.1839751    0.013991824     0.29735553    0.022643519
            375     0.20649687    0.016479221     0.16451113     0.01319999     0.26636193    0.021392999
            380      0.2170676    0.024606329     0.17322523    0.019245099     0.27905017    0.032406387
            385     0.21570373    0.016842656      0.1703383    0.013363878     0.28053847    0.022027557
            390     0.17439553    0.015198156      0.1374916      0.0120444      0.2272489    0.019925345
            395      0.1696694    0.014937556      0.1344255    0.011911265      0.2201444    0.019523063
            400     0.14073353    0.013980592      0.1112594    0.010936156     0.18270933    0.018544817
            405      0.1420488    0.013793868     0.11135893    0.010852385     0.18629273    0.018201309
            410     0.11574347     0.01233758    0.089918733   0.0096256254     0.15327423    0.016415567
            415     0.12926713    0.013453824     0.10465067    0.010720617     0.16370123     0.01757201
            420      0.1341572    0.013282787      0.1057756    0.010520547      0.1748618    0.017407104
            425     0.11360193    0.012258858    0.088349667   0.0095772539     0.15032957    0.016304507
            430    0.094871833    0.011335027    0.075626533   0.0090145852      0.1221562    0.014811723
            435    0.095132967    0.011219192    0.074809967   0.0088655727     0.12434283    0.014748775
            440    0.097329733    0.011313694      0.0769322   0.0089886997      0.1264885    0.014791717
            445      0.0749702    0.010102181    0.059879833   0.0079843406      0.0964954    0.013382543
            450    0.069709133   0.0095747349    0.055076233   0.0076005178       0.090701      0.0125256
            455    0.064448067   0.0092063875    0.051170033   0.0073551646    0.083436133    0.012006722
            460    0.062041433   0.0092728198    0.048674033   0.0073119145    0.081413133    0.012229755
            465    0.065961767   0.0093299299      0.0516033   0.0073469287       0.086823    0.012374442
            470      0.0469935   0.0079710251      0.0369368   0.0062860399    0.061465233     0.01047014
            475    0.049980133   0.0081074215      0.0391841   0.0063897407      0.0656296    0.010711857
            480      0.0552412    0.008523476    0.043192933    0.006701537    0.072643567    0.011275647
            485      0.0552412    0.008724036    0.043488333   0.0068486128    0.072344433    0.011593027
            490    0.040773267   0.0073227287      0.0318424   0.0057424273      0.0537273   0.0096952999
            495    0.028935867    0.006168811    0.021913867   0.0046873404      0.0393212    0.008409854
            500      0.0434038    0.007555254    0.032452133   0.0056705212    0.059984567    0.010483594
            505    0.046034333    0.007780789    0.037530467   0.0064733359    0.058094893    0.010048121
            510      0.0315664   0.0064430886    0.024592033   0.0050397713      0.0416742   0.0085442064
            515    0.032881667   0.0065759519    0.024780967    0.004972593    0.044980733   0.0090276889
            520    0.030251133   0.0063074819    0.022968433   0.0048030609      0.0409808   0.0085701609
            525    0.026305333   0.0058817572    0.019775867   0.0044348977      0.0360307   0.0080806036
            530       0.019729   0.0050937172    0.014908333   0.0038605887    0.026842167    0.006952282
            535    0.028935867    0.006168811    0.023050767   0.0049478475    0.037373567   0.0080322141
            540      0.0315664   0.0064431422    0.025231333   0.0051954332      0.0405123   0.0083606032
            545      0.0306174   0.0063938913      0.0232287    0.004879372    0.041704867   0.0087534794
            550    0.022359533   0.0057328278    0.018037247   0.0042373661    0.028492367   0.0084819563
            555    0.026305333   0.0058817572    0.020136433    0.004528094      0.0354252   0.0079663793
            560      0.0276206   0.0060270077    0.020872233   0.0045794932    0.037790033   0.0082904569
            565      0.0205661   0.0053711048      0.0153014   0.0040116178    0.028459567   0.0074346616
            570      0.0118374   0.0039456027   0.0092217666   0.0030929467    0.015676267   0.0052645399
            575    0.018413733   0.0049210312    0.014204467   0.0038097674      0.0245731   0.0065923718
            580    0.017098467   0.0047420243      0.0128942   0.0035882916      0.0233842   0.0065101503
            585    0.013152667   0.0041589889    0.010164333   0.0032251644      0.0174982   0.0055546216
            590    0.018413733   0.0049210312      0.0140623    0.003776936    0.024881567   0.0066859198
            595    0.010522133   0.0041590304   0.0076951332    0.003024382    0.014797967   0.0058737985
            600      0.0078916   0.0032215711   0.0059916666   0.0024550241      0.0107318   0.0043975345
            605    0.013152667   0.0041590304   0.0097764333   0.0030975969    0.018206067   0.0057681961
            610    0.013616766   0.0048387834    0.010324867   0.0036798838    0.018470234   0.0065579403
            615   0.0026305333    0.001859975   0.0020739333   0.0014711088   0.0034240333   0.0024302474
            620   0.0052610667   0.0026304018   0.0043585333   0.0021927819      0.0065149   0.0032923005
            625   0.0065763333   0.0029408786   0.0049982334   0.0022417325   0.0089018334   0.0039925244
            630      0.0078916   0.0032215711      0.0057849   0.0023630533    0.011068033   0.0045219223
            635    0.010567133   0.0037360961      0.0083312   0.0029680966      0.0138248   0.0049303819
            640      0.0078916   0.0032215711   0.0057500999    0.002353259    0.011199533   0.0045829338
            645    0.010522133   0.0037199499   0.0086510667   0.0030715364      0.0131026   0.0046584842
            650      0.0118374   0.0039456027   0.0085812333   0.0028622485    0.016803767   0.0056055834
            655   0.0052610667   0.0026304018   0.0037423667    0.001871486   0.0076206667   0.0038111757
            660      0.0039458   0.0022779948   0.0027885667   0.0016099547      0.0057538   0.0033219119
            665      0.0039458   0.0022779948   0.0032690666   0.0018900674   0.0049119333   0.0028642248
            670   0.0026305333    0.001859975   0.0021002334   0.0014920793   0.0033893999   0.0024096866
            675   0.0052610667   0.0026304018   0.0039449333   0.0019807363   0.0072504333   0.0036401604
            680      0.0039458   0.0022779948   0.0029643666   0.0017187917   0.0054363667   0.0031534043
            685      0.0078916   0.0032215711   0.0061052333   0.0025001965    0.010496967   0.0043015842
            690   0.0026305333    0.001859975      0.0018821   0.0013307798   0.0037830333   0.0026748811
            695   0.0052610667   0.0026304018   0.0036932667   0.0018470304      0.0077395   0.0038708996
            700   0.0026305333    0.001859975   0.0021695666    0.001534368   0.0032603667   0.0023060194
            705   0.0052610667   0.0026304018   0.0039979667   0.0020099902   0.0071399667   0.0035910992
            710      0.0039458   0.0022779948   0.0030221667   0.0017539501   0.0053479333   0.0031024017
            715      0.0039458   0.0022779948      0.0028096   0.0016222894       0.005702   0.0032924728
            720   0.0065763333   0.0029408786      0.0047332   0.0021176083   0.0094117667   0.0042112398
            725      0.0039458   0.0022779948   0.0031207333    0.001809479      0.0051128   0.0029671998
            730      0.0039458   0.0022779948   0.0031864333   0.0018454092   0.0050197999   0.0029099536
            735   0.0026305333    0.001859975   0.0020172999   0.0014330213   0.0035562666   0.0025283771
            740   0.0065763333   0.0029408786        0.00475   0.0021249185      0.0093563   0.0041858285
            745      0.0039458   0.0022779948   0.0029974666   0.0017440609      0.0054086   0.0031487738
            750              0              0              0              0              0              0
            755   0.0026305333    0.001859975   0.0018883667   0.0013352145   0.0037659333   0.0026627871
            760   0.0052610667   0.0026304018   0.0039469666   0.0019851634      0.0072674   0.0036553289
            765   0.0013152667   0.0013152009   0.0011246667   0.0011246105   0.0015591333   0.0015590553
            770      0.0039458   0.0022779948   0.0030678667   0.0017817289   0.0052259666   0.0030379367
            775   0.0013152667   0.0013152009  0.00094633332    0.000946286   0.0018800333   0.0018799393
            780      0.0039458   0.0022779948   0.0030432667   0.0017763364      0.0053294   0.0031154182
            785   0.0026305333    0.001859975   0.0018849667     0.00133282   0.0037721667    0.002667216
            790   0.0052610667   0.0026304018   0.0040769333   0.0020459362      0.0070041   0.0035165333
            795   0.0013152667   0.0013152009  0.00095849997  0.00095845205      0.0018509   0.0018508075
            800      0.0039458   0.0022779948      0.0027649   0.0015963635      0.0058065   0.0033525741
            805   0.0052610667   0.0026304018   0.0037681334   0.0018843993   0.0075309667   0.0037664813
            810   0.0065763333   0.0029408786   0.0047569666   0.0021342611        0.00942   0.0042286204
            815      0.0039458   0.0022779189      0.0029846   0.0017320858   0.0053959333   0.0031314056
            820   0.0013152667   0.0013152009   0.0011998666   0.0011998066      0.0014174   0.0014173291
            825   0.0026305333    0.001859975   0.0018686333    0.001321262   0.0038109333   0.0026946235
            830              0              0              0              0              0              0
            835   0.0026305333    0.001859975   0.0021196667   0.0014988131   0.0033185334   0.0023465566
            840   0.0013152667   0.0013152009  0.00094336668  0.00094331952       0.001883   0.0018829058
            845              0              0              0              0              0              0
            850              0              0              0              0              0              0
            855              0              0              0              0              0              0
            860   0.0013152667   0.0013152009  0.00093216667  0.00093212007      0.0019128   0.0019127043
            865              0              0              0              0              0              0
            870   0.0013152667   0.0013152009  0.00092000002  0.00091995402   0.0019427333   0.0019426362
            875   0.0013152667   0.0013152009   0.0010859666   0.0010859123   0.0016233667   0.0016232855
            880   0.0013152667   0.0013152009   0.0011058666   0.0011058113   0.0015919999   0.0015919204
            885              0              0              0              0              0              0
            890              0              0              0              0              0              0
            895   0.0013152667   0.0013152009   0.0009359333   0.0009358865   0.0019048333   0.0019047382
            900   0.0013152667   0.0013152009  0.00092516663  0.00092512038   0.0019247667   0.0019246705
            905   0.0013152667   0.0013152009      0.0009177  0.00091765412   0.0019463333    0.001946236
            910              0              0              0              0              0              0
            915              0              0              0              0              0              0
            920              0              0              0              0              0              0
            925              0              0              0              0              0              0
            930   0.0013152667   0.0013152009  0.00088206667  0.00088202257   0.0020386667   0.0020385647
            935              0              0              0              0              0              0
            940              0              0              0              0              0              0
            945   0.0026305333    0.001859975   0.0022875333   0.0016184832      0.0030557   0.0021628206
            950              0              0              0              0              0              0
            955   0.0013152667   0.0013152009  0.00092103335   0.0009209873   0.0019401667   0.0019400697
            960              0              0              0              0              0              0
            965              0              0              0              0              0              0
            970              0              0              0              0              0              0
            975   0.0013152667   0.0013152009       0.001091   0.0010909454   0.0016191001   0.0016190191
            980   0.0013152667   0.0013152009  0.00092206668  0.00092202058   0.0019371667   0.0019370698
            985   0.0013152667   0.0013152009   0.0009124333  0.00091238768      0.0019602    0.001960102
            990              0              0              0              0              0              0
            995   0.0013152667   0.0013152009      0.0009221   0.0009220539   0.0019367667   0.0019366698
           1000   0.0013152667   0.0013152009      0.0009221   0.0009220539   0.0019367667   0.0019366698
