#   y_bbZ-ptj30        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9    0.015789516    0.015788726    0.013481392    0.013480718    0.018632653    0.018631721
           -4.8              0              0              0              0              0              0
           -4.7     0.31579032    0.070609331     0.26409644    0.059067359     0.38444418    0.086003236
           -4.6       1.042108     0.12826822     0.87746259      0.1081158      1.2578031     0.15510565
           -4.5      2.4947435     0.19971297       2.114469     0.16845562      2.9843473     0.24315286
           -4.4      6.6499864     0.32639172      5.5905286     0.27360898      8.0427543     0.39793703
           -4.3      13.863195     0.47048545      11.686411     0.39606575      16.708806      0.5708881
           -4.2      24.900066     0.63014526      20.987642     0.53044687      30.016314     0.76420485
           -4.1      44.574929     0.83885936      37.550341     0.70756774      53.777568      1.0142996
             -4      73.362976      1.0784779      61.928942     0.91144175      88.272595      1.3061497
           -3.9       111.0394      1.3277877      93.579773      1.1189408       133.9056      1.6112394
           -3.8      161.63096      1.6038338      136.12381      1.3513105      195.09867       1.944872
           -3.7      218.00876      1.8643374      183.89941      1.5965858      262.61485      2.3478494
           -3.6      289.30047       2.142634      243.37706       1.803766      349.72339      2.6032734
           -3.5      373.72813      2.4505986      314.05754      2.0584617      452.44556      2.9895413
           -3.4      455.03907      2.6883547      382.41056      2.2879692      550.86924      3.3345522
           -3.3      548.46798       2.965859      459.81016      2.4863973      666.02318      3.6241405
           -3.2      646.97811      3.2062081      542.19468      2.6900842      786.02151      3.9239113
           -3.1      753.61228      3.4895978      630.01269      2.9180151      918.40971      4.2953838
             -3      849.84991      3.6798561      710.10952       3.076566      1036.3087      4.5229229
           -2.9      954.46812      4.0516862      796.23362      3.3644907      1166.1971      5.0206147
           -2.8      1057.2514      4.1332996      880.29273      3.4409419      1294.8382      5.1005109
           -2.7      1161.7778       4.306008      966.15532      3.5837161      1424.9227      5.3166172
           -2.6      1250.4022      4.6749029      1038.3942      3.8680314      1536.2037      5.8117266
           -2.5      1341.5708      4.6690159       1112.675      3.8719557      1650.6872      5.7927632
           -2.4      1439.5856      4.9746984      1192.3751      4.1023802      1774.0301       6.208227
           -2.3      1515.7117      4.9189799      1254.0973      4.0766264      1870.1892      6.1225355
           -2.2      1595.0281      5.0802364       1318.274      4.2001513      1970.5597        6.32548
