#       pt_lep1        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      4.2755956    0.037700336      3.5858757    0.031594753      5.1854844    0.046096765
              5      45.499318     0.12141398      38.265653     0.10211209      54.974372     0.14774923
             10      134.40226     0.20633989      113.22367     0.17397688      162.03742     0.25115203
             15      253.44646     0.28147656      213.49974     0.23704823      305.59173     0.34207179
             20      390.38152     0.34596444      328.82316     0.29146216      470.77035     0.42101577
             25      544.62974     0.40476222      458.52294     0.34111729      657.22207     0.49307131
             30      728.39627      0.4626147      612.75785     0.38921055      879.89705     0.56376119
             35      1014.4818     0.53385092      852.77194     0.44946191      1226.7414     0.65293841
             40      1314.5719      0.5922695      1104.0158     0.49829009      1591.5996     0.72487938
             45      946.42844     0.51744176      794.41055     0.43473962      1146.7958     0.63314628
             50      633.07577     0.43207607      530.99973     0.36316745      767.89245     0.52971996
             55       437.5705     0.36448907      366.56531     0.30551127      531.61939     0.44642171
             60      312.19577     0.30997496      261.25612     0.26005938      379.84156     0.38120371
             65      228.85768     0.26730264       191.1703     0.22354253      279.09347     0.32887463
             70      172.22283     0.23230395      143.62596     0.19400202      210.46999     0.28623367
             75      132.06792     0.20618401      109.95525      0.1716633      161.74223      0.2549234
             80      102.34636     0.18053632      85.048393     0.15022372      125.63942     0.22353117
             85      80.697172     0.16200538      66.962741     0.13450158      99.238252     0.20121853
             90       64.59004      0.1493853      53.546348     0.12356703      79.525769     0.18604474
             95      51.964519     0.12888197       43.01171     0.10680704      64.102468      0.1601664
            100      42.539927      0.1169105      35.189507    0.096871484       52.51634     0.14572825
            105      34.921735     0.10546007      28.867632    0.087312699      43.147869     0.13120907
            110      29.047397    0.097573031      23.998949    0.080670794      35.913044     0.12170636
            115      24.271844    0.088310202      20.027293    0.072938939       30.05559      0.1101452
            120      20.357928    0.080755908       16.78827    0.066679668      25.225135     0.10075986
            125      17.197195    0.074139278      14.177526    0.061323101      21.321356    0.092706226
            130       14.61942    0.068941444      12.034968    0.056889862      18.154558     0.08633108
            135      12.469966    0.068238139      10.244495    0.055858806      15.519543    0.086085682
            140      10.691706     0.05871303      8.7701547    0.048331693      13.330741    0.073868966
            145      9.3015944     0.05609551      7.6220118    0.045922694      11.610254    0.070931325
            150      7.9857499    0.051195639      6.5383349     0.04195682       9.977172    0.064630638
            155      6.9018527    0.048380553       5.647937    0.039569742      8.6279964    0.061179604
            160       6.093786    0.044345258      4.9669033    0.036234192      7.6510781    0.056148469
            165      5.3306877    0.041594716      4.3473047    0.034008587       6.689995     0.05267051
            170      4.7346486    0.039629412      3.8575999    0.032378098      5.9479686    0.050418021
            175      4.1230584    0.036882649      3.3506338    0.030027028       5.194155    0.046923866
            180      3.6338224    0.034129385      2.9469981    0.027781048       4.588629    0.043582495
            185      3.2824687    0.033282526      2.6626082    0.027024677      4.1435624    0.042393403
            190      2.8114315    0.030127894      2.2786251    0.024501804      3.5523459     0.03845592
            195      2.5419069      0.0293509      2.0573244    0.023762321      3.2167786    0.037513721
            200      2.2896342    0.027068388      1.8491824      0.0219326      2.9045742    0.034601674
            205      2.0689626    0.025825462      1.6702868    0.020895943      2.6256149    0.033090296
            210      1.8871368    0.025163284      1.5283994    0.020391266      2.3868051    0.032208334
            215       1.641488    0.022901776       1.326376     0.01855476      2.0812606    0.029289575
            220      1.4811538    0.021876236      1.1940505    0.017679145      1.8827216    0.028045734
            225      1.3374874    0.025288134      1.0792757    0.020205854      1.6983885    0.032682107
            230      1.1930995    0.019612769     0.95899577    0.015811649      1.5216287    0.025209602
            235      1.1045612    0.019311258     0.89157783    0.015579362      1.4021302    0.024808499
            240     0.97902442    0.018776344     0.78904949    0.015095022      1.2447033     0.02418573
            245     0.89546908    0.017034038     0.71714116    0.013652853      1.1464697    0.022024959
            250     0.80168658    0.016049153     0.64153922    0.012873156      1.0273733    0.020751246
            255      0.7463581    0.015561738     0.59660656    0.012465264     0.95749915    0.020137747
            260     0.68338137    0.014869206     0.54824443    0.011940962     0.87362525     0.01922838
            265     0.60931243    0.014238986     0.49093831    0.011451022     0.77495244    0.018549837
            270     0.55615116    0.014667955     0.44580988    0.011705364     0.71137159    0.019018377
            275     0.54002447    0.013161217      0.4310152    0.010525924     0.69412199    0.017075358
            280      0.5089886    0.023863118     0.40462004    0.018574943     0.65673248    0.031415428
            285     0.45208753    0.012133387     0.36266632   0.0097855602     0.57807075    0.015707592
            290     0.39188036    0.011250176     0.31239136    0.008999388     0.50419337    0.014601703
            295      0.3813595    0.011205379     0.30526702    0.008983163     0.48883121    0.014536826
            300      0.3637989    0.011990376     0.28986741   0.0095266864     0.46839008    0.015618285
            305     0.31165982     0.01007322     0.24915698   0.0080483877     0.39999412    0.013145814
            310     0.29204242   0.0097442575     0.23176832   0.0077627555     0.37757615    0.012686394
            315      0.2562809   0.0090875332     0.20505152   0.0073271148     0.32869706    0.011871242
            320     0.25196996   0.0092863696     0.20120701   0.0074210081     0.32369616    0.012058944
            325     0.23902315    0.008828423      0.1900175   0.0070181925      0.3086358    0.011540225
            330     0.22826956   0.0085806331     0.18251873   0.0068754544     0.29292675    0.011262752
            335     0.21779854   0.0083907812     0.17355657   0.0066947732     0.28036978    0.010906726
            340     0.19128609   0.0078488253     0.15179225   0.0062526208     0.24737188    0.010223678
            345     0.18012609   0.0076108764       0.143328   0.0060712818     0.23239972   0.0099056315
            350     0.17781254   0.0076001431     0.14257195   0.0061186733     0.22756882   0.0099625479
            355     0.16923334    0.010509838     0.13444843   0.0082349582     0.21849665    0.013807603
            360     0.14997167   0.0070169593     0.11890864   0.0055735927     0.19418916   0.0091680845
            365     0.14657736    0.006906012     0.11654356   0.0055131084      0.1892303   0.0090316955
            370     0.11846098   0.0062348331    0.094707485   0.0049758196     0.15195404   0.0081410077
            375    0.098615422   0.0056634399    0.077843449   0.0044837634     0.12826943   0.0074235483
            380     0.11090114   0.0059695923    0.088791765   0.0047927238     0.14207175   0.0077357988
            385     0.10410511   0.0057589914    0.082341193   0.0045815412     0.13522587   0.0075409866
            390    0.098489996   0.0058512554    0.077332365   0.0046013491     0.12881565   0.0077192925
            395    0.087090356   0.0053478279    0.068814214   0.0042058427     0.11322519   0.0070746484
            400    0.076923129   0.0050782182    0.060995846    0.004019524    0.099599864   0.0066635959
            405    0.078957359   0.0050719674    0.063076222   0.0040625302     0.10148159   0.0066009195
            410    0.078046851   0.0050058904    0.061483681   0.0039614529     0.10176053   0.0065926809
            415    0.069093918   0.0047704447     0.05548493   0.0038203928    0.088244378   0.0062025283
            420    0.059368579   0.0044208411    0.046357991   0.0034253274    0.078164466   0.0059335919
            425    0.058710708   0.0043662677    0.046813271   0.0034610053    0.075654374   0.0057599064
            430    0.053684354   0.0041653449    0.042893793   0.0033070009     0.06893439    0.005519531
            435    0.054315934    0.004212934    0.042710852   0.0033063838    0.071081224   0.0056028879
            440    0.051158031   0.0040684506     0.03984008   0.0031756642     0.06758401   0.0054198407
            445     0.04999062   0.0040277824    0.040335318   0.0032603399    0.063435814   0.0051792221
            450    0.050702633   0.0040683095    0.039567955   0.0031833777    0.066792989   0.0053918636
            455    0.039877959   0.0035535153     0.03195944   0.0028644509    0.051015374   0.0045806354
            460    0.042631693   0.0036960407    0.033688507   0.0029486294    0.055483666   0.0048869535
            465    0.041376567   0.0036703464    0.032877871   0.0029355485    0.053600647   0.0048245715
            470    0.032526403   0.0032047614    0.025530604   0.0025307502    0.042635606    0.004231046
            475    0.038526419   0.0034878436    0.030262337    0.002754483    0.050388667   0.0045912505
            480    0.036088035   0.0034102785    0.028606291   0.0027142893    0.046732589   0.0044500359
            485     0.02968429   0.0031260019    0.023470628   0.0024673851    0.038594054    0.004131127
            490    0.031308675   0.0048490293    0.024475694   0.0037255024    0.041213053   0.0065272913
            495    0.024655382   0.0027916252    0.019595502   0.0022361458    0.031798663   0.0036356566
            500    0.024655382   0.0027916252    0.019595502   0.0022361458    0.031798663   0.0036356566
