# total-mbbZ750        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      38816.715      1.4209976      32575.902      1.2298088      47047.505       2.153738
              1      38816.715      1.4209976      32575.902      1.2298088      47047.505       2.153738
