#   pt_Z-ptj200        central        num_err    min (scale)        num_err    max (scale)        num_err
              0    0.077600733    0.010102216    0.058424467   0.0076211595     0.10588233    0.013810014
              5     0.23411747    0.017546742     0.17691647    0.013293562     0.31829557    0.023910979
             10     0.40266093    0.029121226      0.3063287    0.022510456      0.5439918    0.038780972
             15     0.50671733    0.025824798      0.3858888     0.01972593     0.68393977    0.034956534
             20     0.64552393     0.02917542      0.4961016    0.022507758      0.8638102    0.039180475
             25     0.72531263    0.030902319     0.55873553    0.023902374       0.968431    0.041429212
             30     0.85452253     0.03363911     0.65459777    0.025877236      1.1471003    0.045286941
             35      0.9128155     0.03500343      0.7021203    0.027027312       1.219845    0.046911325
             40     0.94909497     0.03623316      0.7360609    0.028188774      1.2583847    0.048249359
             45     0.94661567     0.03535711     0.73413983    0.027483337      1.2546842    0.047172654
             50      0.9234523     0.03493966     0.71718707    0.027247252       1.222141    0.046423016
             55     0.98342277    0.035984723     0.76153273    0.027968691      1.3055167    0.047948144
             60       1.001605    0.036638736     0.78656027    0.028895138      1.3115237     0.04822823
             65      1.0548076    0.038012041     0.83138583    0.030091158      1.3759959    0.049835589
             70     0.98381947    0.035967944      0.7786809    0.028596397      1.2774544    0.046927952
             75     0.99960267    0.036255202     0.79234473    0.028869267      1.2962207    0.047245143
             80     0.98908053    0.036159841       0.787343    0.028894138      1.2766721    0.046944251
             85      0.9807726    0.036032152      0.7879617    0.029083606      1.2535462    0.046308328
             90     0.96410137    0.035605849     0.77474043     0.02874242      1.2315752     0.04571762
             95     0.94314153    0.035837268      0.7571217     0.02885348      1.2063151    0.046162021
            100     0.91281677    0.035030805     0.73751453    0.028396449      1.1595479    0.044800237
            105      1.0134904     0.10791886     0.82088514    0.085817487      1.2824767     0.13853218
            110      0.9207147    0.045703053     0.74480367    0.036704352      1.1679128    0.058575209
            115     0.88222767     0.03439804     0.72008563    0.028197659       1.107794    0.043403928
            120     0.90813507    0.034777064     0.74087947    0.028463938      1.1414837    0.044010299
            125     0.84159307    0.033295704      0.6940647     0.02762389      1.0453457    0.041658807
            130     0.89199377    0.034558669     0.73439427    0.028557547      1.1098602    0.043328472
            135     0.92946497     0.03514513     0.76241007    0.028938286      1.1612777    0.044168998
            140      0.8842599    0.034354764     0.73783631    0.028686924      1.0832825    0.042562415
            145     0.80675107    0.034013573     0.66836177    0.028092663      0.9967275    0.042555023
            150     0.87365863    0.034002124      0.7216916    0.028180844       1.082891    0.042392151
            155       0.793838    0.032888222      0.6577613    0.027317962       0.980535    0.040899783
            160      0.8666683    0.035855261      0.7203034    0.029630885      1.0671407    0.044816229
            165       0.791761    0.032530284     0.66064267    0.027212272     0.97071043    0.040227436
