# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ150
              0      456.11466     0.84634718      388.56468     0.72065736      541.96793      1.0158993
              1      1255.3337      1.3879223      1070.8726      1.1870145      1488.9518      1.6686106
              2      1478.4225      1.5014792       1261.215      1.2835153      1753.5897      1.7993977
              3      1416.3338      1.4706572      1207.9709      1.2548587      1680.5436      1.7572111
              4      1286.1868       1.403825      1096.6704      1.2000587      1526.7357      1.6858762
              5      1133.7676      1.3206466      965.91262      1.1257883      1347.3578      1.5799369
              6       1010.288      1.2484186      860.15211      1.0638497       1201.708      1.4950081
              7      903.99079      1.1827249      769.43856      1.0119783      1075.7026      1.4290747
              8      811.47837      1.1219104       690.0081     0.95587995      966.94313      1.3485917
              9      731.34443       1.066123      621.49322     0.90662198      872.17884      1.2797816
             10       664.1907      1.0170239      564.12454     0.86470198      792.67972      1.2222434
             11      605.86345     0.97205796      514.28956     0.82776779      723.64026      1.1746633
             12      556.47017      0.9325075      472.19934     0.79681453       664.9583      1.1361428
             13       514.6266      0.8973426      436.41583     0.76173163      615.48858      1.0807633
             14      475.45827     0.86261192      403.14325      0.7327212      568.76451      1.0408825
             15      441.45271     0.83175816      373.99413     0.70537112      528.68304      1.0033272
             16      412.20315     0.80381014      349.16788      0.6815325      493.74357     0.96934946
             17      384.67596     0.77693808      325.69768     0.65830604      461.06425     0.93700143
             18      359.21537     0.75091758       303.9874     0.63636944      430.84025     0.90730199
             19      338.22266     0.72975405      286.13272      0.6178713      405.83394     0.88132131
             20      319.24911      0.7085693      269.97321      0.5998254      383.27401     0.85685811
             21      300.25164     0.68710595      253.91692     0.58210229      360.45152     0.83101715
             22      282.91324     0.66739967      239.14834     0.56461432      339.83636     0.80707199
             23      267.81112     0.64958841      226.44786     0.54981676      321.57554     0.78582832
             24      254.20236     0.63306027      214.73452     0.53528839      305.62656     0.76621056
             25      241.22426     0.61785444      203.69929     0.52257838      290.15772     0.74986345
             26      227.59608     0.59947815       192.1704     0.50669924      273.80436      0.7263568
             27      216.12648     0.58456926      182.43779     0.49374771      260.09745     0.70890425
             28      206.36605     0.57086465      174.15317     0.48216417       248.4403     0.69219317
             29       196.6602      0.5573626      165.91807     0.47342338      236.83816     0.68244966
             30      186.13016     0.54226426      156.93669      0.4575052      224.34215     0.65771055
             31      178.12954     0.53199967      150.16091     0.44855602      214.75422     0.64564612
             32      169.75046     0.52495908      142.99325     0.44155987      204.84907     0.63937913
             33      162.32424     0.50653583      136.82392     0.42826734      195.72748     0.61812698
             34      154.76306     0.49492759      130.36991     0.41803726      186.75961     0.60340108
             35      147.42379     0.48311487      124.08916     0.40723828      178.09196     0.58842238
             36      141.03378     0.47259678      118.74145     0.39841594       170.3159     0.57528306
             37      134.86429      0.4622263      113.47764     0.38920855      162.99311     0.56255049
             38      128.80925     0.45281402      108.36179      0.3811316      155.71487     0.55147522
             39      123.72471     0.44348148      104.03988     0.37308238      149.65364     0.54018369
             40      117.98101     0.43265377      99.205165      0.3641524      142.71653     0.52687467
             41      112.13633     0.42146818      94.237398     0.35462666      135.74579     0.51358334
             42      108.51309     0.41632955      91.197119     0.35003478      131.35102     0.50763306
             43      104.18258     0.40707753      87.492336     0.34366703      126.23349     0.50061445
             44      99.069272     0.39665749      83.233332     0.33355457      119.97113     0.48374237
             45       95.67232      0.3899687       80.24814     0.32736818      116.10495     0.47659207
             46      91.821765     0.38509837      77.023706     0.32306645      111.41999     0.47116918
             47      87.226755      0.3728076       73.18709     0.31449328      105.81103     0.46035211
             48      84.508304     0.36798955      70.875555     0.30864793      102.57057     0.45065151
             49      80.697598     0.35736302      67.701761     0.30019582      97.906527      0.4365682
             50      80.697598     0.35736302      67.701761     0.30019582      97.906527      0.4365682
