#pt_bbZ-mbbZ250        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1432.2269       1.244887      1221.7454      1.0653744      1699.4491      1.5005458
              5      1229.7887      1.1717945      1045.8069     0.99794131      1465.6152      1.4098528
             10      807.40286     0.97856352       683.8268     0.83302004        967.509      1.1912636
             15      581.39783     0.84386855      490.65586     0.71289205      699.97953      1.0233666
             20      442.74507     0.74356512      372.65537     0.62658397      534.88074     0.90531953
             25      346.73444     0.66329046      291.03637     0.55881963      420.38377     0.81431152
             30      277.58248     0.59641809      232.47975     0.49997583      337.49345     0.73082824
             35      225.92724     0.54036512      188.81685     0.45230712      275.43274     0.66478171
             40      184.58809     0.49022273      153.97645     0.40919908      225.57622     0.60368154
             45      153.17733     0.44743846      127.54489     0.37302625      187.61955     0.55221605
             50      126.90593     0.41384958      105.54564     0.34504882      155.66746     0.51555451
             55      105.80671     0.37397859      87.848381     0.31079526      130.06652     0.46328066
             60      89.826225     0.36032766      74.451599     0.29724643      110.65689     0.44949343
             65      74.938085     0.31605313      62.173235     0.26326129      92.205954     0.39530779
             70      63.487536     0.28973601      52.569315      0.2401801      78.309861     0.35959968
             75      54.054185       0.271875      44.712406     0.22468874      66.757817     0.33868697
             80      45.981376     0.24752032      38.047964     0.20523873      56.763808     0.30839431
             85      39.152738     0.22831045      32.353879     0.18896548      48.414524     0.28471581
             90        33.7146     0.21160787      27.833712     0.17485283      41.739884     0.26377235
             95      28.859742     0.19786362      23.822166     0.16332104      35.735433     0.24711773
            100      25.218922      0.1831958      20.811736     0.15147179      31.235752      0.2284109
            105      21.544805     0.17114958      17.793831      0.1413599      26.661408     0.21390606
            110      18.540938      0.1574809      15.299775     0.13028021        22.9667     0.19693212
            115      16.163325     0.15081451      13.318942     0.12409138      20.057646     0.18877212
            120       13.91937     0.13823587      11.466627     0.11387329      17.278211     0.17296295
            125      12.213776     0.12739645       10.05027     0.10494884      15.181619     0.15931649
            130      10.581533     0.11976083      8.7214162    0.099166125      13.126083     0.15185891
            135      9.2463304      0.1116836       7.625854    0.092179436      11.461387     0.13935537
            140      7.8915857     0.10209635      6.5157668    0.085025753      9.7686966      0.1284567
            145      7.2304327    0.097915294      5.9481321    0.080673267      8.9900969     0.12245476
            150      6.2146893    0.091904245      5.1037411    0.075485813      7.7435349     0.11547211
            155      5.6576544    0.086680752      4.6682142    0.072083623       7.009576     0.10931915
            160      4.8810944    0.080357713       4.016258    0.066183997      6.0681669     0.10059776
            165      4.4243161    0.076448993      3.6320297    0.062922727      5.5148794    0.095738019
            170      3.7990882    0.071138241      3.1290778    0.058686238      4.7171735    0.088794634
            175      3.4445871    0.068034799      2.8315232    0.055983408      4.2871645    0.085157694
            180      3.0864444    0.064053641      2.5442056    0.052969982      3.8287651     0.07994839
            185      2.6660932    0.059587242      2.1948156    0.049181752      3.3122601    0.074484772
            190      2.4557462    0.062127876      2.0144354    0.050675057      3.0636085    0.078403171
            195      2.1328715    0.056949137      1.7514868    0.046414491      2.6576812    0.072115342
            200      1.9657765    0.051048045      1.6173817    0.042079799      2.4440379    0.063740602
            205      1.7148818    0.047724416      1.4089628    0.039295117      2.1354951    0.059820225
            210      1.5743291    0.046701581      1.2940211    0.038398142      1.9594824     0.05846229
            215      1.3320149    0.041939525      1.0939656     0.03450918      1.6595616     0.05249498
            220      1.1941583    0.039696689     0.98320744    0.032746638      1.4831929    0.049709412
            225      1.1616642    0.039226471     0.95065857    0.032164877      1.4533838    0.049332028
            230      1.0010064    0.036377696       0.823994    0.029972373      1.2439636    0.045493155
            235     0.92064643    0.035088326     0.75848223    0.029000713      1.1426937     0.04383388
            240       0.884696    0.035041483      0.7265842    0.028747459      1.1020973    0.044021007
            245       0.733917    0.031112993     0.59932567    0.025466931      0.9204653    0.039168668
            250     0.66701897    0.029949565     0.54704053    0.024601599      0.8322935    0.037528464
            255     0.60887977      0.0285657      0.4976089    0.023368009     0.76284977    0.035994726
            260     0.54657617    0.026898323     0.45065787     0.02220723     0.67767196     0.03365029
            265      0.4892792     0.02550198     0.40524308    0.020994808     0.60334003    0.032296387
            270      0.4387883    0.024056931     0.36008747    0.019803634      0.5472534    0.030152628
            275     0.38849153     0.02290677     0.31945367    0.018869528     0.48324873    0.028626762
            280     0.36323287    0.021944838     0.29722273    0.018018974     0.45444516    0.027608007
            285     0.31697927    0.020417078      0.2602728    0.016814601      0.3950747    0.025553298
            290      0.2894375    0.019689215     0.23864237    0.016229002     0.36003567    0.024691585
            295     0.29174737    0.019652946      0.2377674    0.016053565     0.36679613    0.024797151
            300      0.2446396    0.017936785     0.19896153    0.014626872     0.30913243    0.022816415
            305     0.25688537    0.018399247     0.21060143    0.015125798     0.32074227    0.023070028
            310     0.23855503    0.017825964     0.19394743    0.014518129      0.3007403    0.022571845
            315     0.20320887     0.01951412      0.1663703    0.015745862      0.2541212    0.024931795
            320     0.16252973    0.015555975      0.1344089    0.012857427      0.2007679    0.019326026
            325      0.1957458    0.016217984     0.16149763    0.013402805     0.24246123    0.020213441
            330      0.1617778    0.014586082     0.13323727    0.012049945      0.2012127    0.018275641
            335     0.12790573    0.012990138     0.10547857    0.010737973     0.15862393    0.016173963
            340     0.11714207    0.012416606    0.096948766    0.010305488     0.14468647    0.015400663
            345     0.11179767    0.012125468    0.090962967   0.0098884963       0.140945    0.015391208
            350    0.097329733     0.01131371    0.078881066   0.0092239083      0.1238837    0.014503858
            355      0.0946992    0.011159741    0.077909467   0.0092064259      0.1182487    0.014035574
            360    0.099960267     0.01146555    0.081100867   0.0093550518     0.12712663    0.014684272
