#   pt_bb-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      135.59133     0.42261207      112.84652     0.35177048      166.10354     0.52141506
              5      317.81505     0.64306508      264.37608     0.53468905      389.54508     0.79533849
             10      362.98017     0.68596852      301.72268     0.57197832      445.28327     0.85377178
             15      344.42433     0.67159583      286.10043     0.55825735      422.86418     0.83406778
             20      301.95909     0.62473286      250.53487     0.51858895      371.23221     0.77394603
             25      257.98674     0.57685135      213.77018     0.47847132      317.67024     0.71535857
             30      217.21237     0.52986739      179.73613     0.43911903      267.89937     0.65789087
             35      182.54241      0.4864933      150.86085     0.40262596      225.46189     0.60497426
             40      153.74575     0.44882992      126.97274     0.37111006      190.05003     0.55826772
             45      129.65398     0.41109377      106.98858     0.34000998      160.41976     0.51264009
             50      109.09892     0.38333351      89.937398     0.31661944      135.14376      0.4778566
             55      92.490639     0.34881373      76.193477     0.28787766      114.65911     0.43500156
             60       78.98678      0.3234737      65.032543     0.26681672      97.979422     0.40429117
             65      67.515205     0.29841857      55.541028     0.24611238      83.830699     0.37334598
             70       57.71829     0.27545318      47.476164     0.22705617      71.673958     0.34429589
             75      49.819742     0.25603289      40.957674      0.2108454      61.900201     0.31986233
             80      42.676363     0.23722588      35.056573     0.19520587      53.071727     0.29692009
             85      37.107226     0.22133391      30.441562     0.18203911      46.217635     0.27740213
             90      32.093201     0.20653138      26.326581     0.16965059       39.97303     0.25864175
             95      28.134106      0.1928211      23.051208     0.15846675      35.094894     0.24189378
            100      24.683845     0.18053187      20.193284     0.14816427       30.84081     0.22683455
            105      21.763224     0.17411951      17.786076     0.14273342      27.222886     0.22009744
            110      19.190587     0.16067901      15.622923     0.13109819      24.105026      0.2031771
            115      17.145831     0.15075045      13.939794      0.1228988      21.568678     0.19091175
            120      15.186825     0.14230409      12.327296      0.1157738      19.136305      0.1804764
            125      13.266139     0.13251832      10.741927     0.10764125      16.760334     0.16842026
            130      11.940167     0.12676911      9.6490199     0.10262373      15.116317     0.16164717
            135      10.619005     0.11886669      8.5681546    0.096228233      13.467511     0.15160083
            140      9.6593733     0.11341919      7.7809872    0.091589159       12.27189     0.14496775
            145      8.6645826     0.10745079      6.9577244    0.086665201      11.045244     0.13787704
            150      7.8050185     0.10164013      6.2688024     0.08198079      9.9473309     0.13096315
            155      6.8486855     0.10127627      5.4937782    0.081314024       8.739704     0.13006953
            160      6.2456583    0.091009894      4.9908516    0.072929706      8.0016773     0.11727253
            165      5.6166312    0.087120424      4.4976758    0.069981315      7.1815538     0.11239106
            170      5.2761938    0.083494618      4.2096776    0.066874223      6.7726383      0.1076668
            175      4.6061394    0.078112449      3.6693065     0.06230896      5.9221067     0.10121784
            180      4.1751619    0.074459342       3.316694    0.059317364      5.3842449    0.096582138
            185      3.8370867    0.074168822      3.0476514    0.059085049      4.9481761    0.096042581
            190      3.4015368    0.067249779      2.6975816    0.053461436      4.3941733    0.087403941
            195      3.3059005    0.066138207      2.6208224    0.052606177      4.2729238    0.085917828
            200       3.057153    0.063714525      2.4158349    0.050484614      3.9638772    0.083011394
            205      2.7817181     0.06077267      2.1955203     0.04806992      3.6113917    0.079379555
            210      2.5984861    0.058581412      2.0517424    0.046424128      3.3725037    0.076355617
            215      2.2618846     0.05471532      1.7886041    0.043374181      2.9313331    0.071444602
            220       2.085652    0.052796798      1.6380003    0.041558395      2.7217025    0.069207714
            225      1.8936288    0.050208412      1.4884319     0.03958607      2.4691464    0.065762174
            230      1.8856393    0.050046554      1.4833353    0.039495224      2.4569756    0.065607032
            235      1.6030432    0.046086991      1.2591088     0.03630085      2.0922479     0.06042848
            240      1.6134826    0.046356221      1.2664678    0.036469457      2.1071524    0.060867139
            245      1.4264357    0.046873077      1.1225444    0.036950113      1.8581098    0.061416935
            250      1.4340766      0.1097882      1.1218029    0.086902832      1.8789625     0.14163734
            255      1.2145578    0.040019693     0.95175967    0.031485254       1.589491    0.052625239
            260      1.0848148    0.037892401     0.85246417     0.02983133      1.4151599    0.049945491
            265      1.0606867    0.037802151     0.83076117    0.029714044      1.3886555    0.049707474
            270     0.99293257    0.036167453     0.77167173    0.028211503      1.3104522    0.047912939
            275     0.90490347    0.034545524     0.70895473    0.027178105      1.1845316    0.045443909
            280      0.8871457    0.034174301       0.692328    0.026765674      1.1657442    0.045075204
            285     0.77206153    0.031863212     0.60175303     0.02492358      1.0159644    0.042083585
            290     0.63865423    0.029077723     0.49083263    0.022426575     0.85265213    0.038953665
            295     0.69243463     0.03049603     0.53887913    0.023752465     0.91292677    0.040505594
            300      0.6244951    0.028878405     0.48755487    0.022651804     0.82188677    0.039306524
            305     0.66712053    0.029801195     0.51628167    0.023061427     0.88462117    0.039800729
            310     0.57650927    0.027817509     0.44810177    0.021645364     0.76094813    0.036971325
            315       0.531555    0.026574681      0.4122808    0.020648776     0.70306753     0.03542219
            320     0.53569613    0.026699047      0.4127544    0.020611544      0.7131419    0.035695747
            325      0.4396825     0.02405866      0.3426346    0.018828739     0.57877573    0.031813405
            330     0.41516423    0.023405692     0.31915737    0.018040036      0.5539442     0.03131852
            335     0.39814167    0.022927655     0.30755893    0.017800588     0.52901278    0.030629668
            340     0.40687127    0.023223329      0.3169611    0.018073314     0.53605413    0.031192621
            345     0.33342373    0.020971079     0.25591233    0.016150092     0.44596897    0.028145291
            350     0.34196933     0.02120661      0.2627631     0.01634773     0.45668687    0.028413615
            355     0.31000987    0.020242312      0.2386113    0.015631471      0.4133423    0.027097334
            360     0.30185057     0.02012358     0.22959283    0.015331142     0.40754697    0.027277174
            365     0.27700447    0.019364744     0.21366303    0.014948514     0.36860147    0.025929054
            370     0.27307087    0.020403992      0.2106549    0.015803256     0.36331863    0.027191582
