#pt_bbZ-mbbZ750        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1510.4307     0.62413119       1287.267     0.53268853      1794.5095     0.75067331
              5      1363.8442     0.60028089      1157.2535     0.51016743      1630.0192     0.72530287
             10      932.35458     0.51247091      786.62395     0.43326628      1122.6184     0.62374996
             15      688.89839     0.44754081      578.55065     0.37630788      834.35248     0.54640759
             20       534.3923     0.39877247      447.13985     0.33404474       650.2186     0.48892238
             25       425.8976     0.35850508      355.22735     0.29953489      520.25421     0.44164843
             30      345.62486     0.32660954      287.51257     0.27186668      423.57753     0.40388557
             35      284.40354     0.29701588      236.04585     0.24669362       349.5257     0.36797607
             40      235.54761     0.27057525      195.08276     0.22448174      290.23127     0.33617041
             45      197.26341     0.24855553      163.07585     0.20582655      243.60302     0.30956949
             50      165.71201     0.23127684      136.72171     0.19075797      205.12948     0.28906121
             55      140.01231     0.21321235      115.36703     0.17564045       173.5899     0.26677805
             60      119.16327      0.1962403      98.050434     0.16149975      147.98689     0.24568487
             65      101.25111     0.18148459      83.259901      0.1493311      125.83595      0.2276078
             70      86.861276     0.16764011      71.334139     0.13777535       108.1171      0.2105138
             75      74.795971     0.15453057      61.365073     0.12688757      93.210002      0.1938051
             80      64.543024     0.14769722      52.922013      0.1208974       80.48641     0.18601305
             85      55.958614     0.13427855      45.836326      0.1100983       69.86541     0.16883141
             90      48.576077     0.12467443      39.764128     0.10215925      60.693246     0.15675339
             95      42.306814     0.11786211      34.630022    0.096572202      52.862398     0.14875755
            100       36.88467     0.10932555      30.174684    0.089577904      46.117574     0.13760857
            105      32.154076     0.10196858      26.294657    0.083452988      40.220406     0.12837835
            110      28.605636     0.10294409      23.380726      0.0836716       35.80139     0.13070417
            115      25.051367    0.090374738      20.467275    0.073884562      31.368372     0.11397824
            120      22.061747    0.084758354      18.015188    0.069243032       27.64215     0.10684577
            125      19.545859     0.08026831      15.965215    0.065724083      24.481491     0.10151539
            130      17.367893    0.075847992      14.177436    0.061955439      21.768625    0.096032571
            135      15.286706    0.070051901      12.484506    0.057283525      19.148789    0.088313168
            140      13.631515    0.066472672       11.12845    0.054363817      17.082442    0.083885685
            145      12.246472    0.062962529       9.989985    0.051405586        15.3609    0.079426964
            150      11.027378    0.059903989      8.9979392     0.04893316      13.826949    0.075537662
            155       9.952137    0.056750614      8.1183761     0.04637346      12.482515    0.071665441
            160      8.7809699    0.052949757       7.163337    0.043247447      11.012769     0.06677247
            165      7.9895919    0.050627845      6.5162261    0.041386778      10.023181    0.063939083
            170      7.0854157    0.047722094      5.7865005    0.039094301      8.8860074    0.060411041
            175      6.5106762    0.052788343      5.3059706    0.042705299      8.1894835    0.067327947
            180      5.7994222    0.043463629      4.7298334    0.035553482      7.2899899    0.055008942
            185       5.274878    0.041091826      4.2949785    0.033578561      6.6432505    0.052117576
            190      4.8216738    0.040017681      3.9177317    0.032587647      6.0865711    0.050882519
            195       4.397427    0.037872276      3.5735682    0.030878123      5.5503253    0.048103105
            200      3.9776546    0.036706725      3.2367634    0.029989745      5.0137217    0.046940213
            205      3.5806226    0.033759321      2.9047514    0.027496856      4.5288033    0.042969363
            210      3.2883102    0.040548391      2.6671556    0.032450713      4.1600703    0.052276632
            215      2.9978834    0.031094733      2.4304823    0.025290705       3.794107    0.039625321
            220      2.7605142    0.029759401      2.2327372    0.024159885      3.5031048     0.03801231
            225      2.5373822     0.02858426      2.0514473    0.023195928      3.2214868    0.036546567
            230      2.2796404    0.027054474      1.8384453    0.021903693      2.9023801     0.03465166
            235      2.1334207    0.030441027      1.7228794    0.024430352      2.7120578    0.039185523
            240      1.9290186    0.025112032      1.5574979    0.020333483      2.4533812    0.032157667
            245      1.8198321    0.024689824      1.4662388    0.019947762      2.3196475     0.03168351
            250      1.6370644    0.023042135      1.3199145    0.018653815      2.0852545    0.029524621
            255      1.5225595    0.023893991      1.2236182    0.019089641      1.9462656    0.031002082
            260      1.3809524    0.021372496      1.1132301    0.017278291      1.7595886    0.027427135
            265       1.287255    0.020607251      1.0341369    0.016579923      1.6464375    0.026608025
            270       1.196978    0.020010674     0.96208251     0.01610419       1.530225    0.025809296
            275      1.0813109    0.018584867     0.87132419    0.015035817      1.3786516    0.023850356
            280     0.99865639    0.017895678     0.80119225    0.014424942      1.2795697    0.023083702
            285     0.89760303     0.01690128     0.72080347    0.013634826      1.1487792    0.021758285
            290     0.84713035    0.016480617     0.67883164    0.013259614      1.0867515     0.02127831
            295     0.79385257    0.016012202     0.63664439    0.012884637      1.0177722    0.020679004
            300     0.74636739    0.015605611     0.60005645    0.012595357      0.9541533    0.020087233
            305     0.69857016    0.015088037     0.55830026    0.012107362     0.89882347     0.01953892
            310     0.68479877    0.024911148     0.54673173    0.019485479     0.88162669    0.032697796
            315     0.58682671     0.01402185     0.47014854    0.011259174     0.75311597     0.01816336
            320     0.56678378    0.014277219      0.4535552    0.011404634     0.72835803    0.018550556
            325     0.52925421    0.012993312     0.42192447    0.010406519     0.68289614    0.016861166
            330     0.50290271    0.012729109     0.40150455    0.010202676     0.64792139    0.016512028
            335     0.47723109    0.027346305     0.38036138    0.021720678     0.61574266    0.035224038
            340     0.40974052    0.011445029     0.32857201     0.00922356     0.52535104    0.014766954
            345     0.39380701    0.011272065     0.31514403   0.0090619997     0.50615633    0.014574727
            350     0.36847517    0.010860258     0.29377179   0.0087058151     0.47562692    0.014116398
            355     0.34384762    0.010455702     0.27449527   0.0083830395     0.44322454    0.013568835
            360      0.3318542    0.011608066     0.26319836   0.0091708856     0.43066799     0.01522416
            365     0.29008757   0.0096954901       0.232205   0.0077945271       0.372779    0.012535965
            370     0.28188824   0.0094873883     0.22464074    0.007598976      0.3640593    0.012326237
            375     0.27100889    0.009284169     0.21505442   0.0074020718     0.35176296    0.012135837
            380     0.24714709   0.0098456419     0.19548186   0.0077598458     0.32169156    0.012956942
            385     0.24242529    0.011806427     0.19278465   0.0092703294     0.31367626     0.01551282
            390      0.2167774   0.0082893995     0.17138987   0.0065819443     0.28238559    0.010869474
            395      0.2057808   0.0082506445     0.16338189   0.0065724468      0.2670409    0.010808028
            400     0.21200155    0.011125409     0.16678182   0.0086903783     0.27752271    0.014689681
            405     0.17666809   0.0075130647     0.14237146   0.0060620895     0.22549555   0.0097208302
            410     0.17138042   0.0073935883      0.1354557   0.0058726619     0.22341976   0.0096998804
            415     0.16757068    0.007353172     0.13386601   0.0059022895     0.21583266   0.0095328427
            420     0.14494776   0.0068092514     0.11401104   0.0053756086     0.18998703   0.0089914148
            425     0.14587137   0.0068113247     0.11542253   0.0054213125     0.18999658   0.0089302602
            430      0.1335793   0.0064944573     0.10566447    0.005165906     0.17400227   0.0085129394
            435     0.12941171    0.006416718     0.10237476   0.0051012203     0.16861431   0.0084173422
            440     0.12126348   0.0062039401    0.095293133   0.0048975144     0.15902129   0.0081862787
            445     0.11320251    0.006001093    0.089224786   0.0047484426     0.14810366   0.0079192646
            450     0.11211914   0.0059503502    0.088517135   0.0047245853     0.14640293   0.0078200835
            455    0.091669124   0.0054439532    0.071835702   0.0042814459     0.12064683   0.0072196125
            460    0.085345338   0.0052379358    0.066866835    0.004124161     0.11227559    0.006933926
            465      0.1010529   0.0056663396    0.078951549   0.0044428841     0.13344102   0.0075392295
            470    0.088121281   0.0053313567    0.069727091   0.0042412381     0.11485694   0.0069925758
            475    0.081793685    0.005101968    0.064209636   0.0040278495     0.10741334   0.0067421332
            480    0.074327027   0.0049076444     0.05863483   0.0038911766    0.097087331   0.0064565098
            485    0.078861465   0.0051938595    0.062041217   0.0041075401     0.10329076   0.0068450053
            490    0.070737031   0.0047471152    0.056022377   0.0037807971    0.092105178   0.0062247934
            495    0.065052805   0.0045541497    0.051526122   0.0036296903    0.084752565   0.0059846377
            500     0.06896533   0.0049411254    0.055022108   0.0039179598    0.089174958   0.0065034876
            505    0.054661785   0.0041796649    0.044812421   0.0034760039    0.068989187   0.0057870175
            510    0.055354118   0.0047045759    0.043532629   0.0037160486      0.0725113   0.0061733546
            515    0.050842241   0.0040315269    0.039957711   0.0031743401    0.066817215    0.005354751
            520    0.050559712   0.0039970288    0.039679552    0.003153512    0.066407083   0.0052816409
            525    0.051158031   0.0040191362    0.039680752   0.0031458103    0.068110002   0.0053989891
            530     0.05021066   0.0039817477    0.038950284   0.0031063028    0.066833069   0.0053319193
            535    0.038853013   0.0035314408    0.030949628    0.002824648    0.050308868   0.0046126709
            540    0.047102225   0.0038886467    0.036903465   0.0030629574    0.062051349   0.0051561976
            545    0.034736935   0.0033118651     0.02762369   0.0026477614    0.045042865   0.0043216533
            550    0.038387483   0.0069513034    0.029857303   0.0054156172    0.050813613   0.0091446318
            555    0.029571205   0.0033200987     0.02367503   0.0026533203    0.038084146   0.0043324164
            560    0.032634662   0.0032480686    0.025410244   0.0025311189    0.043303329   0.0043545375
            565     0.03000008   0.0030777829    0.023790628   0.0024552095    0.039022633   0.0040306865
            570    0.029368499   0.0030452062    0.022606058   0.0023547694    0.039371741   0.0041021429
            575    0.034083377   0.0048749513     0.02650641   0.0037715173    0.045152725   0.0064887279
            580    0.024705018   0.0029313636    0.019402017   0.0023060796    0.032454286   0.0038857572
            585       0.019579   0.0025261962    0.015427891   0.0019881339    0.025668483   0.0033578241
            590    0.023368483   0.0027163915    0.018414254   0.0021526862    0.030568788   0.0035767144
            595     0.02553956   0.0031540514    0.019836551   0.0024711684    0.033972309   0.0041895592
            600    0.022216751   0.0027078532    0.017379912   0.0021255741    0.029267451   0.0035886899
            605     0.02089399   0.0035255618    0.016274102   0.0027144762    0.027674982   0.0047286454
            610     0.02219411   0.0026540313    0.016873469   0.0020267605    0.030167291   0.0036230335
            615    0.019263209   0.0024662658    0.015378896   0.0019817333    0.024864466   0.0032079995
            620       0.019579   0.0024864111    0.015145322   0.0019354862     0.02617928   0.0033470708
            625    0.018189916   0.0024817203    0.014126242   0.0019357245    0.024207227   0.0033268644
            630    0.014842145   0.0022550812    0.011706427   0.0017723294    0.019431413   0.0030027691
            635    0.015789516   0.0022328631    0.012450636   0.0017712307    0.020677087   0.0029440226
            640    0.015325146   0.0022180496    0.011718719   0.0017041083     0.02071964   0.0030150563
            645    0.015157935   0.0021877455    0.011910244   0.0017309978    0.019921849   0.0028984166
            650    0.012947403   0.0020219435    0.010092245   0.0015897174    0.017182729   0.0027084195
            655    0.014210564   0.0021182799    0.011192021   0.0016782986    0.018631541   0.0027970172
            660    0.013578984    0.002070672    0.010491909   0.0016117019    0.018189972   0.0027944778
            665     0.01115551   0.0018882537   0.0085894118     0.00146142    0.014959864   0.0025467357
            670    0.012631613   0.0019971335    0.009600016   0.0015272786    0.017222041   0.0027411658
            675   0.0097894998   0.0017581582   0.0077584554   0.0014023326    0.012750732   0.0023074134
            680    0.010736871   0.0018412607   0.0083642337   0.0014447302    0.014248659   0.0024626647
            685   0.0078947579   0.0016408126   0.0063353101   0.0013003976    0.010150388   0.0021756046
            690   0.0085263385   0.0016408126   0.0066954542   0.0012986445    0.011239664   0.0021817734
            695    0.012000032   0.0019465649   0.0094938536   0.0015536738    0.015645298   0.0025633734
            700    0.011368451   0.0018946472   0.0088890516   0.0014927142    0.015035462   0.0025268622
            705    0.011052661    0.001868142   0.0086110365   0.0014662228    0.014704146   0.0025049232
            710   0.0091579192   0.0017004979   0.0072557504   0.0013582838    0.011945282    0.002239019
            715   0.0091579192   0.0017004979   0.0071880832   0.0013431166    0.012047979   0.0022532005
