#         pt_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
            215     0.89831767    0.034999392      0.7160264    0.027957207      1.1543257    0.045288715
            220     0.81002333    0.032836639     0.65037573    0.026444267      1.0329258    0.042249348
            225     0.76243317    0.031744731     0.60756757    0.025392631     0.97994733    0.041023935
            230        0.63213     0.02885383      0.5121847    0.023534711     0.79784753    0.036716684
            235      0.6292421    0.028842171     0.50118347     0.02306899     0.80944813    0.037315092
            240      0.5568176    0.027858986     0.44290627    0.022180186     0.71727492    0.036227713
            245     0.50769293    0.025972358      0.4076677    0.020908469     0.64737687    0.033405862
            250      0.5174263    0.026169391      0.4119597    0.020930909     0.66581083    0.033904313
            255     0.43666853    0.024107414     0.35022773    0.019401155     0.55761593    0.031026874
            260     0.41685207    0.023699994     0.33001133    0.018704517      0.5395611    0.031081208
            265     0.37410237    0.022204457     0.29673527    0.017690882     0.48337147    0.028839419
            270      0.3493101    0.021550376      0.2757778    0.017043612      0.4537479    0.028231979
            275      0.3527283    0.021878868      0.2789786    0.017294127     0.45710143    0.028659254
            280     0.31070263    0.020311218     0.24694983    0.016198732     0.40050113    0.026360987
            285     0.28541287    0.019551522     0.22657303    0.015507103      0.3684101    0.025556119
            290      0.2686854    0.018814143      0.2123744    0.014940995      0.3484084    0.024526515
            295      0.2556604    0.018360922     0.20047013    0.014457815     0.33433353    0.024121591
            300     0.25655993    0.018371614     0.20404093    0.014715012     0.33057315    0.023860469
            305      0.2048832    0.017003257      0.1617865    0.013428087     0.26587837    0.022234553
            310      0.2254917    0.017676483     0.17885077    0.014021822      0.2913244    0.023100108
            315     0.21877457    0.017086368     0.17176493    0.013453082     0.28590173    0.022478347
            320     0.15914727    0.014467078     0.12619943    0.011528205     0.20554067    0.018791726
            325     0.15660047    0.014354956     0.12289557    0.011314682       0.204733    0.018857778
            330     0.15520147    0.014286618      0.1212944    0.011214418     0.20380163    0.018851699
            335     0.14073353    0.013604391      0.1111709    0.010800996     0.18259937    0.017753324
            340     0.13678773    0.013540733      0.1074216    0.010650325     0.17861803    0.017825847
            345     0.13152667    0.013151851       0.103979     0.01044946     0.17043693    0.017140493
            350     0.10916713    0.011982007    0.085851899   0.0094641559     0.14233623    0.015699618
            355     0.13821793    0.014268839     0.10955913    0.011349388     0.17854523    0.018504141
            360     0.11433213    0.012763407    0.090916799    0.010176356     0.14722137    0.016554432
            365     0.11311293    0.012337622    0.088061766   0.0096256892      0.1489975     0.01634299
            370      0.0868076    0.010845377    0.069798566   0.0087094023     0.11051253    0.014002786
            375       0.078916    0.010355902    0.061153267   0.0080055729     0.10445123     0.01384228
            380    0.089438133    0.010845345       0.071013   0.0086581509      0.1154702    0.014092592
            385    0.077968133    0.010156579    0.060939233   0.0079716711      0.1022098    0.013378654
            390    0.068497867   0.0094990102    0.053199333   0.0074050795      0.0904031     0.01259012
            395    0.073654933   0.0098420272    0.057328267    0.007691929      0.0971238    0.013036723
            400    0.053044433   0.0083975707      0.0421039   0.0066916037    0.068480133    0.010898301
            405    0.061817533   0.0090165439    0.048862766    0.007181974    0.080206933    0.011804352
            410      0.0552412   0.0085234557       0.043535   0.0067586323    0.071883367    0.011168778
            415    0.056556467    0.008624349    0.044316034   0.0067969583    0.074061966    0.011368206
            420    0.052610667   0.0083180401    0.041666833   0.0066231478      0.0681359    0.010840405
            425      0.0473496   0.0078911835    0.036670867   0.0061420235    0.062833067    0.010528927
            430    0.038142733   0.0070825736    0.029358933   0.0054756247    0.050886067    0.009493008
            435    0.030251133   0.0063074819    0.023737567   0.0049701079      0.0395655   0.0082880586
            440    0.046034333   0.0077807668    0.036245533   0.0061527122    0.059922367    0.010176946
            445    0.048664867   0.0080000115    0.038097367     0.00628981    0.063703067    0.010522872
            450    0.038142733   0.0070825248    0.030207867   0.0056357275    0.049350133   0.0092142523
            455    0.044719067   0.0076688506      0.0344389   0.0059329936    0.059562967    0.010265269
            460    0.024990067   0.0057328278    0.019478167   0.0044928719    0.032922567   0.0075968475
            465    0.030251133   0.0065760045    0.024033933   0.0051846965      0.0390284   0.0086572744
            470    0.024990067   0.0057328278    0.020112133   0.0046355757    0.031763133   0.0073307743
            475      0.0236748   0.0055799249    0.017852967   0.0042238576    0.032287967   0.0076375454
            480    0.024990067   0.0057327977      0.0194215   0.0044744507    0.032988033   0.0076031671
            485    0.030251133   0.0063074819    0.023415433   0.0049027446    0.040104033    0.008399957
            490      0.0326796   0.0078686558    0.024326267   0.0059024776      0.0450275    0.010767969
            495      0.0315664   0.0064431422    0.024234467   0.0049682449    0.042264067   0.0086698102
            500      0.0315664   0.0064431422    0.024234467   0.0049682449    0.042264067   0.0086698102
