#  pt_Z-mbbZ150        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      286.37737     0.60358112      243.13012     0.51403406      341.83207     0.72994132
              5      656.71515      0.8915553      557.24938     0.75779967      784.49907      1.0763466
             10      722.08756     0.93066621      612.74691     0.79196887      862.63751      1.1255666
             15      638.42217     0.88048023      541.95322     0.74802723      762.40586      1.0604097
             20      519.66968     0.80075256      441.38284       0.684574      620.21858     0.97318431
             25      404.18718     0.71174652      343.32381      0.6050244      482.39533      0.8556848
             30      308.30562     0.62789338      261.82742     0.53327438       368.0951     0.75573578
             35      231.65448     0.54559138       196.6796     0.46367282      276.69771     0.65632381
             40      171.82166     0.47215663      145.70096     0.40300805      205.58121     0.57542904
             45      124.95319     0.40388537      105.69773     0.34541237      149.99714     0.49763882
             50      90.742042      0.3456682      76.492225     0.29160635      109.42822     0.42026668
             55      66.280703     0.29519641      55.713149     0.24927759      80.225428     0.36307383
             60      50.420657     0.25721609       42.20138     0.21565414      61.367278     0.31497944
             65      39.452062     0.22863467      32.936849     0.19135972      48.174899     0.28171728
             70      30.514708     0.20154725      25.404168     0.16791479      37.394198     0.24891627
             75      24.325523     0.18006056      20.196077     0.14970001      29.913306     0.22304739
             80      19.361784     0.16002841      16.034828     0.13276265      23.885174     0.19850301
             85      15.731052     0.14556163       12.99105     0.12029216       19.47484     0.18148335
             90      12.628285     0.12951729      10.413261     0.10689199      15.662293      0.1619105
             95       10.17614      0.1158442      8.3701587    0.095512957      12.660863     0.14511882
            100      8.4279867     0.10825527      6.9319534    0.089065789      10.485999     0.13623847
            105      6.8928259    0.095412662       5.659461    0.078531839      8.5942841     0.11955454
            110      5.5157655     0.08522587      4.5228567    0.070044962      6.8890935     0.10700502
            115      4.6984886    0.079561242      3.8538647    0.065389886      5.8661719     0.10018906
            120      3.9916158    0.072530949      3.2635218    0.059436199      5.0027572    0.091337019
            125      3.3165978    0.066206038      2.7178632    0.054358178      4.1454109    0.083304801
            130      2.6985568    0.059682728      2.2024904    0.048817192      3.3895107    0.075401823
            135      2.2848895    0.055004627      1.8634905    0.044985053      2.8722351    0.069490092
            140      1.9417035    0.050622812      1.5830452    0.041344838      2.4417741    0.064024713
            145      1.6068178    0.046017721       1.316794    0.037821776      2.0082956    0.058636894
            150      1.4322353    0.043864535      1.1661706    0.035774327      1.8037222    0.055556755
            155       1.183845    0.039485773     0.96109463    0.032133949      1.4964253    0.050094817
            160      1.0636945    0.037601947     0.86481387    0.030581867       1.342195    0.047954952
            165      0.9274266    0.042197953      0.7520548    0.033899151      1.1736829    0.054206406
            170     0.82280977    0.033438168     0.67159127    0.027324677      1.0333805    0.042254346
            175      0.7004135    0.030548189     0.56873703    0.024872252     0.88510247    0.038796108
            180      0.5672568    0.027366734      0.4581359    0.022156917      0.7214911    0.034953161
            185     0.48742443    0.025442977     0.39458207    0.020661192     0.61820891    0.032480995
            190      0.4387518    0.024047572       0.355741    0.019560374     0.55545667     0.03059758
            195     0.41038723    0.023231954      0.3314848    0.018818229      0.5218427    0.029658586
            200     0.33802353    0.021083856       0.273243    0.017091574     0.42940437    0.026890643
            205      0.2986811     0.01982308      0.2429984    0.016181636     0.37676053    0.025127327
            210      0.2474631    0.018048011     0.20006663    0.014650932     0.31449045    0.023071512
            215      0.2453595    0.017999229      0.1990619    0.014652461     0.31032037    0.022884361
            220     0.17903743     0.01535218     0.14500613    0.012468468     0.22706997    0.019547351
            225     0.18154773    0.015453527     0.14582817    0.012446289      0.2324122    0.019855817
            230      0.1499404     0.01404238     0.12175483    0.011437014      0.1895223    0.017825153
            235     0.15257093    0.014165037     0.12310007    0.011498775       0.194206    0.018187789
            240     0.13288947    0.013222354     0.10832227       0.010804     0.16712173    0.016689228
            245    0.093383933    0.011081971    0.075560334   0.0089863243     0.11849177    0.014104609
            250    0.099960267    0.011615451    0.082292467   0.0093455281     0.12427747    0.015617691
            255    0.085492333    0.010603374      0.0694092   0.0086360749     0.10805617    0.013462749
            260      0.0631328   0.0091119602    0.051144167   0.0074080897      0.0799974    0.011604577
            265    0.069709133    0.009574789    0.055875667   0.0076953372    0.089399267    0.012323958
            270      0.0684772   0.0094959082    0.054809033   0.0076212147    0.088109166    0.012290757
            275    0.036827467    0.007203652    0.030983066   0.0059721212    0.044513633   0.0089651468
            280    0.040773267   0.0073227287    0.032809067   0.0059052504    0.052071067    0.009380006
            285    0.032881667   0.0065760045    0.026057733   0.0052208848    0.042744934    0.008568899
            290      0.0355122    0.006833959    0.028792667   0.0055575675    0.044978334   0.0086925964
            295    0.046034333   0.0077808112    0.037221466   0.0063070323    0.058450733    0.009914517
            300    0.035940367   0.0069291052    0.028972166   0.0056013731      0.0457744   0.0088644906
            305    0.022359533   0.0054227122      0.0180041   0.0043763145    0.028532767   0.0069417453
            310      0.0276206   0.0060270077    0.022187967   0.0048540517      0.0353481   0.0077405851
            315    0.024990067   0.0057328278    0.019793567   0.0045526973      0.0326756   0.0075568605
            320      0.0157832   0.0045559516    0.012607433   0.0036509953    0.020322033    0.005892319
            325      0.0236748   0.0055799249       0.019895   0.0047038361      0.0287489   0.0068285126
            330    0.018413733   0.0049210312    0.015217633    0.004076155      0.0227853   0.0061102731
            335       0.019729   0.0050937512    0.015915933   0.0041211942    0.025249133   0.0065763926
            340    0.014467933   0.0043620279      0.0118217   0.0035843409      0.0182789   0.0055505769
            345      0.0118374   0.0039456027   0.0090467002   0.0030355125      0.0160672   0.0053905511
            350    0.017098467   0.0047420243    0.013356333   0.0037256846      0.0227077   0.0063386917
            355      0.0157832   0.0045559896    0.012916234   0.0037379386    0.019766167    0.005727693
            360    0.013152667   0.0041590304    0.010578233   0.0033538444      0.0168334   0.0053414708
            365      0.0118374   0.0039456027   0.0097582002   0.0032756749    0.014931334   0.0050239697
            370    0.010522133   0.0037199499   0.0084803333   0.0030114218    0.013560867   0.0048597529
            375      0.0078916   0.0032215711   0.0059924333   0.0024651351    0.010837333   0.0044592393
            380      0.0078916   0.0032215711       0.006416   0.0026258104   0.0099441667   0.0040742152
            385      0.0039458   0.0022779948   0.0031400333   0.0018147411   0.0051054001   0.0029515387
            390   0.0065763333   0.0029408786   0.0052017666   0.0023295697   0.0085749667   0.0038420219
            395      0.0078916   0.0032215711   0.0062588668   0.0025605714      0.0102902   0.0042290355
            400   0.0013152667   0.0013152009   0.0011259667   0.0011259103   0.0015520667   0.0015519891
            405   0.0052610667   0.0026304018      0.0045128   0.0022625413   0.0062069333   0.0031191409
            410      0.0039458   0.0022779948      0.0030002   0.0017439939   0.0054061667   0.0031427176
            415   0.0013152667   0.0013152009  0.00092283332  0.00092278717      0.0019384   0.0019383032
            420   0.0013152667   0.0013152009   0.0011012666   0.0011012115   0.0015999001   0.0015998201
            425   0.0065763333   0.0029408786       0.004902   0.0022043107   0.0091865667   0.0041274968
            430   0.0026305333    0.001859975      0.0020362    0.001446848   0.0035312334   0.0025117402
            435   0.0013152667   0.0013152009   0.0011307001   0.0011306435   0.0015432334   0.0015431562
            440      0.0039458   0.0022779948   0.0027866668   0.0016088276      0.0057773   0.0033354393
            445   0.0013152667   0.0013152009  0.00090346667   0.0009034215   0.0019848667   0.0019847675
            450   0.0026305333    0.001859975      0.0020639    0.001470668      0.0034945   0.0024933834
            455   0.0013152667   0.0013152009   0.0011269666   0.0011269103   0.0015517333   0.0015516557
            460      0.0039458   0.0022779948      0.0028973   0.0016736836      0.0055434   0.0032029069
            465   0.0013152667   0.0013152009   0.0011657333   0.0011656751   0.0014779667   0.0014778928
            470              0              0              0              0              0              0
            475   0.0013152667   0.0013152009   0.0011387333   0.0011386763   0.0015303333   0.0015302568
            480              0              0              0              0              0              0
            485   0.0026305333    0.001859975      0.0021988   0.0015633487      0.0032387   0.0023335523
            490   0.0026305333    0.001859975   0.0021892334   0.0015679119   0.0032978333   0.0023714913
            495   0.0013152667   0.0013152009      0.0011764   0.0011763412   0.0014602999   0.0014602269
            500   0.0052610667   0.0026304018   0.0036235667   0.0018118523   0.0079238667   0.0039621692
            505              0              0              0              0              0              0
            510              0              0              0              0              0              0
            515   0.0013152667   0.0013152009  0.00090943337   0.0009093879   0.0019759333   0.0019758345
            520              0              0              0              0              0              0
            525              0              0              0              0              0              0
            530              0              0              0              0              0              0
            535              0              0              0              0              0              0
            540              0              0              0              0              0              0
            545   0.0013152667   0.0013152009   0.0012469334    0.001246871   0.0013772667   0.0013771978
            550   0.0026305333    0.001859975   0.0020200334   0.0014353682   0.0035604334   0.0025323467
            555              0              0              0              0              0              0
            560              0              0              0              0              0              0
            565              0              0              0              0              0              0
            570              0              0              0              0              0              0
            575              0              0              0              0              0              0
            580              0              0              0              0              0              0
            585              0              0              0              0              0              0
            590   0.0013152667   0.0013152009   0.0009066667  0.00090662135   0.0019782333   0.0019781345
            595              0              0              0              0              0              0
            600              0              0              0              0              0              0
            605              0              0              0              0              0              0
            610              0              0              0              0              0              0
            615              0              0              0              0              0              0
            620              0              0              0              0              0              0
            625              0              0              0              0              0              0
            630              0              0              0              0              0              0
            635   0.0013152667   0.0013152009  0.00090236663  0.00090232152   0.0019890667   0.0019889672
            640              0              0              0              0              0              0
            645   0.0013152667   0.0013152009   0.0012031334   0.0012030732   0.0014349333   0.0014348616
            650              0              0              0              0              0              0
            655              0              0              0              0              0              0
            660              0              0              0              0              0              0
            665   0.0013152667   0.0013152009   0.0011285666   0.0011285102   0.0015496667   0.0015495892
            670              0              0              0              0              0              0
            675              0              0              0              0              0              0
            680              0              0              0              0              0              0
            685              0              0              0              0              0              0
            690              0              0              0              0              0              0
            695              0              0              0              0              0              0
            700              0              0              0              0              0              0
            705              0              0              0              0              0              0
            710   0.0013152667   0.0013152009   0.0011066667   0.0011066114   0.0015896666   0.0015895871
            715              0              0              0              0              0              0
            720              0              0              0              0              0              0
            725              0              0              0              0              0              0
            730              0              0              0              0              0              0
            735              0              0              0              0              0              0
            740              0              0              0              0              0              0
            745              0              0              0              0              0              0
            750              0              0              0              0              0              0
            755              0              0              0              0              0              0
            760              0              0              0              0              0              0
            765              0              0              0              0              0              0
            770              0              0              0              0              0              0
            775              0              0              0              0              0              0
            780              0              0              0              0              0              0
            785              0              0              0              0              0              0
            790   0.0013152667   0.0013152009      0.0010916   0.0010915455   0.0016180334   0.0016179525
            795              0              0              0              0              0              0
            800              0              0              0              0              0              0
            805              0              0              0              0              0              0
            810   0.0013152667   0.0013152009  0.00085326665  0.00085322398   0.0021198333   0.0021197273
            815              0              0              0              0              0              0
            820              0              0              0              0              0              0
            825              0              0              0              0              0              0
            830              0              0              0              0              0              0
            835              0              0              0              0              0              0
            840              0              0              0              0              0              0
            845              0              0              0              0              0              0
            850              0              0              0              0              0              0
            855              0              0              0              0              0              0
            860              0              0              0              0              0              0
            865              0              0              0              0              0              0
            870              0              0              0              0              0              0
            875              0              0              0              0              0              0
            880              0              0              0              0              0              0
            885              0              0              0              0              0              0
            890              0              0              0              0              0              0
            895              0              0              0              0              0              0
            900              0              0              0              0              0              0
            905              0              0              0              0              0              0
            910              0              0              0              0              0              0
            915              0              0              0              0              0              0
            920              0              0              0              0              0              0
            925              0              0              0              0              0              0
            930              0              0              0              0              0              0
            935              0              0              0              0              0              0
            940              0              0              0              0              0              0
            945              0              0              0              0              0              0
            950              0              0              0              0              0              0
            955              0              0              0              0              0              0
            960              0              0              0              0              0              0
            965              0              0              0              0              0              0
            970              0              0              0              0              0              0
            975   0.0013152667   0.0013152009       0.001091   0.0010909454   0.0016191001   0.0016190191
            980              0              0              0              0              0              0
            985              0              0              0              0              0              0
            990              0              0              0              0              0              0
            995              0              0              0              0              0              0
           1000              0              0              0              0              0              0
