#   total-ptj60        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      4786.6831      2.6497363      3919.4829      2.1700083      5976.6121      3.3380893
              1      4786.6831      2.6497363      3919.4829      2.1700083      5976.6121      3.3380893
