#  y_bbZ-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9              0              0              0              0              0              0
           -4.8              0              0              0              0              0              0
           -4.7              0              0              0              0              0              0
           -4.6              0              0              0              0              0              0
           -4.5              0              0              0              0              0              0
           -4.4              0              0              0              0              0              0
           -4.3              0              0              0              0              0              0
           -4.2              0              0              0              0              0              0
           -4.1    0.065763333    0.065760045    0.054315002    0.054312285    0.081388333    0.081384263
             -4    0.065763333    0.065760045    0.044486665    0.044484442     0.10070167     0.10069663
           -3.9     0.32881667     0.14704393     0.23696333     0.10647543     0.47376167     0.21285843
           -3.8      1.0522133     0.26304018     0.84302001     0.21125491      1.3508417     0.33882158
           -3.7      1.1179767     0.28663988     0.89376001     0.23140889      1.4976567      0.3644842
           -3.6        2.56477     0.41066819      2.1104666     0.33849963        3.18812     0.51177703
           -3.5      5.1953033     0.58448289       4.343935      0.4897218       6.331625     0.71470123
           -3.4      7.4312567     0.69902959      6.1078234     0.57584318      9.2514883     0.87320588
           -3.3      10.719423      0.8446913      8.8932917     0.69869418        13.1937      1.0547831
           -3.2      15.787797       1.023273      13.095297     0.84834221       19.43716       1.269192
           -3.1      24.404625      1.2703387      20.763577      1.1872961       29.09719      1.7900273
             -3       29.14833      1.3848083      24.201815      1.1582681      35.835015      1.7214537
           -2.9      39.781128      1.6217835      32.748852      1.3358015      49.405512      2.0270398
           -2.8      54.670397      1.9031883       44.87414       1.563524      68.152238      2.3869114
           -2.7      64.263632      2.0557515      52.907005      1.6971527      79.801047      2.5631655
           -2.6      74.270952      2.2586204      60.988235      1.8514736      92.511988       2.844954
           -2.5      87.347665      2.4001565      71.896092      1.9782253      108.48776      2.9957084
           -2.4      100.16769      2.6964752      82.191135      2.2077719      124.84939      3.3867082
           -2.3      115.16371      2.7547665      94.758477      2.2714657      143.07007      3.4382031
           -2.2      134.59596      3.1589228      110.06671      2.5725606      168.39562      3.9980074
           -2.1      146.71954      3.1222282      120.53544      2.6010115      182.55827        3.96987
             -2      162.38553      3.2742219      132.59324      2.6786824      203.50072      4.1186831
           -1.9      172.43436      3.3877573      141.29933      2.7812362      215.17824      4.2468886
           -1.8      188.63196      3.5544269      153.79757      2.8982098      236.78146      4.4896543
           -1.7      198.24783      3.8276787      161.68975      3.1116205      248.97629      4.8553388
           -1.6      214.83794      3.9236612      174.59763      3.1873683      270.97687      4.9941885
           -1.5      221.33511      3.8300824      180.46301      3.1333376      278.23692      4.8448972
           -1.4      236.05903      6.4135271      191.92402      5.1426564      297.62941      8.2054366
           -1.3      240.61844      4.1669729      195.00172      3.3741589      304.44375       5.321753
           -1.2      244.56093      4.0811984      198.41012      3.3212113        309.113      5.1906607
           -1.1      250.36955      4.0793627        202.764      3.3147427       317.0523      5.1955098
             -1      262.13939      4.1752778      212.98186      3.4039606      330.87443      5.3024362
           -0.9      267.31626      4.2268744      216.21695      3.4312683       339.0429      5.3906284
           -0.8      277.45448      4.3643659      223.89717      3.5286311      352.79986      5.5878811
           -0.7      287.94046       4.379188      232.29483      3.5442545       366.2813      5.6052453
           -0.6      281.05767      4.3359929      227.09759      3.5509345      357.03668      5.5907909
           -0.5      288.89327      4.4422095      232.44176      3.5853642      368.50829      5.7001552
           -0.4      282.50815      4.3306792      227.27898      3.4942701      360.50626      5.5635157
           -0.3      286.13392      4.3523309      230.70467      3.5214072      364.27229      5.5734422
           -0.2      294.08808      4.5037659      236.39236      3.6280113      375.59729      5.7905588
           -0.1      283.97696      4.3679072      228.38901      3.5237374      362.43822      5.6108796
              0      292.58598       4.408958      235.28547      3.5588903      373.53888      5.6578834
            0.1      282.13032      4.3873339      226.82733      3.5402063      360.20124      5.6375605
            0.2       289.7508      4.6521869      233.32952      3.7491474      369.31945      5.9685022
            0.3      281.40651      4.4470088      226.46963      3.5843167      358.88635      5.7103726
            0.4       284.5495      4.3791152      229.54878      3.5429224       362.0747      5.6289951
            0.5      283.39842      4.3390579      228.65441      3.5134283      360.45875      5.5503985
            0.6      282.71102      4.3415113      227.91414      3.5131547      359.84663      5.5550846
            0.7       279.9665      4.5750221      225.88114      3.7036829       356.0925      5.8379853
            0.8      263.02114      4.1744097      212.64849      3.3879245      333.77157      5.3282979
