# y_bbZ-mbbZ150        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5     0.82105482     0.11385391     0.67332173    0.093394442      1.0233465     0.14198508
           -4.9      1.9736895     0.17652276       1.643916     0.14721594      2.4124006     0.21630229
           -4.8      5.9391865     0.30709503      4.9575274     0.25601477      7.2434714      0.3763947
           -4.7      17.969731     0.53264868      15.148945      0.4519607       21.64164     0.64887616
           -4.6      43.772741     0.83191113      36.858779     0.70091132      52.812491      1.0062265
           -4.5      93.035987      1.2139025      78.555021      1.0248225      111.84699      1.4649969
           -4.4      163.43165      1.6097534      138.18619       1.361539       196.1398      1.9447055
           -4.3       284.9106      2.1248378      241.22277      1.7989371      341.34061      2.5567781
           -4.2      429.21123       2.607944      363.63039      2.2078849      513.81195      3.1365855
           -4.1      619.16521      3.1283922      525.09401      2.6534881      740.23584       3.752604
             -4      841.21935      3.6510134      714.38413      3.1067987       1003.909      4.3938262
           -3.9      1063.8793       4.099717      903.68637      3.4830783      1269.2824      4.9129043
           -3.8      1307.8172      4.5429498      1111.1422       3.864497      1559.9136      5.4511897
           -3.7      1545.9795      4.9399876      1314.0387      4.2130049      1842.9741      5.9693505
           -3.6      1772.3939      5.2847792      1506.1106      4.4932718      2113.6654      6.3292357
           -3.5      1980.2997      5.5914727      1682.8454      4.7527908      2361.5376      6.7010015
           -3.4      2178.7562       5.856631      1851.2554      4.9802666       2598.675      7.0244977
           -3.3      2348.3359      6.0859908      1995.2039      5.1729708      2801.2548      7.3018904
           -3.2      2484.1202      6.2520697      2110.4615      5.3170634      2963.4519      7.5045077
           -3.1      2601.8421      6.4014531      2209.2647      5.4416822       3106.218      7.6917104
             -3      2716.9361      6.5366593      2307.2479      5.5565969      3243.1769      7.8565616
           -2.9      2804.0395      6.6391812      2380.8561      5.6761593      3347.8714      8.0729594
           -2.8      2862.5034      6.7108618      2428.1526      5.6963868      3422.0949      8.0615625
           -2.7      2910.5745      6.7672971      2469.9927      5.7581072      3477.5789      8.1717772
           -2.6      2962.8444      6.8247754      2513.4352      5.8000218      3541.7617       8.219757
           -2.5      2981.2646      6.8496796      2528.3202       5.813979      3565.1599      8.2420465
           -2.4      3028.5317      6.9613861      2567.6787       5.896638      3623.0594      8.4003219
           -2.3      3028.6781      6.9081073      2567.8272      5.8622338       3623.246      8.3295103
           -2.2      3052.5031      6.9301093      2587.2545      5.8790728      3653.1868       8.349929
           -2.1      3067.2908       6.950485         2599.2      5.8993246      3671.9676      8.3927858
             -2      3061.9577      6.9471602      2593.8796      5.8897881      3667.1279      8.3840182
           -1.9      3089.3425      6.9718357      2616.8429      5.9106577      3700.3329      8.4174744
           -1.8      3092.3454      6.9801144      2619.7942      5.9178312      3703.1402      8.4288909
           -1.7       3090.353      6.9865328       2616.744      5.9175579      3703.3659      8.4382498
           -1.6      3090.5154      6.9748348      2615.9654      5.9098717      3705.2635      8.4246014
           -1.5      3109.1821      6.9943975      2632.8137      5.9355755      3725.6733      8.4739282
