#   total-ptj30        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       11601.86      3.6852679      9561.3687      3.0388807      14377.221       4.619683
              1       11601.86      3.6852679      9561.3687      3.0388807      14377.221       4.619683
