#  total-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1172.0201      1.3866401      952.45045       1.129025        1478.93      1.7653896
              1      1172.0201      1.3866401      952.45045       1.129025        1478.93      1.7653896
