# dy_bbZ-j1-ptj        central        num_err    min (scale)        num_err    max (scale)        num_err
# 30
             -8     0.46102041    0.090526972     0.35485794    0.069639612     0.61567107     0.12188794
           -7.9     0.59728371     0.10196367     0.45740736     0.07800138      0.8025062       0.138213
           -7.8     0.98471589     0.13106954      0.7639944     0.10136029      1.3067291     0.17597781
           -7.7      1.4956523     0.16692682      1.2015578     0.13753485      1.9140916     0.22157627
           -7.6      1.5631092     0.16429492      1.2096218     0.12740297          2.081      0.2202741
           -7.5      1.7406883     0.17198167      1.3665658     0.13581103      2.2800616     0.22627838
           -7.4      2.4153918     0.20432096      1.9055298     0.16121497       3.147363     0.26886274
           -7.3      2.5982517     0.21202505      2.0352745     0.16543695      3.4123177     0.28219544
           -7.2      3.4409232     0.24093001      2.7126843     0.19050993      4.4859792     0.31591743
           -7.1      4.4735426     0.27374756       3.472621     0.21272867      5.9302693     0.36565357
             -7      4.7750644     0.30141846      3.7232885     0.23473298      6.2954746     0.40047008
           -6.9      5.9903829     0.32497414      4.6902237     0.25428031      7.8652645     0.43075747
           -6.8      6.6651116     0.34371869      5.2622581     0.27250027      8.6759532     0.44974692
           -6.7      8.1507539     0.37284565      6.4761473     0.29646048      10.534479     0.48803671
           -6.6      9.6573009     0.40204599      7.6057567     0.31656963      12.601893     0.52965663
           -6.5       11.00049      0.4243647      8.7033413     0.33729148      14.286485     0.55510614
           -6.4      13.128969     0.46979922      10.317971     0.36992752      17.159963     0.61807153
           -6.3      16.007267     0.54860847      12.684777     0.43895207      20.748847     0.71016215
           -6.2      18.559825        0.55605      14.660344     0.44027234      24.138521     0.72829922
           -6.1       22.63559     0.61294346      17.977214     0.48805269      29.268481     0.79754744
             -6      26.303317     0.66755902      20.793201     0.52992964      34.169321     0.87155863
           -5.9      29.454194     0.71684065      23.364743     0.56951525      38.124299     0.93517504
           -5.8      32.872198     0.73216712      26.057142     0.58182489      42.572216     0.95410619
           -5.7      38.670979     0.79235494      30.850533     0.63522533      49.756651      1.0251614
           -5.6      45.066167     0.85142839       35.93507     0.68110931      58.002513      1.1022534
           -5.5      51.761348     0.92848301      41.230167     0.74362551      66.678021      1.1990298
           -5.4      62.347759      1.0290969      49.816825     0.82669278      80.069546      1.3261962
           -5.3      68.657329      1.0576504      54.909161      0.8499676       88.06814      1.3623617
           -5.2      77.466339      1.1167625      61.844197     0.89451082      99.564266      1.4437154
           -5.1      88.608128      1.1895567      71.032686     0.95684086      113.36651      1.5311519
             -5      101.64247      1.4312355      81.560923       1.159888      129.91631       1.821479
           -4.9      116.27261      1.9015647      93.224245      1.5030774       148.7148       2.473754
           -4.8      124.05174      1.4161365       99.82969      1.1434526      158.04747      1.8146103
           -4.7      143.35416      1.5907924      115.46171      1.2820302      182.47394      2.0395041
           -4.6      165.54692       1.640999      133.69564      1.3283794      210.12353      2.0978944
           -4.5      183.59945      2.1820816      148.07414        1.74584       233.3159      2.8061159
           -4.4      203.70882       1.811212      164.86283        1.47077      257.91795      2.3096245
           -4.3      227.05432      1.9603355      183.70159      1.5868611      287.57803       2.503163
           -4.2      254.63943      2.0940568      206.29395      1.6966543      322.02724      2.6696488
           -4.1      277.97204         2.1038      225.88543      1.7157659      350.37175      2.6693658
             -4      309.69124      2.2920097      251.84553      1.8658736      390.00019      2.9090471
           -3.9      346.83625      2.4316175      282.25731      1.9793457       436.4553      3.0858967
           -3.8      381.29729      2.5464276      310.97041      2.0781228      478.66088      3.2212547
           -3.7      417.05094      3.0472362       340.0695       2.451546      523.29792      3.8803141
           -3.6      460.28735       2.843811      375.25661      2.3095017      576.98995      3.5969485
           -3.5      502.61242      2.8448039      410.09961      2.3224776      629.38997      3.5802592
           -3.4      545.61522      2.9813652      445.12124      2.4332508      683.39805      3.7625398
