#pt_Z-CMS-2bjet        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       1.409291    0.014950982      1.2108669    0.012901923      1.6595976    0.017824596
             10      3.8894105    0.024854341       3.335383    0.021347736      4.5918472    0.029554707
             20      4.9717545    0.019944363      4.2411759    0.017025102      5.9100189    0.023889881
             40      4.0902809    0.018038655      3.4632463    0.015291942      4.9081222    0.021773795
             60      3.6815093     0.01730394      3.1112993    0.014629265      4.4278642    0.020992602
             80      2.9709465    0.015375924      2.5099367     0.01300927      3.5748662    0.018626086
            100       1.725143   0.0078629521      1.4534977   0.0065696702      2.0827724   0.0096568502
            150     0.73070668   0.0048462734     0.60894668   0.0040552408     0.89386701   0.0059848004
            200     0.73070668   0.0048462734     0.60894668   0.0040552408     0.89386701   0.0059848004
