#   y_j1-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9              0              0              0              0              0              0
           -4.8              0              0              0              0              0              0
           -4.7              0              0              0              0              0              0
           -4.6              0              0              0              0              0              0
           -4.5              0              0              0              0              0              0
           -4.4    0.031579032    0.022328631    0.024572229    0.017504258      0.0422509    0.030127867
           -4.3    0.031579032    0.022328631    0.029738295    0.021162651    0.032628252    0.023449997
           -4.2     0.22105322    0.059076004     0.17890316    0.048146695     0.28341136    0.076477762
           -4.1     0.46279272    0.086068738     0.35682673    0.066717393     0.62045698     0.11617119
             -4      1.1842137      0.1367342     0.95569308     0.11106891      1.5135038     0.17620166
           -3.9      2.2579008     0.19012092      1.8212213     0.15406037       2.888485     0.24600361
           -3.8      3.6157991     0.23892605      2.9727143      0.1978353      4.5231166     0.30176617
           -3.7      5.4288808     0.29489576      4.4075142     0.23982837      6.8823665     0.37837643
           -3.6      9.0914674     0.40735712      7.3866303     0.32894652      11.510824     0.52533431
           -3.5      13.753768     0.46599988      11.213444      0.3820973       17.33988     0.59160241
           -3.4      18.104599     0.53733108      14.699504     0.43809868      22.914074     0.68552146
           -3.3      25.395612     0.70667627      20.639172     0.57153299      32.105047     0.92076101
           -3.2      31.877263      0.7122373      25.960612     0.58255633      40.190977     0.90590069
           -3.1      41.311844     0.81392416       33.56541     0.66392993      52.201499      1.0357827
             -3       49.76095     0.90306285      40.540513     0.73812077      62.664247        1.14521
           -2.9      59.324457     0.98207715      48.322918     0.80780233      74.721498       1.265098
           -2.8      72.291671      1.0777416      58.811594     0.88637349      91.167822      1.3811646
           -2.7      84.892628       1.183146      69.177373     0.96670028      106.83435      1.5004358
           -2.6      94.008462      1.2331297      76.549915      1.0075298      118.38821      1.5637319
           -2.5      111.67745       1.345617      90.859829      1.0980109      140.74574      1.7079012
           -2.4      120.28629      1.3907251       97.88594      1.1357712      151.55133      1.7634177
           -2.3      131.33462      1.4598636       107.0387      1.1928706      165.18313       1.850036
           -2.2      144.65509      1.5383007      117.65562      1.2543406       182.3094      1.9517788
           -2.1      155.08803      1.5731208      125.89247      1.2815931      195.88518      1.9996519
             -2      170.39702      1.6490284      138.60875      1.3457021      214.73314      2.0956806
           -1.9      179.30496      1.7218431      145.84638      1.4045497      225.96592      2.1850519
           -1.8      187.81366      1.7734831      152.72812      1.4445067      236.74994      2.2520254
           -1.7      199.30017      2.1645469      162.10592       1.751129      251.16801      2.7583485
           -1.6      208.60616      1.8448245      169.66758      1.5047772      262.91859      2.3404507
           -1.5      217.27532      1.9630344      176.39693      1.5931296      274.38691      2.5003351
           -1.4      221.44248        1.88206      179.96429      1.5425094      279.37768       2.401281
           -1.3      228.25788      1.9341977      185.55429      1.5774255      287.90163      2.4535977
           -1.2      235.89011      1.9497841       191.5632      1.5886906      297.84193      2.4772642
           -1.1      240.09505       1.960232       195.2199      1.5992527      302.75125      2.4868347
             -1      245.29418      2.1107384      199.16067      1.7103566      309.78951      2.6917605
           -0.9      252.15399      2.0226352      204.50081      1.6445219      318.87443      2.5748865
           -0.8      256.56542      2.1004078      208.39651       1.706034      323.91186      2.6760513
           -0.7      258.20125      2.0295208      209.63511      1.6562367      326.17332      2.5841333
           -0.6      259.67202      2.0800415        210.653      1.6902607      328.29507      2.6488919
           -0.5       261.6903      2.0939701      212.66108      1.7045752      330.27337      2.6676427
           -0.4      265.49249      2.1045722      215.52599      1.7111469      335.41875      2.6786857
           -0.3      267.37099      2.1110706       217.1257      1.7174348      337.67843      2.6850061
           -0.2      265.93609      2.0670966      215.85873      1.6833999      336.06081      2.6285405
           -0.1      266.18501      2.0735684      216.16591      1.7074548      336.19435      2.6717143
              0      269.32578      2.0950181      218.83694      1.7068066      339.94535      2.6627148
            0.1       265.0622      2.0601602      215.60812      1.6813781      334.17117       2.614755
            0.2       268.7646      2.0734762      218.12464       1.688743      339.67623      2.6361482
            0.3      265.52524      2.4371191      215.47927      1.9631245      335.58595      3.1203959
            0.4      261.62069      2.0568867      212.69162      1.6767132      330.01043      2.6114866
            0.5      265.63003      2.3115133      215.57356      1.8628294      335.65696      2.9634207
            0.6      256.25545      2.0853026       208.3578      1.6999915      323.20788      2.6472137
