#    y_j1-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      39.524274     0.79204441      33.066578     0.66279845      48.126539     0.96935631
           -4.9      51.714135     0.90743497      43.431592     0.76197765      62.649923      1.1080396
           -4.8      70.511575      1.0610361      59.169561      0.8891698      85.524353       1.299587
           -4.7      93.132224      1.2158499      78.172776       1.052398      112.88813      1.5565002
           -4.6      120.00655      1.3809256      100.50738      1.1573825      145.89369       1.687683
           -4.5      154.31214      1.5682304        129.311      1.3213045      187.47055      1.9402051
           -4.4      194.21029      1.7720399      162.53106      1.4827232      236.31246      2.1706127
           -4.3      231.13895       1.921053      193.25527      1.6067149      281.56318      2.3528979
           -4.2      284.62564      2.1486726      238.06607      1.7953706      346.52188      2.6403617
           -4.1      338.50949      2.3445342       282.9538      1.9601273      412.46008      2.8802048
             -4      404.21634      2.5392731      337.66958      2.1225203      492.90169      3.1138466
           -3.9      476.78517      2.8125829       398.0008      2.3438868      581.88793      3.4639692
           -3.8      544.04978      2.9544632      454.02686      2.4664655      664.15641      3.6373365
           -3.7      623.06686      3.1605181        519.639      2.6361878      761.22166      3.8881239
           -3.6      710.98411       3.370619       592.5744       2.811695      869.32985      4.1454395
           -3.5      806.79984      3.5892495      672.61647      2.9943301      986.13856      4.4160861
           -3.4      900.97072      3.8483733      750.43065      3.2015621      1102.4474       4.755416
           -3.3      993.77868      4.1802912      826.67906      3.4615559      1217.8708      5.2011141
           -3.2      1094.8618      4.1684726      910.76632      3.4726173      1341.7426      5.1416993
           -3.1      1188.8992      4.3515082      988.60672      3.6245774       1457.673      5.3774446
             -3      1296.5075      4.5542896      1076.6805      3.7897466      1592.0925      5.6451971
           -2.9      1391.9934      4.7089852      1155.6925      3.9155116      1709.8646      5.8281469
           -2.8      1499.7974      4.8940483      1244.4746      4.0650143      1843.5534      6.0584349
           -2.7      1605.0863      5.0571328      1330.8648      4.1975836      1974.7381      6.2596357
           -2.6      1700.3786      5.2286461      1410.4484      4.3406271      2090.8417      6.4776358
           -2.5      1797.1439      5.3819685      1488.4884       4.459328      2213.8721      6.6779329
           -2.4      1892.1591       5.493493      1567.9322      4.5582941      2329.5303      6.8170633
           -2.3      1986.2221      5.6317041      1645.8507      4.6897578      2445.3375      7.0357842
           -2.2      2071.1873      5.7403293       1714.076      4.7552421      2553.9228      7.1220215
           -2.1      2163.3347      5.8930014      1790.1689      4.8809481      2667.7726      7.3178791
             -2      2242.4331      5.9727546      1855.2915      4.9467266      2765.9326      7.4190071
           -1.9      2310.4803       6.079796      1910.4036      5.0307501      2851.9475      7.5574631
           -1.8      2379.9085      6.1715904       1967.216      5.1035975      2938.7213      7.6715013
           -1.7       2463.593       6.595105       2036.022      5.4182989      3042.6881      8.2761978
           -1.6      2521.2971      6.3474763       2083.364      5.2499061      3114.5558      7.8936339
           -1.5       2596.708      6.4797525       2144.532      5.3531826        3209.72      8.0724598
           -1.4      2644.1779      6.4814556      2184.1838      5.3623234       3267.545      8.0690356
           -1.3      2696.7777      6.5482311      2227.5462      5.4161543      3332.7308      8.1545782
           -1.2      2747.2424      6.6573649      2267.6553      5.5082899      3397.9237      8.3182132
           -1.1      2804.0407      6.6951175      2315.4176      5.5316241      3466.4537      8.3349592
             -1      2838.8654      6.9054445      2343.6239      5.6890961       3510.535      8.6276217
           -0.9      2884.9967      6.7974799      2380.9272      5.6140171      3568.9242      8.4670389
           -0.8      2913.6282      6.8185183      2404.1266      5.6305234      3605.1688      8.4903863
           -0.7      2923.1074      6.8232546      2411.7124      5.6360575      3617.3086      8.4968499
           -0.6       2951.171      6.9286397       2434.355      5.7144819      3652.9196      8.6450427
           -0.5      2980.2173      6.8928669      2458.7114      5.6981593       3688.215      8.6069843
           -0.4      3002.4789      7.1397051      2476.9204      5.8718289      3715.9849      8.9362134
           -0.3      3010.5725      6.9236022      2483.8664      5.7195428      3725.4816      8.6308176
           -0.2      3032.4877      7.1142994      2501.1293      5.8545145      3754.0893       8.896007
           -0.1      3013.7496      7.0045612      2485.7632      5.7768287      3730.7651      8.7535348
              0      3031.4819      6.9400056      2501.4993      5.7399894      3750.6875      8.6568637
            0.1      3021.2613      7.0011759      2493.6119       5.779129      3737.0145      8.7421786
            0.2      3009.8215      7.0626096      2483.3572      5.8232679      3724.3572      8.8338463
            0.3      2991.3566      7.0294594       2468.162      5.7933916      3701.4772      8.7720213
            0.4      2976.7734      6.8942185      2455.6701      5.6999862      3684.2503      8.6158376
            0.5      2972.6015      6.9661256      2452.7371      5.7484748       3678.139      8.6819354
            0.6      2933.8033      6.8566467      2421.4267      5.6660493       3628.956      8.5449782
            0.7      2902.2781      6.8246593      2395.2671      5.6406599      3590.1852      8.5160217
            0.8       2883.122      6.9207637      2378.9859      5.7048668      3567.2994      8.6350298
            0.9      2825.6083       6.701759      2333.0969      5.5454901      3493.3815      8.3573461
              1      2796.8056        6.67128      2308.2296      5.5115985      3459.7845      8.3022381
            1.1      2758.6906      6.6479727      2277.5177      5.4905884      3411.3021       8.277673
            1.2      2699.1863      6.5560054       2229.792      5.4209053      3335.2365      8.1518044
            1.3      2646.1046      6.4762453      2185.7318      5.3581586       3270.033      8.0535178
            1.4      2601.8092      6.4729097      2150.1293      5.3762534       3213.492      8.1093688
            1.5      2519.7559      6.3395919      2082.2162      5.2440693      3112.4368       7.880679
            1.6      2458.4829      6.2775817      2032.5466      5.1937594      3035.0107      7.8075202
            1.7      2397.0923      6.2819386      1982.2145      5.1952311      2958.4756      7.8081722
            1.8      2319.9018      6.0743594      1919.1923      5.0320361      2861.7909      7.5427887
            1.9      2246.1071      6.0064991      1857.6342      4.9713907      2771.7175      7.4646019
              2      2154.1541      5.8526592      1782.2546      4.8472615      2657.0438      7.2625665
            2.1      2071.5154      5.7398498      1715.1788      4.7585339      2552.7859      7.1145426
            2.2       1986.741      5.6376299      1645.0818      4.6729087      2448.2006      6.9935521
            2.3      1895.7305      5.5281165      1570.1984      4.5806425       2335.141      6.8562259
            2.4      1798.7117      5.5266618      1490.6671      4.5748104      2214.1624      6.8950519
            2.5       1694.561      5.2354832      1404.9624      4.3464551      2084.9255      6.4775543
            2.6      1602.9307       5.092223      1328.9632      4.2232167      1972.2384      6.3103198
            2.7      1508.3754      4.9035912      1251.3919      4.0730693      1854.5131      6.0617913
            2.8      1391.5221      4.7434282      1155.0702      3.9371538      1709.6824      5.8748514
            2.9      1302.5703      4.5772485      1081.7505      3.8036714      1599.4638      5.6514767
              3      1192.4862      4.3540039      991.68068      3.6246337      1461.9099      5.3694219
            3.1      1089.3497      4.1616208      905.79358      3.4650711      1335.6936      5.1316825
            3.2      994.36779      3.9887373      827.49341      3.3267937      1218.0184      4.9370906
            3.3      891.56985      3.7659994      742.39328      3.1403039      1091.3482      4.6440193
            3.4      803.85849      3.5810076      669.83988      2.9906779      983.10059      4.4063537
            3.5      710.67664      3.3768284      592.18893      2.8157885      869.18309      4.1552172
