# pt_bbZ-mbbZ10        central        num_err    min (scale)        num_err    max (scale)        num_err
# 00
              0      1513.8335     0.62524545      1290.0559     0.53356834      1798.7412     0.75211336
              5      1369.6966     0.60193047       1162.034     0.51146587      1637.3232     0.72744637
             10      938.10198     0.51412128      791.29752     0.43456132      1129.8257      0.6258913
             15      694.15074     0.44914868      582.80474     0.37755602      840.96637     0.54851982
             20      538.96938     0.40036071      450.84239     0.33528042      655.98965     0.49100614
             25      429.97166     0.36021273      358.51654     0.30087097      525.40146     0.44386778
             30      349.21159     0.32821636      290.40307     0.27311822      428.11754     0.40598071
             35      287.55387     0.29860401      238.58301     0.24793645      353.51603     0.37003945
             40      238.39858     0.27220471      197.37794     0.22575361      293.84387     0.33828823
             45      199.76249     0.25024759      165.08597     0.20715215      246.77258     0.31175736
             50      168.00645     0.23278372      138.56718     0.19193978       208.0396     0.29100738
             55      141.99035     0.21481978      116.95587     0.17689874      176.10217     0.26885692
             60      120.95259     0.19766006      99.489374     0.16261535      150.25674     0.24751658
             65      102.84871      0.1828468      84.543561     0.15040128      127.86438     0.22936229
             70      88.330659     0.16903837      72.515137     0.13887439      109.98214     0.21231339
             75       76.13977     0.15594713      62.444242     0.12800782      94.917111     0.19562142
             80      65.748649     0.14898439      53.891736     0.12191622      82.015521      0.1876609
             85      57.049098     0.13554788      46.712213     0.11109587       71.25048      0.1704675
             90      49.552584     0.12589315      40.548105     0.10311917       61.93412     0.15832099
             95      43.217373     0.11910145      35.361334    0.097549602      54.019006     0.15034366
            100      37.710264     0.11053601      30.838496    0.090535372      47.165084     0.13915846
            105      32.884356     0.10309454      26.881952    0.084344697      41.146775     0.12981934
            110      29.263129      0.1039479      23.909254    0.084469878      36.635795     0.13198101
            115      25.659974    0.091431933      20.957013     0.07472503      32.139921     0.11533131
            120      22.645585    0.085843886      18.484469    0.070102709      28.383155     0.10823564
            125      20.076255    0.081312817      16.391798    0.066550524      25.154251     0.10284643
            130      17.876092    0.076963843      14.586048    0.062826007      22.413432    0.097481444
            135      15.728358    0.071040613      12.839572    0.058066279      19.709218    0.089577734
            140       14.04532    0.067492059      11.460996    0.055169795      17.607738    0.085189536
            145       12.63163    0.063929021      10.300028    0.052174554      15.849001    0.080659034
            150      11.384137    0.060846172      9.2846392    0.049680019      14.279837    0.076744164
            155      10.281819    0.057699353      8.3839405    0.047129148      12.900019    0.072870636
            160       9.103219    0.053902217      7.4224204    0.044002749      11.439005    0.068172283
            165      8.2718847    0.051503432      6.7410725    0.042149687      10.404707    0.065261969
            170      7.3542172    0.048630069      5.9933914    0.039820532      9.2511498    0.061740391
            175      6.7867747    0.053642971      5.5146112     0.04331104        8.56381    0.068562557
            180      6.0335033    0.044316502      4.9063253    0.036149148      7.6081384    0.056255398
            185      5.5020436    0.041996944      4.4668989    0.034216868      6.9508822    0.053429543
            190      5.0324888    0.040843056      4.0768233    0.033167542      6.3728335    0.052081568
            195      4.6046195    0.038734392      3.7295431    0.031480276      5.8323122    0.049362522
            200        4.16136    0.037499458      3.3753922    0.030545476      5.2631971    0.048085728
            205      3.7366401    0.034480647      3.0222529    0.028001612      4.7411167    0.044020783
            210      3.4380069    0.041129114      2.7802437    0.032864465      4.3632013    0.053113901
            215       3.155913    0.032038094      2.5501102     0.02596151      4.0080874    0.040978597
            220      2.9034965    0.030509851      2.3408344    0.024691209      3.6969273    0.039094341
            225      2.6796444    0.029365315      2.1585046     0.02374431      3.4153035    0.037683355
            230       2.403748    0.027775503      1.9325344    0.022419067      3.0702258    0.035684066
            235      2.2503234    0.031046934      1.8111098    0.024862616      2.8708384    0.040055986
            240      2.0399102    0.025799795      1.6411935    0.020820224      2.6040106    0.033150986
            245      1.9288928    0.025378293       1.548367    0.020433488      2.4681261    0.032679633
            250      1.7434857    0.023764024      1.4003157    0.019166156       2.229729    0.030566077
            255       1.621402    0.024538149      1.2983273    0.019552912      2.0803471    0.031918495
            260      1.4723549    0.022114871      1.1826601    0.017813103      1.8829739    0.028480004
            265      1.3728342     0.02125258      1.0982055    0.017031955      1.7636409    0.027546767
            270      1.2789617    0.020654165      1.0238768    0.016559948      1.6417856    0.026738259
            275      1.1523637    0.019178808     0.92478079    0.015453861      1.4755337    0.024712341
            280      1.0673038     0.01852386     0.85305424     0.01487684      1.3727636    0.023974764
            285     0.96141277    0.017487244     0.76851545    0.014042943      1.2362575    0.022613966
            290     0.90586735    0.017033881     0.72318614    0.013654234      1.1665703    0.022071666
            295     0.85664952    0.016635628     0.68355776    0.013319897       1.103976    0.021587502
            300     0.80638637    0.016201514     0.64564523    0.013024572      1.0352304    0.020935084
            305     0.75100844    0.015633921     0.59810296    0.012505015      0.9696969    0.020307424
            310     0.73234531    0.025212378     0.58245434    0.019704015     0.94655722    0.033126998
            315     0.63324788    0.014535057     0.50537619    0.011630225     0.81590835     0.01889159
            320     0.61587253    0.014826957      0.4907149    0.011802457     0.79491622    0.019329442
            325     0.57314907    0.013516067      0.4551287    0.010782529     0.74240147     0.01760354
            330     0.54325224    0.013224547     0.43191977    0.010556058     0.70284699    0.017221401
            335     0.51913067    0.027740469     0.41204282    0.022001777     0.67261868    0.035797167
            340     0.44817257    0.011968357     0.35775702   0.0096009954     0.57730505    0.015512188
            345     0.42570183    0.011727246     0.33942984   0.0093802754      0.5491366    0.015261197
            350      0.4035279    0.011358358     0.32018012   0.0090610274     0.52337674    0.014829169
            355     0.38244145    0.011024189     0.30349236   0.0087864452     0.49595201     0.01438775
            360     0.36248858    0.012025791      0.2863084   0.0094708969     0.47236872    0.015822426
            365     0.32040344     0.01017714     0.25496054   0.0081346043     0.41423325    0.013233509
            370     0.31222912   0.0099799134     0.24752486   0.0079515549     0.40536526    0.013030707
            375     0.29627212   0.0097042444     0.23413631   0.0077050779     0.38611301     0.01273227
            380     0.27146295    0.010228092     0.21388839   0.0080404598     0.35469173    0.013495592
            385     0.26494175     0.01210538     0.20951254   0.0094814474     0.34477839    0.015947829
            390     0.23825114    0.008688738     0.18749266   0.0068667335     0.31177656    0.011441264
            395     0.22630717   0.0086344749     0.17890002   0.0068498846     0.29491981    0.011350498
            400      0.2366332    0.011469612     0.18567405   0.0089516788     0.31047918    0.015159889
            405     0.20098395   0.0080077379     0.16074228   0.0064150506     0.25852864     0.01042754
            410     0.19064363   0.0077940654     0.14995966   0.0061609472      0.2496923    0.010269766
            415     0.18841284   0.0077878054     0.14946105   0.0062077473      0.2444288    0.010164184
            420     0.16898961   0.0073465689     0.13196287    0.005758226     0.22305631    0.009761846
            425     0.16260826   0.0071887873     0.12815453   0.0056980752     0.21259545   0.0094574888
            430     0.14968461   0.0068748212     0.11769137   0.0054345048     0.19615104   0.0090623139
            435     0.14520122   0.0067940987     0.11399882    0.005359806     0.19061645   0.0089745592
            440     0.13578984   0.0065631956     0.10632396   0.0051619816     0.17866631   0.0086864339
            445     0.12583412   0.0063246723    0.098695398   0.0049800326     0.16540681   0.0083805276
            450     0.12802915   0.0063626073     0.10041851   0.0050171277     0.16824659   0.0084124063
            455     0.10335337   0.0057728596    0.080860544   0.0045348353      0.1362028   0.0076658524
            460    0.097976951   0.0056057501    0.076205162   0.0043813709      0.1298326   0.0074706294
            465     0.11273714   0.0059830349    0.087834718   0.0046784309     0.14922339   0.0079764086
            470    0.099489732    0.005657999    0.078296975   0.0044765454     0.13034538   0.0074562741
            475    0.091267395   0.0053871573    0.071325402   0.0042335095     0.12038699   0.0071485451
            480    0.086530132   0.0053264622    0.068006299   0.0042055675     0.11341881   0.0070308862
            485    0.090861497   0.0055466415    0.071046571   0.0043611904     0.11971957   0.0073487106
            490    0.078947579   0.0050127413    0.062256471   0.0039748437     0.10321552   0.0065977234
            495    0.076105466   0.0049224154    0.059768547   0.0038891102    0.099975686   0.0065166131
            500    0.080333781   0.0052919115    0.063496073   0.0041658812     0.10484403   0.0070104151
            505    0.061924962   0.0044455518    0.050205698   0.0036539108    0.079033205   0.0061553045
            510    0.064512037   0.0050024642    0.050465338   0.0039343488    0.084952325   0.0065946034
            515    0.061263321   0.0044208253    0.047754206   0.0034535776     0.08113495   0.0059087945
            520    0.058102729   0.0043040258    0.045310828   0.0033732094      0.0767907   0.0057204011
            525     0.06000016   0.0043526354    0.046326411   0.0033883342    0.080191371   0.0058640026
            530    0.058421208   0.0042949793    0.045098679   0.0033330449    0.078098735   0.0057732923
            535      0.0458004   0.0038554091    0.036164674   0.0030524915    0.059821873   0.0050834106
            540    0.051523289   0.0040641804    0.040212637   0.0031890406    0.068129836   0.0054078409
            545    0.041052741   0.0036003752    0.032512533   0.0028678096    0.053435526   0.0047174935
            550    0.043124338   0.0070580664     0.03338473   0.0054921288    0.057354646   0.0093001705
            555     0.03525543   0.0035802094    0.027989988   0.0028430113     0.04578397   0.0046999617
            560    0.037055726   0.0034562869    0.028726851   0.0026825829    0.049369164    0.004647972
            565    0.034622129   0.0033220525    0.027217407   0.0026256512    0.045427003   0.0043869696
            570    0.033473774   0.0032510855    0.025571669   0.0024942849    0.045205906   0.0044097465
            575    0.039451813   0.0050458182    0.030607859   0.0039016406    0.052381264   0.0067235834
            580    0.028494502   0.0031288105     0.02220553   0.0024444284    0.037716206   0.0041729826
            585    0.024315854   0.0028066654    0.018850956   0.0021758354    0.032402521   0.0037815291
            590    0.026842177   0.0029112904    0.021031997   0.0022936402    0.035312309   0.0038536894
            595    0.030276415   0.0033828573    0.023363241   0.0026345455    0.040516687   0.0045192712
            600    0.028532557   0.0030539712    0.022289764   0.0023946442     0.03760974    0.004048926
            605    0.022157151   0.0035816812     0.01725876   0.0027589602    0.029338848   0.0048016405
            610    0.025667803   0.0028531966    0.019483745   0.0021753038    0.034920696   0.0038981148
            615    0.024315854   0.0027708994    0.019145522   0.0021951765    0.031836447   0.0036531494
            620    0.022105322   0.0026419592    0.017074638   0.0020531758    0.029582273    0.003558631
            625    0.021032029   0.0026563768    0.016263241   0.0020633315    0.028096727   0.0035720265
            630    0.018947419   0.0025261962    0.014732733   0.0019617784    0.025157247   0.0033983996
            635    0.018000048   0.0023840412    0.014042529   0.0018706275    0.023830428   0.0031761172
            640     0.01879884   0.0024528704    0.014234238   0.0018657584    0.025661745   0.0033641877
            645    0.017052677   0.0023204551    0.013314558   0.0018239065    0.022553629   0.0030919948
            650    0.015157935   0.0021877501    0.011835078    0.001721994    0.020058399   0.0029206744
            655    0.016421096   0.0022770781    0.012948195   0.0018057237    0.021480464   0.0029990535
            660    0.017052677   0.0023204594      0.0130095    0.001781546     0.02311034    0.003163949
            665    0.013997623   0.0021125634    0.010750772   0.0016308129    0.018807963   0.0028541047
            670    0.014526355    0.002141687    0.011089444   0.0016451233    0.019696503   0.0029238094
            675    0.011368451   0.0018946472   0.0088964866    0.001491893    0.015001385   0.0025175658
            680    0.013578984   0.0020706672    0.010465386   0.0016058742    0.018197951   0.0027931034
            685     0.01042108   0.0018681473   0.0082460504   0.0014662251    0.013585066   0.0024930736
            690     0.01010529   0.0018412661   0.0081792013   0.0014533301     0.01290573   0.0025092403
            695    0.014210564   0.0021182799    0.011083698   0.0016658274    0.018802505   0.0028275212
            700    0.012947403   0.0020219435    0.010144794   0.0015955874    0.017071789    0.002687463
            705    0.013263193    0.002046448    0.010330772   0.0016060658    0.017628299   0.0027422842
            710    0.011368451   0.0018946472   0.0088389597   0.0014842613    0.015117167   0.0025397998
            715    0.013263193   0.0020464528    0.010304018   0.0015993888    0.017618984      0.0027364
            720   0.0088421289   0.0016709217   0.0066905482   0.0012718347     0.01209118   0.0022981509
            725   0.0097894998   0.0017581582   0.0075118927   0.0013563857     0.01318405   0.0023810395
            730    0.011684242   0.0019207815   0.0089389836   0.0014773457    0.015794982   0.0026114625
            735   0.0078947579   0.0015788726   0.0061417287   0.0012354354    0.010475054   0.0021086437
            740    0.010278687   0.0020365827   0.0081863386   0.0016231444    0.013308891    0.002655858
            745    0.011307083   0.0025203826   0.0089014966    0.001987419    0.014806507   0.0033017025
            750   0.0063158063   0.0014121866   0.0048838495   0.0010980906   0.0084407283   0.0018986647
            755   0.0056842257   0.0013397179   0.0043791117   0.0010372783   0.0076204802   0.0018059269
            760    0.006947387   0.0014811138   0.0052659544   0.0011289567   0.0094747739   0.0020313244
            765   0.0047368547   0.0012229895   0.0036035294  0.00093648312   0.0064486755   0.0016756879
            770   0.0065777751   0.0015611537   0.0050770388   0.0012116375   0.0087817287   0.0020873593
            775   0.0082105482   0.0016101405   0.0061205042   0.0012062111     0.01141519   0.0022501125
            780   0.0063158063   0.0014811138   0.0048612805   0.0011055777   0.0084958303   0.0020790465
            785   0.0041052741   0.0011385412   0.0030523889  0.00085009147   0.0057032413   0.0015887179
            790   0.0047368547   0.0012229895   0.0036495078  0.00094846443   0.0063660745   0.0016554778
            795   0.0037894838    0.001093875   0.0029518207  0.00085937577   0.0050286594   0.0014649786
            800   0.0044210644   0.0011815117   0.0033631773  0.00090417622   0.0060362144   0.0016231185
            805   0.0050526451   0.0013397179   0.0039381273   0.0010317745   0.0067092037   0.0018197496
            810   0.0041052741   0.0011385412   0.0030609284  0.00085330753    0.005695022   0.0015877889
            815   0.0050526451   0.0012630981   0.0038941337  0.00097855101   0.0067745098   0.0017035371
            820   0.0022105322  0.00083546087   0.0017745498  0.00067541291   0.0028321569   0.0010801565
            825   0.0044210644   0.0011815117    0.003270044  0.00087821154   0.0061967907   0.0016635103
            830   0.0050526451   0.0012630981   0.0038278032  0.00096207921   0.0068970468   0.0017334025
            835   0.0028656983  0.00095544376   0.0020302681  0.00067764106   0.0041711885   0.0013907132
            840   0.0031579032  0.00099856673   0.0024217447  0.00077184415   0.0042663545   0.0013600479
            845   0.0015789516  0.00070609331   0.0012302601   0.0005535299   0.0020957023  0.00094363681
            850   0.0025263225  0.00089314523   0.0020352461  0.00072463381   0.0032319007    0.001152795
            855   0.0050526451   0.0012630981   0.0038466346  0.00096840998   0.0068876591   0.0017356127
            860   0.0053684354   0.0013019717   0.0040663225   0.0009919675   0.0073358144   0.0017894743
            865   0.0018947419  0.00077348646   0.0014933653  0.00061258683   0.0024789756   0.0010183172
            870   0.0015789516  0.00070609331   0.0011869068  0.00053429328   0.0021761184  0.00097910229
            875   0.0031579032  0.00099856673   0.0025008243  0.00079359649   0.0041036895   0.0013037729
            880   0.0028421128  0.00094732358   0.0021208003  0.00070919892   0.0039272349   0.0013132807
            885   0.0025263225  0.00089314523   0.0018756943  0.00066565733   0.0035130132   0.0012465833
            890   0.0015789516  0.00070609331   0.0012281232  0.00055273483   0.0021035454  0.00094727635
            895   0.0018947419  0.00077348646   0.0015472429  0.00063471371   0.0023720608  0.00097507561
            900   0.0047368547   0.0012229895   0.0035497639  0.00092090677   0.0065301801   0.0016946029
            905   0.0025263225  0.00089314523   0.0018532933  0.00065671273   0.0035481073    0.001257118
            910   0.0018947419  0.00077348646   0.0013913565  0.00057058513   0.0026666507   0.0010935536
            915   0.0025263225  0.00089314523    0.001847395   0.0006559229   0.0035790796   0.0012708465
            920   0.0022105322  0.00083546087   0.0016409604  0.00062299013    0.003084962   0.0011714701
            925  0.00063158063  0.00044657262  0.00049217287  0.00035059011  0.00084432974  0.00060226714
            930   0.0015789516  0.00070609331   0.0012572309  0.00056460652   0.0020410644  0.00091768929
            935   0.0018947419  0.00077348646   0.0015911885  0.00065424508   0.0023134374  0.00095413021
            940   0.0018947419  0.00077348646   0.0014433293  0.00059357137   0.0025771269   0.0010601643
            945   0.0015789516  0.00070609331    0.001272517  0.00057550457   0.0020268107  0.00091858137
            950   0.0015789516  0.00070609331   0.0013137095  0.00059089517   0.0019410724   0.0008752407
            955   0.0012631613  0.00063154905  0.00093126049  0.00046701011   0.0017718447  0.00088892614
            960   0.0015789516  0.00070609331   0.0011590396  0.00052092102   0.0022323089   0.0010030181
            965  0.00094737095  0.00054693752  0.00070738697  0.00041002371   0.0013128531   0.0007610664
            970   0.0022105322  0.00083546087   0.0017074109   0.0006489291   0.0029582633   0.0011248878
            975   0.0018947419  0.00077348646   0.0013671629  0.00055975998   0.0027137895   0.0011110966
            980   0.0031579032  0.00099856673   0.0025406322   0.0008076352   0.0040386795   0.0012859309
            985   0.0012631613  0.00063154905  0.00097323729  0.00048897124   0.0016957823  0.00085279633
