#          y_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
           -2.2      4538.6873      17.281337      3806.3778      14.501673      5505.5416      21.132483
           -2.1      4572.4384      17.710788      3833.9998      14.807393      5548.0415      21.731917
             -2      4568.6051      17.290107      3831.9833      14.513184      5541.2571      21.138301
           -1.9      4638.9149      17.478523      3890.7483      14.670155      5627.2965       21.36229
           -1.8      4656.7398         17.468      3906.0574      14.673788      5648.2994       21.39898
           -1.7      4683.9699       17.72521      3929.0614      14.858179       5681.311      21.720827
           -1.6      4726.9712      17.831607      3966.7611      15.148246      5730.4665      22.386672
           -1.5      4727.0596      17.601571      3965.5207      14.775822      5733.3311      21.494436
           -1.4      4759.0193      17.672882      3994.6477      14.845564      5767.6484      21.604522
           -1.3      4749.2405      17.684739       3987.697      14.862421      5753.7678       21.59148
           -1.2      4809.8489      18.539724      4036.8749      15.469925      5830.5092      22.853138
           -1.1      4819.7705      17.838603      4049.1767      15.122186      5835.1995      22.098599
             -1      4823.2745      17.794619       4049.821      14.951107       5843.947       21.73817
           -0.9      4857.0617      17.853546      4077.5048      14.993054       5886.211      21.802523
           -0.8      4865.2683      17.891419      4087.8395      15.053933      5889.9753      21.863747
           -0.7      4895.6256      17.982568      4111.9405      15.261561      5929.0115       22.32049
           -0.6      4893.1539      17.910322       4109.002      15.083678      5927.7874      21.977493
           -0.5      4929.8452      18.030577       4140.505      15.158135      5971.1419      22.065109
           -0.4      4905.7116      17.937497      4119.3927      15.072879      5943.4952        21.8916
           -0.3      4926.1439      18.017383      4138.2173      15.146279      5965.2093      21.992334
           -0.2      4954.3074      18.895352      4161.4037      15.787931       6000.201      23.262907
           -0.1      4924.0063      17.968423      4136.2487      15.101206      5963.0692      21.941739
              0      4925.4411      17.975698      4138.4354      15.116501      5962.7836      21.939324
            0.1      4933.9127      17.969677      4146.8933      15.121147      5970.8267      21.940277
            0.2      4950.4853       18.04223      4160.3981      15.195145      5991.5804      22.063974
            0.3      4916.8268      17.979571       4129.116      15.100718      5956.2606      21.950333
            0.4      4909.1433      17.935207      4125.6102      15.088329      5941.3872      21.913876
            0.5      4897.0525      17.902368      4112.8846      15.050509      5931.4934      21.853377
            0.6      4908.4171      17.947359      4124.8096      15.304836      5940.5664       22.49887
            0.7      4874.5289      17.938006      4093.8352      15.074101      5904.3805      21.920501
            0.8       4866.672      17.893823      4084.9454      15.020197       5898.846       21.87987
            0.9      4815.8542      17.795203      4043.6655      14.964823      5834.8506      21.762935
              1      4822.8863      17.777226      4047.9183      14.930327      5846.2863       21.70195
            1.1      4798.7539      17.726912      4027.6416      14.890734       5816.881      21.637738
            1.2      4754.0615      17.669283      3989.6532      14.848435      5763.3715       21.62609
            1.3      4794.3938      17.800335      4021.2377      14.930091      5816.2768      21.769352
            1.4      4727.5355      17.608194      3967.0082      14.789208       5731.749      21.533548
            1.5      4699.4462       17.53219      3941.2267      14.718096      5701.4975      21.421998
            1.6      4696.3167      17.565817      3938.0271      14.750081      5698.6804      21.489227
            1.7      4653.9676      17.582329      3904.2903      14.753374      5643.9263      21.527019
            1.8      4639.9853      17.527721      3891.2003      14.718496      5629.2265      21.458848
            1.9       4608.701      17.386346      3865.2305      14.593255      5590.6421      21.240057
              2      4549.7281      17.296948      3814.2693      14.516722      5521.7257      21.143483
            2.1      4548.9622      17.254281      3815.1781      14.505509      5517.7881      21.096125
            2.2      4510.5336      17.200476      3779.5081      14.424812       5477.326      21.007851
            2.3      4462.9513      17.086659      3740.5403      14.335865      5417.6188      20.872171
            2.4      4406.1287      16.984017      3694.7997      14.259882      5345.1049      20.755896
            2.5      4397.8859      17.005111      3686.5723      14.276414      5337.3199       20.80423
            2.6      4317.5278      16.849745      3620.3061      14.149859       5237.492      20.597376
            2.7      4270.7776       16.75675      3580.2048      14.068613      5182.3933      20.498647
            2.8      4195.0229        16.5936      3514.5731      13.914697      5094.0956      20.261442
            2.9      4132.1512      16.497754      3464.0241      13.847853      5013.6846      20.178713
              3      4032.3395      16.290627      3380.0032       13.66622      4893.0804      19.881661
            3.1      3944.6116      16.097206      3307.7627      13.507945      4784.1523      19.651868
            3.2        3832.26      15.840758      3213.7418      13.295896      4647.3792      19.321578
            3.3      3750.8281      15.712324      3143.2824      13.178178      4552.3403      19.173009
            3.4      3608.3664      15.643242      3026.2649      13.148366      4375.0671      19.092081
            3.5      3472.8084      15.217244      2912.3151      12.759254      4211.1586      18.584373
            3.6      3301.3975      14.744218      2767.2819      12.368875      4005.3497      17.981302
            3.7       3143.346      14.424754       2638.384      12.655896      3806.7269      19.019362
            3.8      2960.4839      13.951513      2481.9413      11.708251      3590.7221      17.013442
            3.9      2797.8469      13.582917      2345.9048      11.396609      3392.8388      16.553203
              4      2611.1863      13.104098      2188.9658      10.996184      3167.3212      15.977123
            4.1      2399.3737      12.594032      2011.2356       10.56195      2910.4998      15.354079
            4.2      2170.4356       12.00056      1818.2486      10.057845      2634.7483      14.641227
            4.3      1996.6329       11.65656      1672.5015      9.7640124      2424.0052      14.232295
            4.4       1788.524      10.910615      1498.2172      9.1458633      2171.1974      13.295886
            4.5      1599.7441      10.302789      1339.8422      8.6358733      1942.5315      12.558103
            4.6      1416.5376      9.6839783      1186.1166      8.1143822      1720.5546      11.810486
            4.7      1244.1467      9.3691477      1041.4056      7.8492375      1511.7781      11.423168
            4.8      1072.7742       8.464712      898.08535      7.0906426      1303.3249      10.320974
            4.9      941.33898       7.901034      787.31458      6.6135504       1144.942      9.6442652
              5      941.33898       7.901034      787.31458      6.6135504       1144.942      9.6442652
