#  pt_Z-mbbZ250        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      335.63603     0.31923887      283.93134     0.27037557      402.56789     0.38646489
              5      780.68414     0.47245171      660.10227     0.39992035      937.03809     0.57225125
             10      884.29716     0.49925871      747.59621     0.42287285       1061.742      0.6057041
             15      812.25736     0.48110877      686.71289     0.40734422      975.32909     0.58316016
             20      690.41071     0.44750949      583.76753     0.37957851      828.99675     0.54397724
             25      568.46825     0.41056926      480.59517     0.34733994      682.77554     0.49751869
             30      461.64039     0.37458189      390.17687     0.31644061      554.71751     0.45427915
             35      373.54849     0.33739841      315.57254     0.28518269      449.18667      0.4091012
             40       301.3085     0.30474871      254.41478     0.25773795       362.5941     0.37063193
             45      243.88227     0.27763393      205.74534     0.23446992      293.84738     0.33921532
             50      198.08027     0.24866186      166.95519     0.20983042      238.96097     0.30268851
             55      160.26134     0.22431691      134.95119     0.18916493      193.58638     0.27364463
             60      130.60086     0.20322924      109.85155     0.17105354       157.9964     0.24803786
             65      105.99314     0.18384337      89.046473     0.15472538      128.43247      0.2253944
             70      86.649192     0.17102809      72.701573     0.14300488      105.17114     0.21063613
             75      70.629372      0.1499576      59.161824     0.12576325      85.911222     0.18393094
             80      57.693368     0.13882986      48.242718     0.11588476      70.332291     0.17106823
             85      47.429677     0.12311605      39.608289     0.10295566      57.917218     0.15168318
             90       38.67556      0.1111723      32.216251    0.092723876      47.376961     0.13731816
             95      31.586862     0.10031466      26.266135    0.083615633       38.77699     0.12421656
            100      25.861198     0.09139669       21.44579    0.075852161      31.855528     0.11358195
            105      21.023572    0.082491897      17.391046    0.068311886      25.974647     0.10282987
            110       17.25802    0.074386919        14.2377    0.061584851      21.391569     0.09328572
            115      14.260776    0.068080123      11.724549    0.056054514      17.749513    0.085495198
            120      11.941266    0.061829739      9.7967383     0.05082999      14.899819     0.07760925
            125       10.03212    0.056781407       8.209495    0.046540214      12.555546    0.071503763
            130      8.3346315    0.051599457      6.8099726    0.042244046      10.450098    0.065085647
            135      7.0713832    0.047665472      5.7677543    0.038955877      8.8841983    0.060262487
            140      6.1021416    0.044037233      4.9644945    0.035917848      7.6896735    0.055788536
            145      5.1547707    0.040857194       4.193194    0.033272654      6.4964658    0.051893414
            150      4.4764205    0.037995529       3.635968    0.030926345      5.6512155    0.048284622
            155      3.7914422    0.034743111      3.0755142    0.028240666      4.7940231    0.044179793
            160      3.3577164    0.032717978      2.7187344    0.026542949      4.2544964     0.04167357
            165      2.8830727    0.031153837      2.3352256    0.025316102      3.6516327    0.039872646
            170      2.5690187    0.028808815      2.0779024    0.023340458      3.2592581    0.036734832
            175      2.2299263    0.026672093       1.803214    0.021600445      2.8298435    0.034058181
            180      1.9380297    0.025188615      1.5628061    0.020353925      2.4672735    0.032230558
            185       1.695261    0.023250915      1.3694086    0.018820558      2.1538386    0.029710959
            190      1.5036364    0.021910032      1.2151756    0.017746713       1.909347    0.027968794
            195      1.2894038    0.020341708      1.0374869    0.016397953      1.6456025    0.026079135
            200       1.166738    0.019300795     0.93937937    0.015568202       1.487937     0.02474173
            205      1.0456616    0.018444904     0.84350385     0.01490425      1.3306162    0.023613658
            210     0.91347253    0.017067503     0.73554621    0.013782635       1.164745    0.021868287
            215     0.83623314    0.016284801     0.67157951     0.01310804      1.0695447    0.020918196
            220     0.73133176    0.015310829      0.5881824    0.012339532     0.93388328    0.019639243
            225     0.66807706    0.014818175     0.53591982    0.011902862     0.85595148    0.019119182
            230     0.59165108    0.013734874     0.47572526    0.011071068     0.75689932    0.017678759
            235      0.5224337    0.012993888     0.41988525    0.010472835     0.66848087    0.016737116
            240     0.46344451    0.012138785     0.37082108    0.009761577     0.59627293    0.015710116
            245     0.41988382    0.011574388     0.33541966   0.0092879277     0.54127907    0.015015138
            250     0.37441116    0.010932006     0.29940276   0.0087639231     0.48234173    0.014219341
            255     0.35075794    0.010613596     0.28028675   0.0085186446     0.45205762    0.013768411
            260     0.30702886   0.0098474885     0.24530316   0.0079095271     0.39596486    0.012775367
            265     0.27398733   0.0093480712     0.21709662   0.0074418786     0.35654956    0.012235791
            270     0.26478756   0.0091576637     0.20911333   0.0072664169     0.34570942    0.012029742
            275     0.20684675   0.0081134443     0.16423425    0.006472353      0.2686265    0.010601577
            280     0.19213399   0.0078813023       0.152184   0.0062665522     0.25022009    0.010333668
            285     0.17454849    0.007458364     0.13840011   0.0059428875     0.22712179   0.0097651447
