# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ1000
              0      526.46731     0.90956931      448.49688     0.77445355      625.70771      1.0923768
              1      1516.2436      1.5249291      1293.0564      1.3029177      1799.6459      1.8330178
              2      1880.1917      1.6905474      1603.1941      1.4436954      2232.3075      2.0291963
              3      1878.3086      1.6890515      1600.4076      1.4393949      2232.3951      2.0228643
              4      1767.9563      1.6405356      1505.1243      1.3991868        2103.65      1.9734087
              5      1610.5607      1.5726565      1369.3218      1.3375461      1919.7739      1.8890046
              6      1478.0497      1.5065246      1255.1543      1.2800082      1764.6415      1.8122596
              7      1357.8905      1.4487473      1152.0271      1.2334039      1623.1988      1.7563227
              8      1249.1707      1.3877607      1058.2025      1.1774566       1496.185      1.6776748
              9      1152.8115      1.3365759      975.46446      1.1320247      1382.8171      1.6172903
             10      1070.4295      1.2875031      904.60776       1.089011      1286.1031       1.558308
             11      994.94019      1.2443431      839.95125      1.0527952      1196.9913      1.5120834
             12      930.28422      1.2019427      784.65204      1.0186024      1120.5047      1.4693498
             13      873.23141      1.1663256      735.64184     0.98337247       1053.408      1.4176022
             14      821.62457      1.1400154       691.6347      0.9602614       992.1214      1.3890612
             15      773.21209       1.098847      650.20156     0.92538403      934.90977      1.3403343
             16      730.11664      1.0676736      613.52826     0.89800579      883.57576      1.3016302
             17      691.67844      1.0401691      580.65962     0.87407604      838.09559      1.2689863
             18      653.84927      1.0121323      548.41475     0.84990057      793.14797      1.2371083
             19      621.89725     0.98723119      521.21953     0.82826053      755.10275      1.2064375
             20       592.2819     0.96682358      495.95958      0.8100459      719.93953      1.1840285
             21      563.05509     0.93932123       471.3222     0.78758926      684.70396      1.1507318
             22      536.92272     0.91962213      449.12773     0.76986076      653.50882      1.1274245
             23      512.88151      0.8985033       428.7743      0.7520554      624.66878      1.1024025
             24      489.70569     0.87712175      409.02813     0.73352204      597.12718      1.0764289
             25      469.37826     0.85983725      391.78963     0.71882046      572.80847      1.0578393
             26      446.76998     0.83957747      372.75344     0.70123599      545.51327      1.0321596
             27      428.29219      0.8223904      357.10557     0.68623283      523.36498      1.0124565
             28      411.48219     0.80647245      342.85441     0.67266392      503.25254     0.99309759
             29      393.93568     0.78784368      328.07963     0.65879588      482.06803     0.97492261
             30      377.75645     0.77213158      314.39897     0.64338738      462.64672     0.95223412
             31      363.10856     0.75893968      302.10724     0.63194229      444.88769     0.93655734
             32      347.93457     0.75755417      289.25451     0.62829242      426.71222      0.9390898
             33      335.00691     0.72842326      278.52513     0.60701028      410.82314     0.90180169
             34      322.25146     0.71694438       267.7295     0.59646483      395.51793     0.88772923
             35      309.33659     0.70057198        256.889     0.58266153      379.87853     0.86776901
             36      297.46556     0.68666128      246.92447     0.57067396      365.48668     0.84983088
             37      287.68268     0.67832235      238.61254     0.56282385       353.8128     0.84022731
             38       276.4149     0.66657867      229.21262     0.55279402      340.05062     0.82613844
             39      266.86962     0.65458333      221.27644     0.54296936      328.35152     0.81206441
             40      256.22929     0.63787691      212.29901     0.52909136      315.53418      0.7904008
             41      245.77292     0.62589686      203.53964      0.5187649      302.83415     0.77661188
             42       238.4465     0.61695677      197.42535     0.51189394      293.88825     0.76734705
             43       230.7128     0.60511735      190.91032     0.50236665      284.56403     0.75406085
             44      220.83138     0.59363184      182.71541     0.49174109      272.39874     0.73806186
             45       214.3313     0.58412996      177.21157     0.48358109      264.62259     0.72600537
             46      206.75635     0.57609784      170.93155     0.47663561      255.29355     0.71665018
             47      198.83981     0.56513363      164.33582     0.46902768       245.6085     0.70735916
             48      192.85534     0.55575428      159.32005     0.45942425      238.34287      0.6917716
             49      186.02966     0.54421605      153.63088     0.45000356       229.9954     0.67744924
             50      186.02966     0.54421605      153.63088     0.45000356       229.9954     0.67744924
