#    pt_Z-ptj30        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.028445    0.064193478       10.65157    0.052572892      16.295106    0.080664655
              5      39.528135     0.11175762      32.343455    0.091577417      49.389963     0.14035693
             10      67.169568      0.1456166      55.094477     0.11981756      83.687551     0.18286229
             15      95.097798     0.17372012      78.212379     0.14301186      118.10993     0.21716973
             20      123.99764     0.19837437      102.23928     0.16378505      153.54028     0.24750433
             25      151.01731     0.22009639      124.75264     0.18175335      186.57777     0.27426045
             30      169.85389     0.23473102      140.44915     0.19380275      209.61063     0.29243762
             35      176.59626     0.23613525      146.05348     0.19538442      217.88865     0.29356908
             40      171.36982      0.2327237      141.73274     0.19262931      211.44794     0.28950585
             45      158.82166     0.22735508      131.30062     0.18792098      196.07261     0.28383047
             50      143.95785     0.21370773      118.93975     0.17674589      177.86345     0.26588032
             55      127.03021     0.20117193      104.89014     0.16630451      157.06908     0.25093994
             60      111.38515     0.18827095      91.928844     0.15553476      137.80732     0.23473059
             65      97.072478     0.17677082      80.025237     0.14599237      120.26646     0.22123396
             70      84.407209     0.17018418      69.551809     0.13980032      104.63701       0.213594
             75      72.887438     0.15509493       59.99204     0.12768562      90.478627     0.19401649
             80      62.869038      0.1453726      51.711421     0.11951917      78.107632     0.18235395
             85      54.435466     0.13218978      44.759776      0.1088304      67.656695     0.16552826
             90       47.14738     0.12263261      38.714835     0.10084082      58.691903       0.153633
             95       40.93696     0.11451125      33.607604    0.094182825      50.974485     0.14358397
            100      35.557978     0.10736871      29.178613    0.088182773      44.300869     0.13473873
            105      30.948071     0.10293271      25.380813    0.084204355      38.583507     0.12977264
            110      26.928841    0.093317325       22.07772    0.076668287      33.583885      0.1174708
            115       23.61111    0.087841978      19.340552    0.072011168      29.476719     0.11047667
            120      20.718546    0.081528499      16.967993    0.066873381      25.870833     0.10234608
            125      18.166865    0.076413137      14.877947    0.062659511      22.685635    0.095953597
