# pt_bjet1_2-CM        central        num_err    min (scale)        num_err    max (scale)        num_err
# S-1bjet
             30      80.546446    0.078966109      67.714108    0.066420743      97.458665    0.096471621
             50      33.792706    0.051514024      28.379313     0.04335813      40.949491    0.063007701
             70      17.367333    0.037138959      14.566641    0.031187007      21.081204    0.045466132
             90      10.083518     0.02837684       8.445776    0.023805275       12.26126    0.034847076
            110      5.1508257    0.014419623      4.2944454     0.01204044      6.3046319    0.017819785
            150      2.1739839   0.0087197586      1.7892405   0.0071732548      2.6987605    0.010954336
            200      2.1739839   0.0087197586      1.7892405   0.0071732548      2.6987605    0.010954336
