#         pt_b1        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      437.58609     0.36923675      368.00451     0.31053813      528.81619     0.45091513
              5      1568.6689     0.64022269      1317.9402      0.5381514      1898.1687     0.78422217
             10      1490.5445     0.62399721      1252.3369     0.52462251      1803.6974     0.76310475
             15       1096.929     0.55109762      921.61484     0.46405542      1327.5248      0.6750493
             20      777.30317     0.47326675      652.69557     0.39795006      941.47716      0.5782683
             25      555.24828     0.40546371      465.94064     0.34084772      673.11014     0.49578496
             30       404.4039     0.34955342      339.10853     0.29365336      490.72898     0.42776385
             35      300.48765     0.30593639       251.7297     0.25638569      365.07704     0.37499135
             40      228.88517     0.26775565      191.52024     0.22432321      278.49764     0.32865229
             45      176.44034     0.23473138      147.50903      0.1965968      214.91974     0.28830668
             50      138.38117     0.20867797      115.56862     0.17459266      168.77788     0.25677906
             55      110.10578      0.1864073        91.8585     0.15577639      134.46481     0.22948653
             60      89.137379     0.16808123      74.285741     0.14030762      108.99638     0.20719245
             65      72.274901     0.15196548      60.185952     0.12671523       88.45865     0.18753028
             70      59.570448     0.13799453      49.563009     0.11492613      72.986501     0.17042171
             75      49.365345      0.1252089      41.057288     0.10430804      60.507528     0.15460792
             80      41.311744       0.114538       34.30612    0.095284723       50.72915      0.1415854
             85      34.830619     0.10554728      28.900669    0.087785591       42.84472     0.13080569
             90      29.728138     0.09840181      24.605799    0.081580204      36.666751     0.12233814
             95      25.397013    0.090378396      20.965503     0.07484189      31.415919     0.11272956
            100      21.713478     0.08349574      17.883244    0.068923675      26.927467      0.1043642
            105      18.666423    0.077189624      15.338833    0.063621227      23.207521    0.096757837
            110       16.28898    0.072235561      13.366149    0.059449339      20.283059    0.090657107
            115      14.237855     0.06775218      11.664367    0.055634085      17.759497    0.085164894
            120       12.32549    0.063275332      10.067286    0.051803006      15.424361    0.079845021
            125      10.905806     0.06011163      8.8999658     0.04912485      13.661726    0.076053452
            130      9.6651528    0.059412613      7.8640439    0.048172978      12.145499    0.075588618
            135      8.4679131    0.052441723      6.8829662    0.042704931      10.652978     0.06652807
            140      7.5790801    0.050095905      6.1418304     0.04066783      9.5665759    0.063709177
            145      6.6370592    0.046112149      5.3699019    0.037420574      8.3919098     0.05867602
            150      5.8579369    0.043490744      4.7348854    0.035298903      7.4151189    0.055545169
            155      5.4644091    0.048140753      4.4075401    0.038532854      6.9323428    0.062000191
            160      4.7710238    0.039674526      3.8492403    0.032084787      6.0512519    0.050692176
            165      4.2769038    0.036943805      3.4438724     0.02984063      5.4355395    0.047305265
            170       3.915564    0.038213555      3.1511572    0.030682261      4.9797463    0.049120281
            175      3.4808046    0.033625342      2.7962983     0.02710414      4.4355544    0.043195965
            180      3.1776953    0.031840446      2.5507115    0.025639415      4.0526764    0.040967565
            185       2.874414    0.039015998      2.3066419    0.031224346      3.6673208    0.050210046
            190       2.578974    0.028807134      2.0686872    0.023173789      3.2917311     0.03703723
            195       2.347127    0.027393828      1.8751358    0.021957359      3.0088419    0.035342352
            200      2.1442291     0.02688016      1.7104889     0.02146913      2.7528508    0.034768105
            205      1.9652317     0.02504986      1.5674542    0.020051731      2.5235913    0.032392877
            210      1.7850228     0.02409608      1.4235427    0.019288833      2.2926788    0.031160796
            215      1.6718604       0.023192      1.3302741    0.018500515      2.1523081    0.030065169
            220      1.5007668    0.022047739      1.1945978    0.017607528      1.9315354    0.028619232
            225      1.3766101    0.020962981      1.0958727    0.016748754      1.7715008    0.027164359
            230      1.2176924    0.019762408     0.96859578    0.015774105      1.5682613    0.025619264
            235      1.1509333    0.019150297     0.91498982       0.015276      1.4833248    0.024853304
