#  pt_Z-mbbZ750        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      367.89678     0.33743823      309.94927     0.28441455      443.50583     0.41077756
              5      857.52979     0.49415484      722.06979     0.41651074      1034.5701     0.60166771
             10      975.00324     0.52156643      820.69042     0.43982023      1176.9544     0.63603428
             15      903.16615     0.50443029      759.99055     0.42511064      1090.7656     0.61487935
             20      776.35878     0.47235815      653.09022     0.39852125      938.06003     0.57751477
             25      647.97692     0.43630979      544.78408     0.36709847      783.56459     0.53216768
             30      533.75589     0.40059626      448.44321     0.33652585      646.05543     0.48910685
             35      438.62561     0.36421329      368.21785     0.30597014      531.49702     0.44485394
             40      360.02743       0.331808       301.9952     0.27880982      436.72709     0.40645065
             45      296.43814     0.30478886      248.40359     0.25570986      360.07638      0.3748384
             50      245.56741     0.27613328      205.55428     0.23141696      298.70739     0.33875179
             55      203.16018     0.25235818      169.87826     0.21128289      247.46118     0.31023223
             60      169.08883     0.23056989      141.24393     0.19277187      206.23489     0.28349613
             65      141.09104     0.21168142      117.71639     0.17690697      172.34846     0.26127844
             70      118.51411     0.19901749       98.78555     0.16544969      144.94769     0.24652411
             75       99.56303     0.18058323      82.886749     0.15029244      121.95897     0.22327506
             80      83.973224     0.16651516      69.850778     0.13845147      102.97195     0.20635788
             85      71.236261     0.15082848      59.220848     0.12565418       87.41975     0.18705047
             90       60.66694     0.13891171      50.348767     0.11543233      74.603258     0.17214771
             95      51.820307     0.12928609      42.986901     0.10737413      63.761608     0.16041314
            100       44.33324     0.11959281      36.753899    0.099221825      54.590945     0.14856123
            105      38.169481     0.11354387      31.623257    0.093884436       47.03855     0.14173797
            110      32.913212     0.10283596      27.261027    0.085405191       40.57468     0.12816091
            115      28.528116    0.096318155       23.60418     0.07975808       35.21353     0.11994403
            120      24.868135    0.089303576      20.569631     0.07397194      30.707237     0.11106061
            125      21.571119    0.083205663      17.827408    0.068842839      26.663241     0.10356561
            130      18.808462    0.078538128      15.552747    0.064964031      23.233833    0.097945224
            135      16.338974     0.07707982      13.503158    0.063388602       20.19687    0.096653912
            140      14.357223    0.068211452      11.850944     0.05635236      17.773257    0.085095885
            145      12.631284    0.064637103       10.43029    0.053364753      15.628983    0.080736607
            150      11.125749    0.059746952      9.1836603    0.049382959      13.772374    0.074570547
            155      9.7626338    0.055960289      8.0624006    0.046256432       12.08159    0.069835515
            160      8.7611736    0.053204674      7.2178661    0.043930602      10.872332    0.066616708
            165      7.7825538    0.051790898      6.4124343    0.042687978      9.6562976    0.065208505
            170      6.9586912     0.04744514      5.7262136    0.039141021      8.6470111    0.059488677
            175      6.1917588    0.044745826      5.0839359    0.036855927      7.7131775    0.056323475
            180      5.4483285    0.042142398       4.472542    0.034726409      6.7890113    0.053197531
            185      4.9124205    0.039870242      4.0249613    0.032737758      6.1337598    0.050216851
            190      4.4260367    0.037628464      3.6268006    0.030945533      5.5263102    0.047385402
            195      3.8854527    0.035342225       3.174581    0.028953536      4.8670244    0.044621501
            200      3.5720324    0.033798126      2.9205223    0.027706175      4.4711438    0.042684211
            205      3.2198858     0.03258951      2.6269052    0.026621806      4.0399027    0.041307802
            210      2.8578823    0.030406724      2.3339952    0.024893327      3.5822906    0.038500132
            215      2.6849976    0.029296015      2.1877423    0.023948713      3.3739001    0.037143663
            220      2.3409015     0.02739394      1.9075567    0.022468879      2.9412499    0.034862774
            225      2.1272828    0.030357634      1.7299932    0.024509293      2.6787618    0.038785035
            230      1.9474414    0.024957408      1.5839794    0.020359717      2.4521506    0.031707465
            235      1.7454776    0.023689123      1.4168129    0.019297949      2.2029196    0.030128413
            240      1.5834639    0.022689913      1.2841154    0.018411708       2.000428    0.028962055
            245      1.4629318    0.021630821      1.1870882    0.017611133      1.8469764    0.027537498
            250      1.3303485    0.020648243      1.0771505     0.01675211      1.6840019    0.026396022
            255      1.1910069    0.019554652     0.96532211     0.01589432      1.5059147    0.024956436
