# dy_bbZ-j1-ptj        central        num_err    min (scale)        num_err    max (scale)        num_err
# 60
             -8    0.047368547    0.027346876    0.033354941    0.019258794    0.069231692    0.039974216
           -7.9     0.11052661    0.041773043    0.082899561     0.03143193     0.15139816    0.057417327
           -7.8     0.20535334    0.065224968     0.15142057    0.047906891     0.28622849    0.091573292
           -7.7      0.2967407    0.070319137     0.22602441    0.053632025     0.40077271    0.095479071
           -7.6      0.3149888    0.073552818     0.22932933    0.053680817     0.44596679     0.10434605
           -7.5     0.26842177    0.065098586     0.19114326    0.046362353     0.38712045     0.09389789
           -7.4      0.4979932    0.089600581     0.36785594    0.066380183     0.69433454     0.12526637
           -7.3     0.53726611     0.09213671     0.40152981    0.069097696     0.74027491     0.12738332
           -7.2     0.69056983     0.10592976     0.52682393    0.081094072     0.93205682     0.14373785
           -7.1     0.91943618     0.12452296     0.68964106    0.093721845      1.2631212     0.17164554
             -7     0.86976791     0.11728118     0.64508883    0.087187258      1.2062789      0.1630081
           -6.9       1.374882     0.14996303      1.0518011     0.11527414      1.8510648     0.20332641
           -6.8      1.5851144     0.16409006      1.2116283      0.1255877      2.1347823     0.22258665
           -6.7      1.4901156     0.15379756      1.1309768     0.11711036      2.0195046     0.20916564
           -6.6      2.2087431     0.18785174      1.6718263     0.14270913      3.0037351     0.25642878
           -6.5      2.3176739     0.19200705      1.7459196     0.14517682      3.1669004     0.26338013
           -6.4      3.2192773     0.22741578      2.4345686     0.17247004      4.3788203     0.31035003
           -6.3      4.0158383     0.25725687       3.054958     0.19616812      5.4295574     0.34946274
           -6.2       4.532898      0.2707425       3.417447     0.20472394      6.1843033       0.370513
           -6.1      5.5824522      0.3024531      4.2599776     0.23145862      7.5239308     0.40912805
             -6      6.8049864     0.35236099       5.191998     0.27221596      9.1724194     0.47212055
           -5.9      7.7618395     0.36077473      5.9476487     0.27783474      10.418294     0.48527506
           -5.8      8.3242901     0.36381334      6.3922569     0.28025153      11.148785      0.4894154
           -5.7      10.828139     0.41374635      8.3271349     0.31935232      14.474857     0.55511063
           -5.6      12.030371     0.44000517      9.2383925     0.33925649       16.10165     0.59060686
           -5.5      13.969644     0.47120704      10.769407     0.36461057      18.624203     0.63046868
           -5.4      17.046822     0.52258851      13.142255     0.40382079      22.726823     0.70000972
           -5.3      18.488528     0.54166822      14.308708     0.42087592      24.547428     0.72234902
           -5.2      22.083136     0.59506429       17.10212     0.46227968        29.3094     0.79381031
           -5.1      24.937628     0.63088852      19.295507     0.49018355      33.115598     0.84056427
             -5      31.164941     0.94627073      24.286668     0.76109978      41.083968      1.2096668
           -4.9      34.688825       1.518086      26.921679      1.1773821      45.906052      2.0041191
           -4.8      37.600554     0.79375502      29.270573     0.62074067      49.605915      1.0496936
           -4.7      43.962624     0.84159874      34.271898      0.6581861       57.92836      1.1137418
           -4.6      50.587732     0.92357856      39.539802     0.72435452      66.481666      1.2183563
           -4.5      58.185447     0.96109519      45.586543     0.75591338      76.258413      1.2653635
           -4.4      65.421259      1.0375675      51.401485     0.81851031      85.483626       1.360818
           -4.3      74.400028      1.1897739      58.443014     0.93411836      97.236837      1.5650404
           -4.2       83.69823      1.2265395      65.931751     0.96736759      109.07631      1.6069547
           -4.1      90.550667      1.2006216      71.493529     0.95173988      117.71487      1.5697757
             -4      103.37056      1.3182522      81.798964      1.0458658      134.05634       1.719854
           -3.9      115.59379      1.4685292      91.539647      1.1637975      149.80547      1.9143618
           -3.8      131.44735      1.5709509      104.44775      1.2489425      169.72808      2.0402568
           -3.7      145.25893      2.0209239      115.47772      1.5963885      187.42963      2.6310146
           -3.6      162.29241      1.6403878       129.2096      1.3093662       209.1098      2.1248958
           -3.5      178.71547      1.7031525      142.78658      1.3651633      229.40863      2.1983673
           -3.4      196.51092      1.8045876      157.16765      1.4476995        251.979      2.3265844
           -3.3      216.88533      1.9822715      173.73802      1.5848254      277.57968      2.5606484
           -3.2      240.35518      2.0550929       192.8071      1.6507272      307.17423      2.6431791
           -3.1      260.79136      2.2529002      210.12602      1.8118836      331.72021      2.8887944
             -3      289.26404      2.5298254       233.3054      2.0218388      367.52071      3.2616625
           -2.9      315.03596      2.3353143      254.69006      1.8879115      399.25834      2.9842413
           -2.8      340.81044      2.4232993      276.00687      1.9648345      431.15089      3.0866843
           -2.7      369.08574       2.531038      299.49809      2.0494835      465.86805      3.2223043
           -2.6      392.64687      2.5566587      319.05856      2.0759648      494.24232      3.2393744
           -2.5      426.24299      2.6363698      346.36598       2.143406      536.55318       3.336299
           -2.4      456.03321      2.7434279        370.601      2.2283451      574.07595      3.4760924
           -2.3      490.82783      2.8289535      399.27394      2.3021629      617.22558      3.5773108
           -2.2      529.42125       2.916731       430.8844      2.3756018      665.43996      3.6878835
           -2.1      561.33323      3.0058754      457.38787      2.4626806      704.61062       3.834448
             -2      597.22749      3.1254935       487.0783      2.5493822      749.01954      3.9433369
           -1.9      631.78344       3.213084       515.6773       2.624037      791.66865      4.0506903
           -1.8      666.32177      3.2744145      544.05603      2.6760808       834.6648       4.125883
           -1.7      696.21134      3.3646261       569.1604      2.7557051      870.94893       4.235564
           -1.6      731.34491      3.4268904      598.33268      2.8107672      914.16488       4.318537
           -1.5      765.37819        3.52418       626.4884      2.8875433      956.21374      4.4373576
           -1.4      797.85588      3.5779266      653.75966      2.9336726      995.71008       4.493503
           -1.3      835.45877      3.6523933      684.87617      3.0001526      1042.0938      4.5852537
           -1.2      864.71859      3.7180462      709.67154      3.0569112      1077.2531      4.6621397
           -1.1      887.91698      3.7586663      729.16466      3.0943675      1105.4355      4.7101057
             -1      910.37257      3.8060997      748.44342      3.1340385      1131.9191      4.7595781
           -0.9      946.63407      3.8866031      778.43252       3.201179      1176.7597      4.8572611
           -0.8       964.7658       4.115833      793.85005      3.3770868      1198.4619      5.1658849
           -0.7       973.1396      3.9248409      802.08938      3.2496009      1206.4789       4.921622
           -0.6      1003.8592      4.0041702      827.36351      3.3044687      1244.7285      4.9983273
           -0.5      1009.8609      3.9998564      832.65139      3.3042594      1251.6018      4.9892182
           -0.4      1000.7322      3.9804278      825.22407      3.2887061      1240.1615      4.9614261
           -0.3      1000.4942      3.9771944      826.06221      3.2907927      1237.9771      4.9540843
           -0.2      992.27403      3.9649619      819.25844      3.2787682      1227.8371      4.9351459
           -0.1      994.25779        3.97441       821.0135      3.2869112       1230.102      4.9457352
              0      994.88138      3.9672417      821.56585       3.282879       1230.807      4.9418358
            0.1       994.0431       3.972242      821.06587      3.2891087       1229.447      4.9525261
            0.2       998.9968       3.976896      824.47449      3.2884347      1236.7585      4.9500175
            0.3      995.27374      3.9732367      821.15391      3.2853726      1232.6102      4.9529273
            0.4      1003.2752        4.18219      827.61826      3.4379954        1242.74      5.2630515
            0.5      984.64185      3.9574658       811.7882      3.2679264      1220.4352      4.9389554
            0.6      983.50135      3.9467002      809.72279      3.2550138      1220.9763      4.9263891
            0.7       956.4787      3.8981823      787.36969      3.2222378      1187.5595      4.8958874
            0.8      941.06173      3.8725649      774.03261      3.1896639      1169.5404      4.8435206
            0.9      920.35792      3.8459527       756.4065      3.1637736      1144.8063      4.8117693
              1      890.58748      3.7582277      731.35419      3.0935492      1108.7227      4.7126743
            1.1      855.14232      3.6855279      701.23542      3.0287663      1066.3741      4.6217475
            1.2      832.93942      3.6674157      683.03692      3.0093421      1038.5824      4.6043877
            1.3      802.41625      3.5770838      657.41949      2.9341156       1001.498      4.4949896
            1.4      777.93716      3.6747137      636.92881      3.0086035       971.6353      4.6261399
            1.5       731.1717      3.4206492      597.83262      2.8006674      914.61648      4.3077136
            1.6      695.22235      3.3358869      567.96887      2.7284648      870.39584      4.2031728
            1.7      666.66886      3.7379731      544.00078      3.0141632      835.73468      4.7773262
            1.8      633.49782      3.1912473      516.47957       2.603934       794.8721      4.0260435
            1.9      594.51327      3.0932275      484.42595      2.5247996      746.38053      3.9111963
              2      562.19525      3.0725237       457.8564      2.4996912       706.1742      3.8881644
            2.1       524.7163      2.9196027      426.97939      2.3759025      659.64055      3.6922446
            2.2      492.57191      2.8413469      400.85421      2.3118785      619.13034       3.593309
            2.3      457.72751      2.8249913      372.25654      2.2921623      575.71528      3.5823548
            2.4      430.00178      2.9087141      349.29549      2.3448782      541.47325      3.7219725
            2.5      397.74079      2.5674509      323.25743      2.0916316       500.5262      3.2603726
            2.6      370.74408       2.506463       300.8362      2.0339303      467.89358      3.1879685
            2.7      338.60297      2.3467676      274.25885      1.9055849      428.27329      2.9868541
            2.8      309.24697      2.3284432      250.07295      1.8832204      391.83581      2.9773683
            2.9      284.78314      2.1853542      229.88077      1.7672868      361.52704      2.7917032
              3      263.26057      2.0818642      211.82884      1.6795086      335.36712      2.6666766
            3.1      240.69592      2.1918333      193.61238      1.7602638      306.72782      2.8151263
            3.2      217.63912      1.9260379      174.28395      1.5444555      278.69302       2.482057
            3.3      200.00533      1.8180369      160.05096      1.4589666        256.298      2.3443067
