#  n_light_jets        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.5      1046.5012      1.2752706      883.80671      1.0781061      1259.0276      1.5492543
            0.5      38357.739      1.6972619      32167.742      1.4525534      46528.157      2.4256933
            1.5              0              0              0              0              0              0
            2.5              0              0              0              0              0              0
            3.5              0              0              0              0              0              0
            4.5              0              0              0              0              0              0
            5.5              0              0              0              0              0              0
            6.5              0              0              0              0              0              0
