#    pt_Z-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      29.165227    0.096029426      23.987806    0.079100606      36.225271      0.1199563
              5      89.190735     0.16747939      73.444294     0.13808518      110.62193     0.20887913
             10      151.85058     0.21846306      125.37727     0.18073095      187.73012      0.2720851
             15      211.30967     0.25658435      174.87335     0.21259985      260.51199     0.31856302
             20      257.44593     0.28309601      213.38433     0.23485409      316.79686     0.35103388
             25      278.50588     0.29482688      231.05741     0.24468528       342.3238     0.36549663
             30      273.80649     0.29394476      227.20715     0.24375403      336.46931     0.36434605
             35      254.78955     0.28167038      211.39705      0.2338318      313.16572     0.34878688
             40      228.19877     0.26701077      189.31571       0.221952      280.52978     0.33137651
             45      200.26842     0.25359274      166.05585     0.21027317      246.36658     0.31533854
             50      174.61226     0.23453233      144.67044     0.19453742      215.01846      0.2908006
             55      150.02624     0.21798281      124.21814     0.18072215      184.89825     0.27099682
             60      129.03195     0.20221144      106.78717     0.16751906      159.11775     0.25128942
             65      110.59333     0.18823142      91.417797     0.15586805       136.5803     0.23476466
             70      94.944678     0.17958392      78.447634     0.14795898      117.32176     0.22464767
             75      81.235724     0.16328659      67.042828     0.13479138      100.52344     0.20363502
             80       69.44461     0.15227288      57.274565     0.12553642      86.003079     0.19039535
             85      59.695683     0.13827933      49.211398     0.11413014      73.970926     0.17264755
             90      51.467903     0.12805282      42.381336      0.1055957       63.86062     0.15993607
             95      44.397092     0.11915862      36.543635    0.098257956      55.114664     0.14897534
            100        38.4294     0.11151767      31.616029    0.091819976      47.734966     0.13955741
            105      33.307112     0.10647987      27.386149    0.087342358        41.4001     0.13384084
            110      28.901493    0.096602745      23.760823    0.079589892        35.9284     0.12123238
            115      25.216781    0.090698755      20.707138    0.074536783      31.390999     0.11375432
            120      22.125222    0.084261302      18.167784    0.069291705      27.543549     0.10548742
            125      19.315776    0.078767618      15.856946    0.064736865      24.053482    0.098671273
            130      16.958049    0.074633191      13.926035     0.06129482      21.109043    0.093588721
            135      14.781459    0.073759562      12.135451    0.060278737      18.405002    0.093020247
            140      13.109939    0.065208215      10.748402    0.053583547      16.357839    0.081978339
            145      11.563808    0.061934714      9.4683957    0.050715828      14.450198    0.078158596
            150      10.255253     0.05735629      8.3898807     0.04706558       12.82673    0.072264563
            155      9.0268694    0.053896326      7.3781381    0.044169233      11.302009    0.067979663
            160      8.1575437    0.051350328      6.6516454    0.041982873      10.241173    0.064934937
            165      7.2674592    0.050246001      5.9281034    0.041026217      9.1198043    0.063884806
            170      6.5518719    0.046171203      5.3353478    0.037706363      8.2374221    0.058510408
            175      5.8537339    0.043460203      4.7585071    0.035444726      7.3739549    0.055290573
            180      5.1834469    0.041103814      4.2097264    0.033530976      6.5366788    0.052418632
            185      4.7025702    0.039047557      3.8138408    0.031745208      5.9388502    0.049703424
            190      4.2395647    0.036781518       3.437474    0.029929892      5.3559255    0.046772824
            195      3.7687355    0.035039084      3.0457515    0.028390954      4.7779942    0.044721614
            200       3.454862    0.033390804      2.7952639    0.027095198      4.3747525    0.042601974
            205      3.1266374    0.032103397      2.5249889     0.02596541      3.9671417    0.041067244
            210      2.7983816    0.030051466      2.2594656    0.024340334        3.55194    0.038467482
            215      2.6393305    0.029019163      2.1273432    0.023467274      3.3561656    0.037146811
            220      2.2984308    0.027200632      1.8527533    0.021995037      2.9224188    0.034857265
            225      2.1098155    0.029743781      1.6984739    0.023824581      2.6864681    0.038331574
            230      1.9316993    0.024838902      1.5546025    0.020049399      2.4603847    0.031895714
            235      1.7425029    0.023647318      1.3985327    0.019056358       2.226307    0.030400928
            240      1.5971023    0.022751194      1.2821523    0.018292019      2.0397905    0.029313596
            245      1.4757132    0.021690701      1.1840934    0.017468254      1.8858516    0.027903484
            250      1.3517908     0.02081484      1.0847736    0.016745212      1.7274391    0.026822089
