# dy_bbZ-j1-ptj        central        num_err    min (scale)        num_err    max (scale)        num_err
# 200
             -8              0              0              0              0              0              0
           -7.9    0.015789516    0.015788726    0.011056022    0.011055469    0.023183674    0.023182515
           -7.8              0              0              0              0              0              0
           -7.7              0              0              0              0              0              0
           -7.6              0              0              0              0              0              0
           -7.5              0              0              0              0              0              0
           -7.4              0              0              0              0              0              0
           -7.3              0              0              0              0              0              0
           -7.2              0              0              0              0              0              0
           -7.1    0.031579032    0.022328631     0.02214806    0.015661408    0.046346539    0.032772572
             -7              0              0              0              0              0              0
           -6.9    0.015789516    0.015788726    0.011296118    0.011295554    0.022607042    0.022605912
           -6.8    0.015789516    0.015788726    0.011378551    0.011377982    0.022472589    0.022471465
           -6.7    0.015789516    0.015788726     0.01119848     0.01119792    0.022830733    0.022829591
           -6.6    0.031579032    0.022328631    0.025540215    0.018158132    0.039982793    0.028469585
           -6.5    0.033783513    0.023938159    0.023910764    0.016991214    0.049164066    0.034773995
           -6.4    0.078947579    0.035304665    0.061281713    0.027518876      0.1044922    0.046950619
           -6.3    0.063158063    0.031577453    0.044805922    0.022403477    0.091515006    0.045758883
           -6.2    0.063158063    0.031577453    0.044753502    0.022386033    0.091770307    0.045914121
           -6.1     0.14244218    0.047479412     0.10220688    0.034084636     0.20406403     0.06805648
             -6     0.12631613    0.044657262    0.090455383     0.03198433     0.18137255    0.064134829
           -5.9     0.20535054    0.056951206     0.15344058    0.042683193      0.2822521    0.078521796
           -5.8    0.031579032    0.022328631    0.022706683    0.016055674    0.045132453    0.031913352
           -5.7     0.12631613    0.044657262    0.096993197    0.034439636     0.16902961    0.060039388
           -5.6    0.099082034    0.040642036    0.070659462    0.029024493      0.1427415    0.058494897
           -5.5     0.22105322    0.059076004     0.16282553    0.043629576     0.30872589    0.082697262
           -5.4     0.37894838    0.077348646     0.28439376    0.058497219     0.52136094     0.10713953
           -5.3     0.48947499    0.087907908     0.35557703    0.063903848     0.69256783      0.1244658
           -5.2      0.6000016    0.097328245     0.44510004    0.072370743     0.83169228     0.13521576
           -5.1     0.44210644    0.083546087     0.32560904    0.061677828      0.6185142     0.11717149
             -5     0.61579112    0.098600564     0.46083834    0.074068615     0.84714125     0.13611652
           -4.9     0.63158063    0.099856423      0.4637391    0.073481495     0.88418487     0.14005539
           -4.8     0.75789676     0.10938728     0.56070348    0.081182322      1.0535734     0.15247758
           -4.7      1.1220384     0.13513217     0.83119368     0.10054851       1.558587     0.18762747
           -4.6      1.3263193     0.14641845     0.99862145     0.11058547      1.8136583     0.20099122
           -4.5      1.5157935     0.15469697      1.1368952       0.116364      2.0803822     0.21291613
           -4.4      1.9105314     0.17367556      1.4391637     0.13139385      2.6138375     0.23860857
           -4.3      2.4099712     0.32070651      1.8144938     0.24438361      3.2928379     0.43144395
           -4.2      2.3210588     0.19142735      1.7504646     0.14488997      3.1681521        0.26217
           -4.1      2.8677223     0.21449806      2.1513345     0.16159194      3.9332617     0.29451008
             -4      3.5444962     0.37855453      2.6750028     0.28905652      4.8300512     0.50900747
           -3.9      3.6962701     0.31188795      2.8015642     0.23753222       5.018515     0.42209854
           -3.8      4.4235598     0.26434975      3.3583529     0.20145597      5.9971017     0.35970759
           -3.7      4.9421184     0.27932903        3.77989     0.21456005      6.6526511     0.37762211
           -3.6      5.8600652     0.31471164      4.4493217      0.2399525      7.9403874     0.42728531
           -3.5      6.3636775     0.31779074      4.8802193      0.2448409        8.54113     0.42793652
           -3.4      7.3263353      0.3400962      5.6143177      0.2617786      9.8420092     0.45887062
           -3.3      9.2267791     0.63065834      7.0608836     0.47791502      12.398641     0.85469168
           -3.2      9.7379184     0.39640256      7.5058547     0.30621113      13.000035      0.5325505
           -3.1      10.719551     0.41461345      8.2482189     0.31970044      14.334101     0.55770529
             -3       13.75382      1.2822647      10.595863     0.99026024      18.351731       1.696667
           -2.9      13.738976     0.47923787      10.607521     0.37156858      18.301648     0.64012033
           -2.8       16.39335     0.52360611      12.699681     0.40679147      21.767788     0.69882204
           -2.7      16.207515     0.54879709      12.486806     0.42311266      21.633715     0.73598949
           -2.6      19.709286     0.57020105      15.299767     0.44428954       26.12103     0.75898238
           -2.5      21.594168     0.59981338       16.78813     0.46763266      28.564624     0.79724516
           -2.4      22.868087     0.70063827      17.862786     0.55046115      30.111059      0.9211139
           -2.3       26.23899     0.65197123      20.598922     0.51377565      34.371965     0.85866832
           -2.2      28.792183     0.68502826      22.574916     0.53912239      37.757691     0.90284754
           -2.1      31.971741     0.72406104       25.05194     0.56928684      41.954765     0.95459147
             -2      34.333131      0.7736666      27.036271     0.61019413      44.825047      1.0167983
           -1.9      35.809898     0.77189755       28.31289     0.61287503      46.552555      1.0078186
           -1.8      40.599726     0.81490102      32.204681      0.6489869      52.604501      1.0617595
           -1.7      42.461639     0.89830491      33.735131     0.71293635      54.940422       1.173147
           -1.6      44.571833     0.84512188      35.395909     0.67389711      57.697869      1.1015184
           -1.5      46.660712     0.87535721      37.116886      0.6992816      60.286215      1.1374114
           -1.4       50.27726     0.89490511      40.267551     0.71952844       64.49237      1.1555392
