#   m_bbZ-ptj60        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
              1              0              0              0              0              0              0
              2              0              0              0              0              0              0
              3              0              0              0              0              0              0
              4              0              0              0              0              0              0
              5              0              0              0              0              0              0
              6              0              0              0              0              0              0
              7              0              0              0              0              0              0
              8              0              0              0              0              0              0
              9              0              0              0              0              0              0
             10              0              0              0              0              0              0
             11              0              0              0              0              0              0
             12              0              0              0              0              0              0
             13              0              0              0              0              0              0
             14              0              0              0              0              0              0
             15              0              0              0              0              0              0
             16              0              0              0              0              0              0
             17              0              0              0              0              0              0
             18              0              0              0              0              0              0
             19              0              0              0              0              0              0
             20              0              0              0              0              0              0
             21              0              0              0              0              0              0
             22              0              0              0              0              0              0
             23              0              0              0              0              0              0
             24              0              0              0              0              0              0
             25              0              0              0              0              0              0
             26              0              0              0              0              0              0
             27              0              0              0              0              0              0
             28              0              0              0              0              0              0
             29              0              0              0              0              0              0
             30   0.0015789516   0.0015788726   0.0012508604   0.0012507978   0.0020620647   0.0020619617
             31   0.0015789516   0.0015788726   0.0012260104   0.0012259491   0.0021180872   0.0021179813
             32   0.0031579032   0.0022328631    0.002505002   0.0017720465   0.0041171669   0.0029136676
             33              0              0              0              0              0              0
             34              0              0              0              0              0              0
             35              0              0              0              0              0              0
             36              0              0              0              0              0              0
             37   0.0015789516   0.0015788726    0.001097559   0.0010975041   0.0023983994   0.0023982795
             38   0.0031579032   0.0022328631   0.0025568628   0.0018079054   0.0040045619   0.0028315747
             39   0.0015789516   0.0015788726   0.0012917166   0.0012916521   0.0019737495   0.0019736509
             40   0.0015789516   0.0015788726   0.0012392157   0.0012391537    0.002087475   0.0020873706
             41   0.0015789516   0.0015788726   0.0012133654   0.0012133047   0.0021430172   0.0021429101
             42              0              0              0              0              0              0
             43   0.0047368547   0.0027346876   0.0037061625    0.002145239   0.0062931572   0.0036478475
             44   0.0015789516   0.0015788726   0.0011114446    0.001111389   0.0023588235   0.0023587055
             45   0.0015789516   0.0015788726   0.0012859944   0.0012859301   0.0019873148   0.0019872155
             46   0.0047368547   0.0027346876   0.0038148458   0.0022047669   0.0060537015   0.0035016281
             47   0.0094737095   0.0038674323   0.0081155663   0.0033442588    0.011080992   0.0046250588
             48   0.0078947579   0.0035304665   0.0064397759   0.0028843915   0.0099186075   0.0044486615
             49   0.0063158063   0.0031577453   0.0051682674   0.0025843152   0.0079009604    0.003951177
             50    0.015789516   0.0049928336    0.012996759   0.0041238899    0.019594638   0.0062370877
             51   0.0094737095   0.0038674323   0.0080931974   0.0033381319    0.011141977   0.0046561371
             52    0.014210564   0.0047366179    0.011689796   0.0038974519    0.017653381   0.0058871694
             53    0.023684274   0.0061149474    0.019147499   0.0049548735    0.030109684   0.0078046199
             54    0.020526371   0.0056927062    0.017139096   0.0047595346    0.025009043   0.0069536325
             55    0.020526371   0.0056927062    0.016654662   0.0046278785    0.025980672   0.0072298093
             56    0.015789516   0.0049928336    0.012669828   0.0040202023    0.020295198   0.0064537693
             57    0.014210564   0.0047366179    0.011510044   0.0038423698    0.018028972   0.0060252132
             58    0.025263225   0.0063154905    0.020130492   0.0050469248    0.032732653   0.0082203781
             59    0.031579032   0.0070609331    0.025119808    0.005629741    0.041012685   0.0092035647
             60    0.041052741   0.0080507023    0.033111965   0.0065035844    0.052371669    0.010297066
             61    0.031579032   0.0070609331    0.026020328   0.0058314075    0.039174991    0.008796117
             62    0.048947499   0.0087907908    0.039545138   0.0071137257    0.062314166    0.011221641
             63    0.048947499   0.0087907624    0.040552941   0.0073085387    0.060288355    0.010897589
             64    0.037894838   0.0080507023    0.032093865   0.0064094218    0.045242537    0.011170314
             65    0.047368547   0.0086478415    0.039180272   0.0072000997    0.058466186    0.010802398
             66    0.082105482    0.011385391      0.0665012   0.0092433614     0.10420272    0.014505621
             67    0.067894918     0.01035336    0.055921849   0.0085403704     0.08427251    0.012885177
             68    0.082105482    0.011385412    0.068886595   0.0096128416    0.099420328    0.013954686
             69    0.096316046    0.012331389    0.078980433     0.01014934      0.1203084    0.015501304
             70     0.10276258    0.012746153    0.083989676    0.010433803     0.12887871    0.016031942
             71    0.097894998    0.012432035    0.079006362     0.01005552     0.12477715    0.015902085
             72    0.083684434    0.011494366    0.068549339   0.0094360309     0.10465234    0.014427831
             73     0.15631621    0.015709553     0.12901385    0.012994184       0.193602    0.019530874
             74     0.15947411    0.015867442      0.1296974    0.012939531     0.20126727    0.020114301
             75      0.1468425    0.015226063     0.12040136    0.012516204     0.18347059    0.019104436
             76     0.15631621    0.015709489     0.13247159    0.013585203     0.18677443      0.0195206
             77     0.20052685    0.017932518     0.16472493    0.014662942       0.249897    0.022655274
             78     0.20684266    0.018070982     0.16962041    0.014857902     0.25831853    0.022667296
             79     0.25738503    0.020158876     0.21388131    0.016836096     0.31585714    0.024961443
             80     0.26526387    0.020464431     0.21894838    0.016923593     0.32847463    0.025424196
             81     0.31421136    0.022384316     0.25989195    0.018414329      0.3880573    0.028269424
             82     0.32842193    0.022770726     0.27229796    0.018919643       0.404408    0.028142526
             83     0.41210636    0.025507312     0.34351308    0.021340418     0.50393565    0.031395823
             84     0.48474142    0.027664091     0.40199031    0.022979145     0.59668087    0.034148893
             85     0.50684346    0.028287705     0.42273453    0.023877861     0.61915018    0.035294168
             86     0.54158039    0.029241011      0.4479517    0.024242003     0.66889904    0.036258324
             87     0.73426839    0.034048939     0.61058355    0.028362453     0.90068511    0.041890833
             88     0.88745642    0.037432741     0.73721088    0.031192068      1.0901356    0.046227923
             89         1.1941     0.04342814     0.99578471    0.036293592      1.4592973    0.053277806
             90      1.6771846    0.051559689      1.4017795    0.043091209      2.0436684    0.063438699
             91      2.7728773    0.066165515      2.3243057    0.055580669      3.3658482    0.080623052
