#   y_bbZ-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9    0.031579032    0.022328631    0.026833933    0.018973726    0.037547018    0.026549171
           -4.8     0.15789516    0.049928336     0.13379272    0.042334646      0.1887543    0.059761188
           -4.7     0.86842337     0.11709212     0.73313966    0.099016294      1.0439264      0.1411679
           -4.6      3.0158675     0.21820916      2.5275602     0.18303701      3.6616266     0.26533496
           -4.5      7.4211813     0.34301989      6.2373341     0.28800132      8.9776755      0.4178343
           -4.4      16.060538      0.5050708      13.521797     0.42498023      19.386966     0.61240598
           -4.3      33.333224      0.7271442      28.080727     0.61258235      40.210476     0.88057231
           -4.2      57.303026     0.95418242      48.328321     0.80468096      69.022661      1.1545035
           -4.1      95.484851       1.229505      80.565748      1.0374064       114.9561      1.4861998
             -4      149.54687      1.5394765       126.4274      1.3021795      179.58736      1.8589588
           -3.9      216.12962      1.8512853      182.72218      1.5662308      259.55231      2.2398195
           -3.8      298.60097      2.1766766      252.03697      1.8379207      359.37605      2.6321493
           -3.7       395.4503      2.5057783      334.00737      2.1354358      475.55195      3.0953563
           -3.6      505.21241      2.8290862      426.03827       2.387311      608.81046       3.425432
           -3.5      630.61831      3.1744137      531.35894      2.6747234      760.77499      3.8604091
           -3.4      757.09418      3.4643211      637.54646      2.9399267      914.08855      4.2553372
           -3.3      893.74382       3.782177      751.55328      3.1799627      1081.0458      4.6076245
           -3.2      1033.3357       4.051254      868.49711      3.4070484       1250.712      4.9406214
           -3.1      1177.7336      4.3670259      987.55661      3.6600063      1429.7002      5.3539795
             -3      1321.6221      4.5853455      1107.1861      3.8442355      1606.2369      5.6170939
           -2.9      1458.1059      4.9371125      1220.0882      4.1187038       1774.709      6.0802296
           -2.8      1591.0294      5.0510681      1328.8034      4.2210511      1941.0232      6.2109777
           -2.7      1725.0744      5.2367691      1439.0453      4.3721503      2107.6255       6.438957
           -2.6       1844.015      5.5861416       1536.629      4.6503422       2255.792      6.9211439
           -2.5      1954.7491      5.6094881      1626.4398      4.6682614      2395.6189      6.9276134
           -2.4      2076.7252      5.9135725       1725.587       4.897753      2549.2018      7.3423709
