# total-mbbZ500        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      37771.931      1.8465313      31732.478      1.5807995      45725.463      2.5749397
              1      37771.931      1.8465313      31732.478      1.5807995      45725.463      2.5749397
