#  total-ptj200        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      282.02138     0.71230768      225.29493     0.56947986      362.83512     0.92420627
              1      282.02138     0.71230768      225.29493     0.56947986      362.83512     0.92420627
