#   total-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      16226.258      8.0844052       13422.65       6.699903      20017.879      10.112778
              1      16226.258      8.0844052       13422.65       6.699903      20017.879      10.112778
