# pt_bbZ-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
              5              0              0              0              0              0              0
             10              0              0              0              0              0              0
             15              0              0              0              0              0              0
             20              0              0              0              0              0              0
             25              0              0              0              0              0              0
             30              0              0              0              0              0              0
             35              0              0              0              0              0              0
             40              0              0              0              0              0              0
             45              0              0              0              0              0              0
             50              0              0              0              0              0              0
             55              0              0              0              0              0              0
             60              0              0              0              0              0              0
             65              0              0              0              0              0              0
             70              0              0              0              0              0              0
             75              0              0              0              0              0              0
             80              0              0              0              0              0              0
             85              0              0              0              0              0              0
             90              0              0              0              0              0              0
             95              0              0              0              0              0              0
            100              0              0              0              0              0              0
            105              0              0              0              0              0              0
            110              0              0              0              0              0              0
            115              0              0              0              0              0              0
            120      22.604379     0.17525562       18.44928     0.14311352      28.329669     0.22094834
            125      20.129083     0.16479089      16.418577     0.13448383      25.245283     0.20783276
            130      17.813186      0.1587521      14.539464     0.12972373      22.320704     0.20210604
            135       15.75337     0.14550642      12.862568     0.11892044        19.7323        0.18321
            140      13.712673     0.13551879      11.198372     0.11126047      17.170963     0.17151003
            145      12.700576     0.13165179      10.358567     0.10734179      15.928788     0.16620161
            150      11.278712     0.12308125      9.1937324     0.10042895      14.173283      0.1556981
            155      10.402131     0.11740653      8.4948271     0.09635268      13.050867     0.14899919
            160      9.0877243     0.10984503      7.3965803     0.08966596      11.445679     0.13928956
            165      8.3681541     0.10521283      6.7991939    0.085816382      10.560632     0.13355722
            170      7.4106595    0.099322993       6.026744    0.081083948      9.3430456     0.12595644
            175      6.7790727    0.095566628      5.5001942    0.077803761      8.5685058     0.12156611
            180      6.1402023    0.090302335       4.988161    0.073661243      7.7523614      0.1147151
            185      5.5048127    0.085749457      4.4591272    0.069727904      6.9713764     0.10926391
            190      5.1273921    0.086316527      4.1420679    0.069778248      6.5120853     0.11044521
            195      4.5628958    0.080500297      3.6864836    0.065186178      5.7951169     0.10291445
            200       4.312152    0.081028934      3.4826051    0.065498632      5.4789852     0.10361891
            205      3.9384971    0.072199373      3.1723091    0.058406426      5.0198782    0.092595972
            210      3.5440021    0.069321717      2.8543875    0.055991745      4.5173937    0.088945994
            215       3.212464    0.066310455      2.5940623    0.053685087      4.0823093    0.084884355
            220      2.9510339     0.06306796      2.3742015    0.050904318      3.7659533    0.081015962
            225      2.7801506    0.060681773      2.2271478    0.048794729      3.5637534    0.078234728
            230       2.502261    0.057519543       2.007632    0.046349189      3.2029925    0.074028617
            235      2.3248553    0.056481378      1.8662643      0.0454971      2.9748619    0.072768531
            240      2.1647498     0.05405062      1.7386716    0.043551356      2.7680686    0.069555679
            245       1.910472    0.053270063      1.5280874    0.042714941       2.453539    0.068773137
            250      1.7602874    0.048319133      1.4099319    0.038873748      2.2570124    0.062297005
            255      1.6340138    0.046654947      1.3051316    0.037417574       2.101973    0.060362863
