# total-mbbZ250        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      32720.775      3.0715267       27611.65      2.6084295      39393.703       3.886057
              1      32720.775      3.0715267       27611.65      2.6084295      39393.703       3.886057
