#  pt_bb-ptj200        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.59930017    0.028572227       0.456455    0.021848187     0.81162533    0.038801625
              5      1.5100997    0.045285434      1.1596723    0.034931765      2.0280897    0.061044178
             10      1.7609804    0.048328295      1.3588165    0.037450872      2.3528671    0.064847065
             15      1.7890295    0.054838475      1.4034659    0.042951861      2.3503207    0.072647568
             20      1.7030218    0.047549653      1.3386138    0.037561596      2.2323866    0.062675705
             25      1.6073766    0.046238582      1.2739621    0.036801428      2.0882411    0.060431045
             30      1.4985009    0.044845227      1.1998667    0.036053497      1.9257065    0.058074677
             35      1.3698642    0.042502741      1.1006872    0.034328164       1.753347    0.054738061
             40      1.3480913     0.04223819      1.0893051    0.034270762      1.7149062    0.054065509
             45      1.2655633     0.04152623      1.0244573    0.033703344      1.6051276    0.053003033
             50      1.1082633    0.038329206      0.9040097    0.031345461      1.3949381    0.048655931
             55      1.1091352    0.038480314     0.91050977    0.031707386      1.3862672    0.048406377
             60      1.0541034    0.037933531     0.86440083    0.031190582      1.3184043    0.047837587
             65     0.92978747    0.036466259      0.7641333    0.029877029      1.1601392    0.046127776
             70     0.93271523    0.035074868     0.76844973    0.029037887      1.1602918    0.043925332
             75      0.9522786    0.035429551      0.7915813    0.029594098      1.1726216    0.043907174
             80      0.9017588    0.036840573     0.74977013    0.030558915      1.1098035    0.045918135
             85     0.84825627    0.033534075     0.70614587    0.027981365       1.042673    0.041537529
             90     0.81774197    0.032918659      0.6836968    0.027646222     0.99995518    0.040529568
             95     0.78266723    0.032409571      0.6504797    0.027023049     0.96308983     0.04008946
            100     0.78866677    0.032223982     0.65843047    0.027009179     0.96573287    0.039672551
            105     0.71771353    0.031193735      0.6014303    0.026178365      0.8754512    0.038371259
            110     0.76085083    0.032411901     0.63103427    0.026890288     0.93817503    0.040294666
            115      0.7305841    0.031070288     0.61235657    0.026059334     0.88994137    0.038132569
            120     0.78155617    0.032115375      0.6525982     0.02691129     0.95642153     0.03949963
            125      0.7487029     0.03166127     0.62574951     0.02642864     0.91546916    0.039261139
            130      0.6842757    0.033872582      0.5731928    0.027890271     0.83400897    0.042448136
            135     0.70058173    0.031347162     0.58182167    0.026063301     0.86256777     0.03888666
            140     0.69379347    0.030379872     0.57752073    0.025336771     0.85196123    0.037603417
            145      0.6865692    0.030162303     0.57458187    0.025315923      0.8384745    0.037088661
            150     0.72058257    0.030883798      0.5975574    0.025706512     0.88876477    0.038319177
            155      0.7186608    0.044421814     0.59099937    0.035857981      0.8946805    0.056515826
            160      0.6580592    0.029946479     0.54626023    0.024927233      0.8107764    0.037156537
            165      0.6655888    0.029705803     0.54979761    0.024582345      0.8249026    0.037294569
            170     0.63844463    0.028992687     0.52545097    0.023965015     0.79433257    0.036267115
            175     0.64842647    0.029260191      0.5349612    0.024231976      0.8044112    0.036573856
            180     0.62332323    0.028908974     0.50605297    0.023551639     0.78720703    0.036717662
            185     0.69314553     0.03024842      0.5609607    0.024568407     0.87837817    0.038592807
            190     0.65764143    0.029464966     0.53140243    0.023923934     0.83489764    0.037618962
            195     0.71941173    0.030921942     0.57591143     0.02486653     0.92289113    0.039914649
            200     0.66470833    0.029697383     0.53186957    0.023838797     0.85265163    0.038333025
            205     0.64346973    0.029156654     0.51418647    0.023385041     0.82666457    0.037679301
            210     0.65379727    0.029442607     0.51803043    0.023432251     0.84767143    0.038359297
            215     0.64721917    0.029176531     0.51799733    0.023460213      0.8301345    0.037617381
            220      0.6152595    0.028898728     0.48505773     0.02285505      0.8011945    0.037816975
            225      0.6192924    0.028803441     0.48894167    0.022832486     0.80558033    0.037651463
            230      0.6030729    0.028185488     0.47448283    0.022261635      0.7871766    0.036947017
            235     0.56315803    0.027294095     0.44277143    0.021550971     0.73559943    0.035810629
            240     0.57377733     0.02747798     0.44895493    0.021586392      0.7531486    0.036217209
            245      0.6206578    0.033552175      0.4851895    0.026377725     0.81510367    0.043985042
            250     0.64620486     0.10491492     0.50202417    0.083077703     0.85338176     0.13516363
            255     0.53399827    0.026499657      0.4164306    0.020752173     0.70340427    0.035055889
            260     0.49031423    0.025508373     0.38113433    0.019838745     0.64787487    0.033990796
            265      0.4656044    0.024744631     0.36238063    0.019337728     0.61469433    0.032805011
            270     0.50847327    0.025890252      0.3918904    0.020025162     0.67767127    0.034622677
            275      0.4458754    0.024214817     0.34704973    0.018928431     0.58864237    0.032108037
            280     0.43995503    0.024080312      0.3404025    0.018697236     0.58410513    0.032082207
            285     0.39721053    0.022855097     0.30534467    0.017635087     0.53098027    0.030661101
            290     0.35514143    0.021611747     0.26875383    0.016394863     0.48202023    0.029401921
            295      0.4135981    0.023441656     0.31708153    0.018029387     0.55412773    0.031494749
            300     0.34171277    0.021335243     0.26526023    0.016696601     0.45371253    0.029915595
            305     0.36169833    0.021888776     0.27497087    0.016679882       0.488834    0.029657285
            310     0.32003227    0.020643987     0.24530703     0.01587886     0.42901347    0.027790394
            315     0.31585127    0.020387285     0.23999117    0.015542161     0.42694223    0.027643469
            320      0.2998808     0.01994574     0.22809277    0.015185827     0.40506517     0.02706589
            325     0.25159937    0.018206629      0.1937107    0.014072792     0.33572263    0.024390404
            330      0.2485854    0.018080803      0.1881938    0.013718511     0.33713757    0.024572546
