# dy_bbZ-j1-ptj        central        num_err    min (scale)        num_err    max (scale)        num_err
# 120
             -8    0.015789516    0.015788726    0.011110444    0.011109888     0.02302561    0.023024459
           -7.9    0.015789516    0.015788726    0.011056022    0.011055469    0.023183674    0.023182515
           -7.8    0.015789516    0.015788726    0.011119248    0.011118692    0.022760705    0.022759567
           -7.7              0              0              0              0              0              0
           -7.6    0.047368547    0.027346876     0.03257623    0.018826145    0.071294518     0.04122133
           -7.5    0.063158063    0.031577453    0.045111644    0.022555224    0.090706284    0.045352003
           -7.4              0              0              0              0              0              0
           -7.3    0.031579032    0.022328631    0.022727491    0.016070154    0.045057222    0.031859479
           -7.2    0.015789516    0.015788726    0.011303321    0.011302756    0.022638256    0.022637124
           -7.1     0.14152621    0.052017942     0.10140336    0.037351016      0.2027455    0.074355495
             -7    0.047368547    0.027346876    0.034208483    0.019750145    0.067266108    0.038836054
           -6.9     0.11052661    0.041773043    0.081382553    0.030838829     0.15464786    0.058579155
           -6.8     0.12631613    0.044657262    0.091971588    0.032587024     0.17861105    0.063272672
           -6.7     0.18947419    0.054693752     0.14247979    0.041261419     0.25948779    0.075144924
           -6.6     0.26842177    0.065098586     0.19993797    0.048691526     0.37132653    0.090411792
           -6.5     0.33378431     0.07286583     0.23945698    0.052313409     0.47932653      0.1047003
           -6.4     0.50526451    0.089314523     0.37371109    0.066195285     0.70248739     0.12442072
           -6.3     0.48968267    0.094544198     0.35902201    0.069463877     0.68683513     0.13261762
           -6.2     0.56842257    0.094732095     0.42058063    0.070310755     0.79130372     0.13225832
           -6.1     0.74244378     0.10829142     0.54130933    0.079071737       1.047419     0.15298648
             -6     0.84414726     0.11617215      0.6235006    0.086197644      1.1759536     0.16184657
           -5.9      1.0737739     0.13020735     0.79462104    0.096570691      1.4922265     0.18132199
           -5.8       1.043535     0.12845147     0.77617367    0.095790115      1.4432617     0.17807553
           -5.7      1.3578984     0.14641845       1.024489      0.1108649      1.8521377     0.20039357
           -5.6      1.7096126     0.16455571      1.2739716     0.12291253      2.3600896     0.22769559
           -5.5      1.9017027     0.17366236      1.4446955     0.13244526      2.5755394     0.23594495
           -5.4      2.4811681     0.19802079      1.8509056     0.14816013      3.4202837     0.27365941
           -5.3      2.8312473     0.21166338      2.1177827     0.15873033      3.8939192     0.29183454
           -5.2      3.4263249     0.23258096      2.5904738     0.17652135      4.6622825     0.31761797
           -5.1      4.1210636     0.25507312      3.0942645     0.19212042      5.6442577     0.35037148
             -5        4.57888     0.27153649      3.4648259     0.20597983      6.2263721     0.37081925
           -4.9      5.4861637     0.29667589      4.1504378     0.22549036      7.4590852     0.40416706
           -4.8      5.7315942      0.3008134      4.3280716     0.22789261      7.8022161     0.41070832
           -4.7      6.7803401     0.32968717      5.1335886     0.25023897      9.2184974     0.45038807
           -4.6      8.2140128      0.4195842      6.2608359     0.32231919      11.082701      0.5633806
           -4.5      9.8822781     0.39613835      7.5698779     0.30455894      13.270114     0.53543341
           -4.4      11.123307     0.41923483      8.5339324     0.32288089      14.910239     0.56405303
           -4.3       12.56263     0.51345431      9.5626851     0.39238438      16.969113     0.69265214
           -4.2      15.175012     0.49054298      11.636168     0.37761307      20.350929     0.66011686
           -4.1      16.623346     0.51385641      12.784285      0.3967945       22.22393     0.68916173
             -4      19.478438      0.6305925      15.096455     0.49003399      25.842082     0.84144341
           -3.9      21.367192     0.62514686      16.439099     0.48198777      28.548912     0.83821257
           -3.8      24.922319     0.66739306       19.25772     0.51774829       33.15386     0.88943962
           -3.7      26.549062     0.72272316      20.530387     0.56079084      35.288168     0.96224113
           -3.6      31.223674     0.75765609      24.150391     0.58883997      41.486426      1.0076655
           -3.5      34.222631     0.73664001      26.659931     0.57619262      45.154408     0.97607915
           -3.4       39.02834     0.79348451       30.47044     0.62156433      51.380661      1.0497429
           -3.3      45.055826     0.98689169      35.150573     0.76478669      59.336878      1.3145253
           -3.2      49.534385     0.90107582       38.70707     0.70590178      65.122556      1.1911061
           -3.1      54.993576      0.9562952      43.120512     0.75209014      72.042865      1.2581467
             -3      61.716966      1.5506574      48.563721      1.2086825      80.554415      2.0417552
           -2.9       68.65205      1.1116957      54.028883     0.87639723       89.57952      1.4573593
           -2.8      76.483042      1.1406981       60.17171     0.89988987      99.855585      1.4961419
           -2.7      82.337846      1.1892259      65.125378     0.94162247      106.89451      1.5540073
           -2.6      87.896722      1.1942379      69.887233     0.95271619      113.51522      1.5509724
           -2.5      98.353307      1.2861553      78.237743      1.0258291      126.93153      1.6690676
           -2.4      105.29735       1.356674      83.820858      1.0823032       135.7766      1.7585019
           -2.3      118.25602      1.4110044      94.424079      1.1295554      151.99113      1.8234146
           -2.2      124.48117      1.4182271      99.677473       1.139364      159.54222      1.8278876
           -2.1      133.86264      1.4716504      107.25371       1.183217      171.45704      1.8962602
             -2      142.74396      1.5360232      114.94877      1.2396462      181.83587      1.9700816
           -1.9      152.75039      1.6069749      123.22952      1.2987375      194.22207      2.0575602
           -1.8      164.48634      1.6259235      132.88798      1.3180423      208.81593      2.0784117
           -1.7      173.42084       1.725559      140.60303      1.4035948      219.34243      2.2058689
           -1.6      182.08221      1.7297355      147.81583      1.4076365      229.97858      2.2004052
           -1.5       193.6541      1.8097658      157.58391      1.4754902      243.96464      2.2960291
           -1.4      201.80912      1.8066303       164.4286      1.4761569      253.87889      2.2875449
           -1.3      216.00328      1.8645358      176.04043      1.5247144      271.65597      2.3586577
           -1.2      223.61409       1.897155       182.6887      1.5519023      280.00796      2.3932792
           -1.1      227.79784      1.9133489      186.25637       1.565962      284.94645      2.4068444
             -1      235.23904      1.9477653      192.39357      1.5948365      294.16917      2.4486181
           -0.9      245.09683      1.9841365      200.64189      1.6265789      306.18823      2.4903515
           -0.8      250.99636      2.3689213      205.38072      1.9165829      313.75943       3.011604
           -0.7      253.17285      2.0059162       207.5522      1.6476239      315.79356      2.5126375
           -0.6      260.69225       2.064379      213.60519      1.6928214      325.38908      2.5932695
