#pt_bb-mbbZ1000        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      586.75086     0.42057699      495.15326     0.35499165      705.97488     0.51105716
              5      1236.1216     0.58133238      1041.0167     0.48968018      1491.2888     0.70936893
             10      1223.9037     0.57668748        1029.18     0.48577886      1479.4829     0.70570518
             15      1001.1472     0.53028133      840.97911     0.44596134      1211.9308     0.64889551
             20      773.20438     0.47162534      649.05174     0.39655978      936.89296     0.57659403
             25      590.84955     0.41854889      495.60724     0.35137657      716.65701     0.51190061
             30      451.87645     0.36868751      378.75939     0.30932208      548.62508     0.45084688
             35      350.54484     0.32884835      293.68709     0.27575251      425.86008     0.40329995
             40      274.39756      0.2907295       229.7192     0.24400192      333.67617     0.35698724
             45      217.80902     0.26125919      182.17729     0.21883897      265.17272     0.32099154
             50      174.50726     0.23330998      145.82987     0.19528142      212.69363     0.28653986
             55       141.3228     0.21105936      118.01792     0.17653202      172.39308     0.25973187
             60      115.57122     0.19094854      96.409101     0.15951266      141.16642     0.23510412
             65       95.14258     0.17344853      79.283597     0.14479542      116.36255     0.21385499
             70      79.138906     0.15899692      65.908841     0.13258094      96.858711     0.19628235
             75      66.321162     0.14465944      55.169019     0.12057713      81.286275     0.17860116
             80       56.19662     0.13340216      46.714174     0.11121519      68.934132     0.16517687
             85       47.50133     0.12274487       39.45367     0.10214654      58.324888     0.15188307
             90      40.603806     0.11444529      33.690462    0.095107365      49.915405     0.14197269
             95      34.871327     0.10511486      28.923351    0.087422465      42.886732     0.13044078
            100      30.138115    0.097748295      24.972489    0.081160986      37.108044     0.12135784
            105       26.12583    0.091649936      21.642991    0.076126356      32.192419      0.1139415
            110      22.574593    0.084954124      18.646062    0.070341445      27.906149     0.10580779
            115      19.953253    0.079651027      16.458556    0.065925737      24.703322    0.099447719
            120      17.523214    0.075626281      14.414095     0.06229581      21.760211    0.094763217
            125      15.430409    0.072932689      12.663239    0.059748029      19.209383    0.091838571
            130      13.624186    0.070115503      11.155683    0.057166161      17.002535    0.088684518
            135       12.07477    0.062349172      9.8697012    0.051082755      15.098608    0.078554613
            140      10.622103    0.058440564      8.6687701    0.047846165      13.305386    0.073862152
            145      9.5885121    0.056445757      7.8029247    0.046012321      12.047131    0.071624885
            150      8.6533489    0.053195647      7.0329768    0.043330261      10.887725    0.067518069
            155      7.6013167    0.049960428      6.1685219    0.040626947      9.5801578    0.063484728
            160      6.7596075    0.046506626      5.4702098    0.037727692       8.544918    0.059254878
            165      6.1588052    0.044926168      4.9857244    0.036425317      7.7824699    0.057327823
            170      5.5986001    0.042360887      4.5272638    0.034336499      7.0829921    0.054013061
            175      4.9781312    0.039810893      4.0149961    0.032224329      6.3162534    0.050946919
            180       4.459735     0.03801409      3.5895047    0.030739943      5.6710301    0.048810502
            185      4.0590752    0.036487735      3.2603113    0.029375521      5.1729298    0.046823002
            190      3.5796902    0.033796623      2.8776586    0.027244802      4.5580887    0.043391182
            195       3.417039    0.033006477      2.7394698    0.026546521      4.3639155    0.042425797
            200      3.0647693     0.03178007      2.4534035    0.025484416      3.9200632    0.040946176
            205      2.8346166    0.030065886      2.2667165     0.02410436      3.6296915    0.038765035
            210      2.5967483    0.028861125      2.0714062    0.023073977      3.3339311    0.037323258
            215      2.3223102    0.027267944      1.8563286    0.021868428      2.9751211    0.035190778
            220      2.1279014     0.02645529      1.6929499    0.021101213      2.7397233    0.034262298
            225       1.944297    0.025160752      1.5482844     0.02008618       2.500655    0.032600049
            230      1.8151658    0.024134555      1.4450591     0.01926356      2.3356574    0.031286854
            235      1.6603348    0.023011472       1.315787    0.018294798      2.1469308    0.029930962
            240      1.5335544    0.022163547      1.2181835    0.017665914      1.9781314    0.028781602
            245      1.3907288    0.021475159      1.1038575    0.017090871      1.7954618    0.027933881
            250      1.2889332    0.031579511      1.0197061    0.025042384      1.6696328    0.040835321
            255      1.2188352    0.019743911     0.96712338    0.015726681      1.5745017    0.025723622
            260      1.1005399    0.018824112     0.87140921    0.014933308      1.4244677    0.024551832
            265      1.0244151    0.018363311     0.80704168    0.014482674      1.3329116    0.024066509
            270     0.97491784    0.017686958     0.76765692     0.01395621      1.2694922     0.02322736
            275     0.87781572    0.016763821      0.6923847    0.013265785      1.1410087    0.021927649
            280     0.80951466    0.016078748      0.6357498    0.012664278       1.056946    0.021119622
            285     0.75215289    0.015494032     0.59087975    0.012209941     0.98159146     0.02032274
