#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
           0           1087.0956       0.714834        934.80986       0.490070        1276.0491        1.10246       -14.01%     17.38%
          50           133.60382       0.230887        116.33099       0.162492        153.99763       0.334637       -12.93%     15.26%
         100           27.510299      0.0880380        23.837959      0.0632408        31.715345       0.126481       -13.35%     15.29%
         150           8.4879264      0.0552113        7.3504803      0.0394892        9.7238862      0.0799240       -13.40%     14.56%
         200           3.2512878      0.0297869        2.8262843      0.0214129        3.6833342      0.0429363       -13.07%     13.29%
         250           1.4640465      0.0236658        1.2707304      0.0165786        1.6517458      0.0342343       -13.20%     12.82%
         300          0.72686138      0.0142390       0.63265942      0.0101194       0.81495864      0.0207898       -12.96%     12.12%
         350          0.38127261      0.0116765       0.33322641     0.00826175       0.42307706      0.0170440       -12.60%     10.96%
         400          0.20239940     0.00923626       0.17829011     0.00653059       0.22129731      0.0134887       -11.91%      9.34%
         450          0.12210597     0.00672765       0.10742233     0.00475265       0.13317175     0.00983177       -12.03%      9.06%
         500         0.060750696     0.00542881      0.055870715     0.00382650      0.062039980     0.00578325        -8.03%      2.12%
         550         0.046039377     0.00569492      0.041252339     0.00406689      0.048814784     0.00826629       -10.40%      6.03%
         600         0.028872307     0.00275279      0.025887056     0.00193068      0.030255039     0.00406228       -10.34%      4.79%
         650         0.020733031     0.00263406      0.018337811     0.00184116      0.022236304     0.00389738       -11.55%      7.25%
         700         0.014990344     0.00177697      0.013024232     0.00129895      0.016471271     0.00261713       -13.12%      9.88%
         750        0.0078983416     0.00269561     0.0072490202     0.00189730     0.0080029928     0.00365567        -8.22%      1.32%
         800        0.0057840847     0.00105351     0.0051129462    0.000761359     0.0061119789     0.00156121       -11.60%      5.67%
         850        0.0051938147     0.00106860     0.0043779116    0.000747626     0.0059886987     0.00157602       -15.71%     15.30%
         900        0.0024285552    0.000747627     0.0022670106     0.00110277     0.0024439527    0.000812918        -6.65%      0.63%
         950        0.0016726118    0.000443676     0.0014841146    0.000665847     0.0016921815    0.000405386       -11.27%      1.17%
