#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
           0           402.27230      0.0459347        341.78582      0.0374302        479.68742      0.0589485       -15.04%     19.24%
          50           55.223977      0.0255219        46.092393      0.0206813        67.713795      0.0325744       -16.54%     22.62%
         100           12.774109      0.0107292        10.294846     0.00849459        16.251711      0.0139705       -19.41%     27.22%
         150           4.3399363     0.00533724        3.4253184     0.00417330        5.6421520     0.00703300       -21.07%     30.01%
         200           1.7767608     0.00318179        1.3837496     0.00246736        2.3420869     0.00422453       -22.12%     31.82%
         250          0.83443153     0.00209862       0.64358426     0.00161425        1.1110506     0.00280787       -22.87%     33.15%
         300          0.42598138     0.00150433       0.32619560     0.00115053       0.57149570     0.00202275       -23.42%     34.16%
         350          0.22983847     0.00115438       0.17499994    0.000881315       0.31022919     0.00155497       -23.86%     34.98%
         400          0.13220736    0.000735300       0.10021388    0.000558374       0.17930314    0.000997766       -24.20%     35.62%
         450         0.078673551    0.000518233      0.059347047    0.000392854       0.10724063    0.000704588       -24.57%     36.31%
         500         0.048913718    0.000467214      0.036728843    0.000353433      0.066995701    0.000635669       -24.91%     36.97%
         550         0.030549601    0.000397154      0.022873461    0.000299795      0.041982122    0.000540756       -25.13%     37.42%
         600         0.019939909    0.000268873      0.014890649    0.000202206      0.027478718    0.000368169       -25.32%     37.81%
         650         0.013581057    0.000228119      0.010099770    0.000170625      0.018795146    0.000314028       -25.63%     38.39%
         700        0.0088732077    0.000193606     0.0066004262    0.000147576      0.012281910    0.000262959       -25.61%     38.42%
         750        0.0061645661    0.000148689     0.0045669965    0.000111605     0.0085664987    0.000203917       -25.92%     38.96%
         800        0.0041776490    0.000132686     0.0030900778    9.95550e-05     0.0058177646    0.000181796       -26.03%     39.26%
         850        0.0030127908    0.000118059     0.0022254014    8.83362e-05     0.0042008811    0.000161966       -26.13%     39.43%
         900        0.0020779155    9.75723e-05     0.0015304950    7.29086e-05     0.0029068930    0.000134034       -26.34%     39.89%
         950        0.0014614820    7.95452e-05     0.0010698847    5.84117e-05     0.0020576279    0.000111496       -26.79%     40.79%
