#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
           0           219.87435       0.140835        200.15234       0.120537        238.90898       0.157501        -8.97%      8.66%
           5           511.55911       0.204427        457.58603       0.175006        566.53510       0.229483       -10.55%     10.75%
          10           577.52044       0.202284        506.36908       0.173422        658.92014       0.244954       -12.32%     14.09%
          15           533.08456       0.182116        459.87672       0.156146        622.69569       0.221169       -13.73%     16.81%
          20           459.39977       0.159510        391.18521       0.136639        546.44069       0.194470       -14.85%     18.95%
          25           385.29444       0.139726        324.69621       0.119341        464.75247       0.171308       -15.73%     20.62%
          30           320.49096       0.121060        267.66583       0.103095        391.16411       0.149326       -16.48%     22.05%
          35           266.27185       0.106208        220.74488      0.0900263        328.07459       0.131922       -17.10%     23.21%
          40           221.65469      0.0938656        182.61100      0.0791339        275.24294       0.117417       -17.61%     24.18%
          45           185.08618      0.0833667        151.69732      0.0699153        231.29636       0.104960       -18.04%     24.97%
          50           155.26575      0.0744067        126.67372      0.0620504        195.10496      0.0942606       -18.41%     25.66%
          55           130.37114      0.0668170        105.96144      0.0554303        164.55987      0.0851053       -18.72%     26.22%
          60           109.98668      0.0601948        89.108277      0.0497234        139.34852      0.0770029       -18.98%     26.70%
          65           93.130102      0.0545990        75.249703      0.0448772        118.35620      0.0701517       -19.20%     27.09%
          70           79.117763      0.0492338        63.770839      0.0403313        100.82813      0.0634550       -19.40%     27.44%
          75           67.461521      0.0448754        54.280534      0.0367277        86.142051      0.0578781       -19.54%     27.69%
          80           57.698867      0.0407374        46.352923      0.0331644        73.802797      0.0527739       -19.66%     27.91%
          85           49.464119      0.0371506        39.680609      0.0301738        63.368478      0.0482122       -19.78%     28.11%
          90           42.563864      0.0341021        34.082006      0.0278276        54.586556      0.0443281       -19.93%     28.25%
          95           36.781848      0.0312112        29.377488      0.0253857        47.220030      0.0406090       -20.13%     28.38%
         100           31.826652      0.0287033        25.356119      0.0232239        40.942375      0.0372370       -20.33%     28.64%
         105           27.653352      0.0264170        21.987682      0.0213214        35.649463      0.0343461       -20.49%     28.92%
         110           24.046055      0.0243226        19.080158      0.0195676        31.066882      0.0317027       -20.65%     29.20%
