#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
          -5           124.70017        4.07357        109.12011        2.88086        142.36915        5.95790       -12.49%     14.17%
        -4.9           162.35217        4.01444        140.38832        2.92139        189.24642        5.83806       -13.53%     16.57%
        -4.8           193.77700        7.95254        168.30432        5.74782        224.31094        11.4210       -13.15%     15.76%
        -4.7           250.63746        24.7116        214.27765        16.5421        293.44202        38.9495       -14.51%     17.08%
        -4.6           285.81037        5.24354        247.89565        3.78637        331.93077        7.68778       -13.27%     16.14%
        -4.5           355.59181        9.17125        308.28256        6.62596        413.11142        13.2805       -13.30%     16.18%
        -4.4           417.70782        9.70090        365.14810        6.95357        480.04278        14.1090       -12.58%     14.92%
        -4.3           502.68048        7.74627        440.36367        5.55200        576.61334        11.4194       -12.40%     14.71%
        -4.2           616.54954        9.42979        537.54878        6.80345        711.77620        13.7569       -12.81%     15.45%
        -4.1           712.68685        8.78425        626.31008        6.23964        813.33665        12.9455       -12.12%     14.12%
          -4           847.47043        10.0158        743.90937        7.19640        969.57260        14.7638       -12.22%     14.41%
        -3.9           992.57223        11.0645        871.67604        7.80893        1135.7725        16.1323       -12.18%     14.43%
        -3.8           1130.3526        12.5958        997.09869        8.94461        1281.8111        20.1109       -11.79%     13.40%
        -3.7           1336.5345        15.5374        1173.0435        10.8177        1531.0640        22.3777       -12.23%     14.55%
        -3.6           1495.0918        13.8356        1316.4259        10.0025        1707.0582        20.2435       -11.95%     14.18%
        -3.5           1665.1140        23.6098        1469.9490        16.7545        1894.5653        34.6350       -11.72%     13.78%
        -3.4           1840.6583        18.6447        1627.0455        13.5519        2092.5113        27.0172       -11.61%     13.68%
        -3.3           1997.8941        17.0085        1770.3402        12.3175        2264.7199        24.8377       -11.39%     13.36%
        -3.2           2149.4305        19.2812        1909.5690        13.9670        2428.2532        28.0017       -11.16%     12.97%
        -3.1           2300.3084        29.8733        2050.3853        21.4966        2587.6697        43.1694       -10.86%     12.49%
          -3           2550.6248        25.4179        2259.1291        18.4462        2897.8789        36.6044       -11.43%     13.61%
        -2.9           2629.4083        20.7575        2349.1274        15.0467        2950.3942        30.2438       -10.66%     12.21%
        -2.8           2795.8926        23.2942        2495.1033        16.9931        3144.2152        33.5666       -10.76%     12.46%
        -2.7           2916.6205        26.8769        2603.7580        19.4265        3288.3022        41.5256       -10.73%     12.74%
        -2.6           3057.7268        25.6305        2734.8582        17.9455        3435.8948        36.9677       -10.56%     12.37%
