#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
           0           185.11773        3.20893        174.04928        2.38459        197.83893        4.56572        -5.98%      6.87%
           5           413.04243        2.74386        392.27737        2.00736        433.26909        3.93110        -5.03%      4.90%
          10           490.14877        2.75643        459.06303        2.01668        521.38448        3.94547        -6.34%      6.37%
          15           477.97428        2.33983        441.50742        1.76317        516.08701        3.27684        -7.63%      7.97%
          20           435.61724        1.82408        396.57514        1.31865        479.80317        2.98173        -8.96%     10.14%
          25           383.08846        1.95246        344.18526        1.33077        427.00518        2.55077       -10.16%     11.46%
          30           327.81612        1.54280        291.98030        1.06941        368.59755        2.26440       -10.93%     12.44%
          35           280.29367        1.19462        247.73113       0.858812        317.49047        1.70182       -11.62%     13.27%
          40           239.30944        1.00605        210.17251       0.717394        272.83214        1.44554       -12.18%     14.01%
          45           202.98422        1.07459        177.52826       0.764613        232.35588        1.53760       -12.54%     14.47%
          50           173.35900       0.933540        150.92851       0.656779        199.45895        1.35412       -12.94%     15.06%
          55           147.72428       0.868204        128.14017       0.610522        170.55209        1.25985       -13.26%     15.45%
          60           126.90436       0.781087        109.67371       0.544555        147.21414        1.14363       -13.58%     16.00%
          65           107.72246       0.647149        93.085410       0.458613        124.91826       0.941894       -13.59%     15.96%
          70           93.006592       0.638022        80.111978       0.453756        108.33185       0.921740       -13.86%     16.48%
          75           80.182068       0.576857        68.852030       0.402781        93.763581       0.852068       -14.13%     16.94%
          80           68.589038       0.474144        58.897036       0.340123        80.206410       0.692724       -14.13%     16.94%
          85           58.816065       0.447749        50.438189       0.320348        68.850958       0.655088       -14.24%     17.06%
          90           51.677855       0.407991        44.182159       0.294103        60.745117       0.655053       -14.50%     17.55%
          95           44.944422       0.431966        38.331987       0.310833        52.931603       0.624873       -14.71%     17.77%
         100           38.510895       0.355996        32.882998       0.254024        45.264976       0.521163       -14.61%     17.54%
         105           33.611876       0.337928        28.726777       0.227452        39.509452       0.496429       -14.53%     17.55%
         110           29.437352       0.281987        25.062835       0.202520        34.684578       0.409820       -14.86%     17.83%
         115           25.842222       0.285306        21.948758       0.203072        30.545269       0.418809       -15.07%     18.20%
         120           22.531046       0.250563        19.200455       0.177912        26.478817       0.371492       -14.78%     17.52%
         125           20.050812       0.218810        17.003020       0.157067        23.724767       0.318635       -15.20%     18.32%
         130           17.893291       0.221315        15.134116       0.158364        21.246655       0.322831       -15.42%     18.74%
         135           15.509525       0.201404        13.127926       0.144367        18.386598       0.292896       -15.36%     18.55%
         140           13.744941       0.183756        11.624212       0.131175        16.361535       0.302930       -15.43%     19.04%
         145           12.456506       0.187048        10.531726       0.134457        14.773769       0.271394       -15.45%     18.60%
         150           11.046705       0.163079        9.3236526       0.122424        13.154259       0.237797       -15.60%     19.08%
         155           9.6093775       0.264462        8.1329390       0.187521        11.375981       0.384916       -15.36%     18.38%
         160           8.6356194       0.187288        7.2995501       0.133373        10.233844       0.274237       -15.47%     18.51%
         165           7.8607526       0.148066        6.6334756       0.105841        9.3347797       0.215749       -15.61%     18.75%
         170           7.1038119       0.175859        5.9689924       0.124306        8.4834325       0.258445       -15.97%     19.42%
         175           6.3032296       0.121452        5.3097117      0.0868003        7.4956862       0.177003       -15.76%     18.92%
         180           5.5431162       0.114898        4.6720742      0.0774444        6.5770623       0.169179       -15.71%     18.65%
         185           4.8914787       0.162125        4.1478528       0.116387        5.7587606       0.233755       -15.20%     17.73%
         190           4.6736065       0.114679        3.9392530      0.0812552        5.5518248       0.168068       -15.71%     18.79%
         195           4.2278513       0.100754        3.5651399      0.0718334        5.0161470       0.147265       -15.67%     18.65%
         200           3.7039476       0.151213        3.1179353       0.108550        4.4045718       0.217791       -15.82%     18.92%
         205           3.3951668       0.100697        2.8732276      0.0717113        4.0071023       0.146927       -15.37%     18.02%
         210           3.0516490      0.0813871        2.5762780      0.0578709        3.6103846       0.119233       -15.58%     18.31%
         215           2.8635858      0.0910697        2.4011614      0.0647590        3.4191028       0.132955       -16.15%     19.40%
         220           2.4097642      0.0836410        2.0524490      0.0596008        2.8131363       0.121933       -14.83%     16.74%
         225           2.3635883      0.0783099        1.9843251      0.0554510        2.8169985       0.115036       -16.05%     19.18%
         230           2.1283153      0.0792293        1.7904448      0.0563092        2.5293328       0.115660       -15.88%     18.84%
         235           2.0584714      0.0576657        1.7084655      0.0409926        2.4922531      0.0847644       -17.00%     21.07%
         240           1.7159328      0.0764731        1.4586041      0.0542174        2.0081927       0.111863       -15.00%     17.03%
         245           1.6987389      0.0612044        1.4187197      0.0430142        2.0382678      0.0906095       -16.48%     19.99%
         250           1.5735109      0.0622132        1.3125592      0.0442093        1.8882881      0.0909282       -16.58%     20.00%
         255           1.3737593      0.0582900        1.1564940      0.0414558        1.6277269      0.0852154       -15.82%     18.49%
         260           1.2735913      0.0535798        1.0675016      0.0379042        1.5185526      0.0787542       -16.18%     19.23%
         265           1.1802823       0.113020       0.99563453      0.0803883        1.3945802       0.163682       -15.64%     18.16%
         270           1.1458094      0.0587499       0.95538619      0.0415276        1.3765875      0.0861531       -16.62%     20.14%
         275           1.0234538      0.0517191       0.85657898      0.0366283        1.2230550      0.0759577       -16.31%     19.50%
         280          0.86574258      0.0455468       0.73742809      0.0320178        1.0077344      0.0674133       -14.82%     16.40%
         285          0.86314697      0.0405304       0.72194666      0.0289000        1.0302019      0.0592809       -16.36%     19.35%
         290          0.84594579       0.118727       0.70438501      0.0852409        1.0160042       0.170078       -16.73%     20.10%
         295          0.78935609      0.0401454       0.65622688      0.0284830       0.95079233      0.0589164       -16.87%     20.45%
         300          0.75067131      0.0429494       0.62336491      0.0304872       0.90486117      0.0629816       -16.96%     20.54%
         305          0.68370419      0.0394534       0.57009448      0.0279663       0.81868449      0.0580848       -16.62%     19.74%
         310          0.64586053      0.0430359       0.53278603      0.0303894       0.78543292      0.0631746       -17.51%     21.61%
         315          0.57365761      0.0347896       0.47814262      0.0246815       0.68868141      0.0509406       -16.65%     20.05%
         320          0.59020314      0.0355988       0.48258232      0.0251555       0.72692762      0.0523064       -18.23%     23.17%
         325          0.51648728      0.0355392       0.42996773      0.0251877       0.61992152      0.0520592       -16.75%     20.03%
         330          0.44869660      0.0278793       0.37524562      0.0198435       0.53470592      0.0409287       -16.37%     19.17%
         335          0.41164858      0.0312771       0.34881684      0.0223115       0.48020460      0.0455848       -15.26%     16.65%
         340          0.38205934      0.0521928       0.32833927      0.0377698       0.43706575      0.0758672       -14.06%     14.40%
         345          0.36181792      0.0366432       0.30425866      0.0260277       0.42817601      0.0534101       -15.91%     18.34%
         350          0.32671108      0.0300043       0.27028865      0.0223815       0.38702628      0.0440869       -17.27%     18.46%
         355          0.33057603      0.0336488       0.27527021      0.0238840       0.39614326      0.0490402       -16.73%     19.83%
         360          0.32408964      0.0301421       0.26709993      0.0210838       0.39371874      0.0447712       -17.58%     21.48%
         365          0.28612539      0.0348118       0.24163435      0.0247277       0.33660103      0.0506577       -15.55%     17.64%
         370          0.27039347      0.0228329       0.22623749      0.0161626       0.32162769      0.0335202       -16.33%     18.95%
         375          0.24965507      0.0252784       0.21119776      0.0179591       0.29240123      0.0371011       -15.40%     17.12%
         380          0.26028952      0.0223031       0.21577289      0.0156796       0.31340505      0.0329564       -17.10%     20.41%
         385          0.20388410      0.0212085       0.17302300      0.0149996       0.23672925      0.0311823       -15.14%     16.11%
         390          0.20562051      0.0184496       0.17042801      0.0128351       0.24790066      0.0277068       -17.12%     20.56%
         395          0.26710011      0.0685745       0.21082700      0.0484411       0.34312737      0.0998448       -21.07%     28.46%
         400          0.17884335      0.0220330       0.15231384      0.0148252       0.20766446      0.0324608       -14.83%     16.12%
         405          0.15157100      0.0261063       0.12797207      0.0180454       0.17542342      0.0380527       -15.57%     15.74%
         410          0.10255090      0.0494342      0.096417829      0.0352525       0.10406708      0.0513725        -5.98%      1.48%
         415          0.15434165      0.0151966       0.12848667      0.0107007       0.18433879      0.0224913       -16.75%     19.44%
         420          0.13407056      0.0222889       0.11161796      0.0157957       0.16046446      0.0324895       -16.75%     19.69%
         425          0.13728550      0.0342313       0.11564116      0.0240832       0.16139752      0.0501107       -15.77%     17.56%
         430          0.12247535      0.0263912       0.10095088      0.0187546       0.14911007      0.0383091       -17.57%     21.75%
         435          0.12647579      0.0156061       0.10534767      0.0110200       0.15133459      0.0231576       -16.71%     19.65%
         440          0.11280828      0.0174954      0.095151361      0.0123994       0.13247644      0.0256327       -15.65%     17.44%
         445          0.11203900      0.0121159      0.092669359     0.00840535       0.13552580      0.0182219       -17.29%     20.96%
         450          0.12827841      0.0420334       0.10428585      0.0297986       0.15775373      0.0609519       -18.70%     22.98%
