#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
          -5          0.32167963       0.270155       0.24960432       0.385134       0.34131884       0.295323       -22.41%      6.11%
        -4.9           1.3443294       0.484074        1.1109754       0.331763        1.9211025       0.641721       -17.36%     42.90%
        -4.8           2.4718815       0.820109        2.1510694        1.29120        2.5165692       0.556903       -12.98%      1.81%
        -4.7           8.3587886        1.53102        7.9229616        1.05132        8.5823355        2.35040        -5.21%      2.67%
        -4.6           19.183723        2.65474        17.966322        1.85343        20.922804        3.71267        -6.35%      9.07%
        -4.5           48.621784        5.00138        43.831473        3.34125        53.813411        8.00620        -9.85%     10.68%
        -4.4           73.553547        5.42741        70.483081        3.70619        74.505846        5.48525        -4.17%      1.29%
        -4.3           125.37364        6.97696        117.00087        4.78754        129.24697        9.85961        -6.68%      3.09%
        -4.2           171.03491        8.27968        165.27899        5.69812        171.87449        8.39109        -3.37%      0.49%
        -4.1           263.62330        8.50692        252.86042        5.94905        264.96876        8.66044        -4.08%      0.51%
          -4           361.15328        11.8328        347.21708        8.18080        363.46713        17.6997        -3.86%      0.64%
        -3.9           515.81280        29.5539        480.56833        19.8875        548.10263        43.7678        -6.83%      6.26%
        -3.8           581.85426        14.7224        560.29805        10.1489        593.86963        21.8944        -3.70%      2.07%
        -3.7           726.04090        18.2730        700.47402        12.5785        728.85881        25.1617        -3.52%      0.39%
        -3.6           902.08778        20.0432        855.20447        13.7733        944.20085        29.5651        -5.20%      4.67%
        -3.5           1031.7790        22.4271        982.48885        15.4990        1073.8634        32.5439        -4.78%      4.08%
        -3.4           1214.7165        21.7246        1143.5068        15.4190        1288.4115        32.3413        -5.86%      6.07%
        -3.3           1445.4265        24.2971        1344.6536        17.0164        1544.6641        33.3061        -6.97%      6.87%
        -3.2           1581.3915        22.1902        1476.6312        16.0952        1692.9863        32.2999        -6.62%      7.06%
        -3.1           1784.0032        22.9482        1651.0861        16.6827        1933.2911        33.3493        -7.45%      8.37%
          -3           1946.9333        26.7886        1796.9067        19.2999        2116.0309        38.9463        -7.71%      8.69%
        -2.9           2094.1741        24.1293        1929.7982        17.6351        2279.7181        34.8542        -7.85%      8.86%
        -2.8           2318.8678        23.7846        2114.1938        18.7821        2554.6390        34.2347        -8.83%     10.17%
        -2.7           2400.4396        30.1519        2206.8560        21.8077        2613.4651        43.6065        -8.06%      8.87%
        -2.6           2551.5857        24.3261        2333.8095        17.7941        2796.3053        34.9669        -8.53%      9.59%
        -2.5           2762.4925        24.1533        2510.0777        17.7164        3052.6653        34.6209        -9.14%     10.50%
        -2.4           2886.7320        23.7438        2614.9941        17.5465        3200.1407        33.8798        -9.41%     10.86%
        -2.3           3065.7316        23.9372        2767.1409        17.6924        3410.3282        34.0903        -9.74%     11.24%
        -2.2           3154.6587        27.3971        2857.2989        18.0688        3494.2942        39.8444        -9.43%     10.77%
        -2.1           3326.9664        31.7218        2991.6722        22.7193        3714.1509        49.6422       -10.08%     11.64%
          -2           3394.4883        30.8572        3056.6035        22.3947        3778.8801        44.3563        -9.95%     11.32%
        -1.9           3516.9021        25.2883        3153.0880        20.2195        3928.8073        35.7671       -10.34%     11.71%
        -1.8           3661.7392        28.3428        3275.3500        20.9260        4109.5181        40.1770       -10.55%     12.23%
        -1.7           3770.3123        31.6879        3365.5044        22.9937        4238.1893        45.5135       -10.74%     12.41%
        -1.6           3795.1768        25.4636        3388.9234        18.8202        4263.9958        36.1045       -10.70%     12.35%
        -1.5           3863.0860        30.3220        3451.5885        22.1870        4332.4100        43.1594       -10.65%     12.15%
        -1.4           3934.4354        31.2355        3508.4360        22.8784        4421.1102        44.5342       -10.83%     12.37%
        -1.3           4096.5798        34.3752        3632.3727        25.0333        4639.4003        49.0456       -11.33%     13.25%
        -1.2           4111.1771        26.0797        3646.5300        19.1305        4651.0795        37.3446       -11.30%     13.13%
        -1.1           4146.8468        28.2067        3679.1210        20.8831        4688.7281        39.7873       -11.28%     13.07%
          -1           4154.6596        29.7976        3692.9418        21.7647        4682.9385        42.7862       -11.11%     12.72%
        -0.9           4204.7495        31.4835        3732.0316        23.0632        4747.5101        44.7873       -11.24%     12.91%
        -0.8           4236.0938        27.0204        3751.9277        19.9754        4797.8801        38.2972       -11.43%     13.26%
        -0.7           4226.3146        30.7930        3750.8329        23.0328        4771.0136        42.8503       -11.25%     12.89%
        -0.6           4316.4621        34.0706        3811.9554        23.7149        4898.0078        48.1808       -11.69%     13.47%
        -0.5           4308.4004        30.0211        3813.7705        22.0194        4879.9883        42.7738       -11.48%     13.27%
        -0.4           4298.8817        28.8837        3807.4252        21.4420        4864.5982        40.5506       -11.43%     13.16%
        -0.3           4326.5606        36.2795        3836.8260        26.5819        4886.0092        51.3793       -11.32%     12.93%
        -0.2           4284.5621        33.5232        3797.5209        24.4743        4842.2995        47.7477       -11.37%     13.02%
        -0.1           4377.1560        34.3549        3865.2580        25.0149        4972.3821        49.0757       -11.69%     13.60%
           0           4370.3951        32.5839        3860.3615        23.7546        4962.8692        46.5560       -11.67%     13.56%
         0.1           4274.1700        32.3355        3790.6152        23.7868        4826.1136        45.6469       -11.31%     12.91%
         0.2           4332.4808        36.3772        3840.6862        26.6572        4895.3881        51.4877       -11.35%     12.99%
         0.3           4304.2137        28.7765        3810.8933        21.3693        4872.9962        40.4233       -11.46%     13.21%
         0.4           4304.4002        29.2845        3810.6506        21.5543        4874.6930        41.5836       -11.47%     13.25%
         0.5           4323.3796        34.5774        3820.5922        25.3101        4909.1189        49.0161       -11.63%     13.55%
         0.6           4222.4825        31.9600        3748.0027        23.8794        4765.5748        44.4646       -11.24%     12.86%
         0.7           4233.5836        26.9158        3746.6255        21.5552        4794.5701        37.8369       -11.50%     13.25%
         0.8           4194.6138        30.3604        3725.2267        22.3370        4731.8428        43.0340       -11.19%     12.81%
         0.9           4160.1514        31.0178        3696.5607        22.3919        4691.7005        45.1334       -11.14%     12.78%
           1           4148.1912        28.5974        3679.7932        21.0523        4691.3223        40.5477       -11.29%     13.09%
         1.1           4105.7171        26.2045        3642.8399        19.2183        4642.5532        37.5465       -11.27%     13.08%
         1.2           4093.2888        34.4178        3630.2261        25.0633        4634.0913        49.1119       -11.31%     13.21%
         1.3           3942.4573        28.7564        3514.0409        21.1859        4433.0984        40.7490       -10.87%     12.45%
         1.4           3850.1328        27.4418        3442.5027        20.2558        4313.7129        38.7516       -10.59%     12.04%
         1.5           3791.8247        25.6122        3386.2824        18.9116        4259.6046        36.3278       -10.70%     12.34%
         1.6           3765.8637        31.4882        3362.8253        22.9183        4230.6021        45.0803       -10.70%     12.34%
         1.7           3667.3144        31.9659        3279.8009        23.3423        4116.9626        45.8147       -10.57%     12.26%
         1.8           3520.7791        25.3542        3160.1828        18.7534        3934.7835        35.9367       -10.24%     11.76%
         1.9           3394.6275        31.6226        3056.8401        22.8454        3778.8894        45.6544        -9.95%     11.32%
           2           3334.0942        31.7400        2996.3265        22.7306        3725.5367        46.5234       -10.13%     11.74%
         2.1           3154.5366        26.9046        2853.2877        19.5012        3495.0716        39.0090        -9.55%     10.80%
         2.2           3063.0880        24.1668        2768.6216        19.4395        3405.6504        34.3974        -9.61%     11.18%
         2.3           2886.2281        24.1645        2614.6906        17.8709        3199.1503        34.5180        -9.41%     10.84%
         2.4           2760.3263        24.3532        2508.6497        17.8330        3049.1157        35.0001        -9.12%     10.46%
         2.5           2542.5663        24.4699        2327.8409        17.8865        2781.8595        35.2181        -8.45%      9.41%
         2.6           2402.7972        29.2178        2208.5416        21.2027        2617.0003        42.1671        -8.08%      8.91%
         2.7           2323.6469        23.6933        2120.2524        17.2941        2562.5680        34.1624        -8.75%     10.28%
         2.8           2100.9886        24.6492        1934.2493        17.9197        2290.4502        35.8879        -7.94%      9.02%
         2.9           1937.9184        23.8076        1792.4923        16.5857        2104.2706        34.3677        -7.50%      8.58%
           3           1796.0469        23.6500        1658.6836        17.1004        1953.3167        34.5319        -7.65%      8.76%
         3.1           1580.0943        22.6142        1476.0607        15.5617        1689.9963        33.2418        -6.58%      6.96%
         3.2           1443.0436        24.4441        1343.0546        17.1230        1540.7268        33.4609        -6.93%      6.77%
         3.3           1222.8577        21.7688        1148.7046        15.4461        1301.9169        32.4146        -6.06%      6.47%
         3.4           1034.2221        22.0826        984.29830        15.2305        1077.3925        32.2149        -4.83%      4.17%
         3.5           890.98520        17.7111        847.46717        12.2564        928.12949        25.9671        -4.88%      4.17%
         3.6           734.08125        18.8360        705.88352        12.9654        746.56131        27.7952        -3.84%      1.70%
         3.7           578.95610        14.8810        558.40294        10.2520        589.04324        22.1851        -3.55%      1.74%
         3.8           517.81875        29.6006        481.87174        19.9270        551.43611        43.8353        -6.94%      6.49%
         3.9           361.48795        12.1702        347.38580        8.41504        363.72878        18.3126        -3.90%      0.62%
           4           265.09482        8.60314        253.86601        6.00931        267.21845        12.9989        -4.24%      0.80%
         4.1           172.20091        8.43087        166.05821        5.78840        172.89973        8.53450        -3.57%      0.41%
         4.2           124.86015        6.98008        116.65282        4.78979        128.56880        10.1146        -6.57%      2.97%
         4.3           72.903631        5.31407        70.062539        3.70434        73.873760        5.47785        -3.90%      1.33%
         4.4           48.832315        5.05444        43.976312        3.37284        54.134297        8.09689        -9.94%     10.86%
         4.5           18.995056        2.65508        17.843770        1.85230        19.660760        4.08296        -6.06%      3.50%
         4.6           8.2703752        1.50355        7.8588108        1.03546        8.4090472        2.30692        -4.98%      1.68%
         4.7           2.5292074       0.809739        2.2398139        1.27164        2.5292074       0.809739       -11.44%   0.00000%
         4.8           1.3288865       0.486145        1.1011805       0.333229        1.9275923       0.646246       -17.14%     45.05%
         4.9          0.32678191       0.270719       0.26061621       0.386115       0.34538685       0.295996       -20.25%      5.69%
