#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
          -5           800.96666        16.0183        694.34768        11.4554        931.36470        23.3275       -13.31%     16.28%
        -4.9           932.57651        10.1775        809.74054        7.22651        1082.2424        15.2098       -13.17%     16.05%
        -4.8           1111.4924        18.1769        962.44754        12.9035        1294.9180        26.7422       -13.41%     16.50%
        -4.7           1244.8106        13.7976        1082.9757        9.86723        1440.6953        20.2934       -13.00%     15.74%
        -4.6           1419.6743        19.6079        1239.0315        13.9709        1635.2223        28.7725       -12.72%     15.18%
        -4.5           1577.7237        15.7969        1380.9744        11.2758        1810.3104        23.3742       -12.47%     14.74%
        -4.4           1822.1594        19.0495        1590.8283        13.3265        2097.7160        28.7314       -12.70%     15.12%
        -4.3           2054.6298        27.6346        1788.7292        19.2963        2376.6788        41.5723       -12.94%     15.67%
        -4.2           2228.9225        22.5964        1948.9591        16.2674        2562.0500        32.8347       -12.56%     14.95%
        -4.1           2534.2247        20.9046        2208.4979        14.7089        2925.9525        31.3242       -12.85%     15.46%
          -4           2729.8767        26.3315        2387.7780        18.2872        3134.3743        39.9869       -12.53%     14.82%
        -3.9           3034.4538        21.7381        2642.5061        15.3729        3507.7688        32.4553       -12.92%     15.60%
        -3.8           3256.5092        20.1575        2843.8493        13.9602        3747.9085        30.3339       -12.67%     15.09%
        -3.7           3547.8815        18.1322        3096.1869        12.9458        4087.3075        26.9812       -12.73%     15.20%
        -3.6           3761.1645        21.3761        3288.8037        15.0712        4319.3080        32.1185       -12.56%     14.84%
        -3.5           4090.5845        25.6880        3567.0339        18.1291        4716.8513        38.4957       -12.80%     15.31%
        -3.4           4373.2262        26.1626        3810.1029        18.3035        5049.3597        39.5390       -12.88%     15.46%
        -3.3           4721.1214        35.0965        4099.5140        24.1050        5471.1254        52.0600       -13.17%     15.89%
        -3.2           4946.8505        25.8872        4304.0441        18.2836        5720.9300        38.7833       -12.99%     15.65%
        -3.1           5234.9570        22.5585        4550.4333        16.0004        6061.5407        33.7491       -13.08%     15.79%
          -3           5525.4753        23.3929        4796.3409        16.8293        6408.3406        34.7788       -13.20%     15.98%
        -2.9           5804.6563        26.8837        5034.6061        19.0007        6740.5656        40.1979       -13.27%     16.12%
        -2.8           6068.1325        28.1945        5262.3142        19.7890        7046.5827        42.4795       -13.28%     16.12%
        -2.7           6377.5570        25.3475        5518.2699        17.9120        7429.0183        38.0713       -13.47%     16.49%
        -2.6           6600.7652        24.8984        5711.6314        17.9335        7686.9977        36.5807       -13.47%     16.46%
        -2.5           6857.1246        24.8257        5929.7287        17.4809        7991.8208        37.5899       -13.52%     16.55%
        -2.4           7165.2811        24.5914        6184.4262        17.5042        8371.3490        36.6503       -13.69%     16.83%
        -2.3           7337.1799        25.2926        6342.9604        17.9648        8549.8861        37.8617       -13.55%     16.53%
        -2.2           7581.5501        24.1744        6547.1078        17.2222        8847.4497        36.1477       -13.64%     16.70%
        -2.1           7887.0859        35.8177        6796.6331        25.0381        9230.0217        54.0552       -13.83%     17.03%
          -2           8023.1883        33.2488        6918.0168        23.2997        9368.7768        47.4449       -13.77%     16.77%
        -1.9           8179.9692        31.9600        7058.0208        22.4849        9552.2439        48.0885       -13.72%     16.78%
        -1.8           8447.9887        25.1750        7276.5967        18.0130        9887.8844        37.3542       -13.87%     17.04%
        -1.7           8696.9215        30.8764        7476.3618        21.6748        10206.294        46.6501       -14.03%     17.36%
        -1.6           8834.8326        25.7303        7593.1090        18.4348        10369.973        38.0823       -14.05%     17.38%
        -1.5           9030.3255        27.3585        7755.4140        19.4431        10609.140        40.8588       -14.12%     17.48%
        -1.4           9212.8405        29.2398        7902.4351        20.7093        10841.298        43.6872       -14.22%     17.68%
        -1.3           9316.4823        25.7146        8000.9283        18.3095        10942.147        38.4420       -14.12%     17.45%
        -1.2           9413.0456        31.5066        8083.5757        22.1697        11055.094        47.3951       -14.12%     17.44%
        -1.1           9644.0003        28.6747        8267.8230        20.3596        11352.240        42.8397       -14.27%     17.71%
          -1           9768.1797        31.8168        8361.3121        21.9518        11524.691        49.0063       -14.40%     17.98%
        -0.9           9830.4304        25.6245        8423.0765        18.3765        11578.439        37.9711       -14.32%     17.78%
        -0.8           9954.5893        28.8203        8524.1917        20.7736        11734.669        42.2765       -14.37%     17.88%
        -0.7           10045.596        32.7915        8602.2578        23.0531        11838.960        49.3625       -14.37%     17.85%
        -0.6           10076.319        26.3037        8627.6711        18.8276        11877.157        38.9783       -14.38%     17.87%
        -0.5           10176.526        26.2776        8707.8413        18.8115        12005.900        38.9728       -14.43%     17.98%
        -0.4           10207.355        28.4340        8733.7382        20.0827        12047.585        39.2571       -14.44%     18.03%
        -0.3           10293.699        29.9958        8796.4470        21.2115        12166.633        44.9523       -14.55%     18.19%
        -0.2           10269.373        28.1848        8788.5782        19.9898        12119.393        45.9701       -14.42%     18.01%
        -0.1           10308.130        25.2171        8815.3388        18.1306        12169.652        37.2551       -14.48%     18.06%
           0           10309.143        25.2102        8816.2494        18.1159        12170.712        37.2545       -14.48%     18.06%
         0.1           10268.473        28.1198        8788.0770        19.9618        12116.973        45.8671       -14.42%     18.00%
         0.2           10282.378        26.5380        8788.7821        18.9692        12149.158        39.3748       -14.53%     18.16%
         0.3           10202.734        28.9026        8730.8571        20.3424        12034.744        43.6154       -14.43%     17.96%
