#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
          -5          0.47491158       0.149261       0.40146579       0.107135       0.56712615       0.218764       -15.47%     19.42%
        -4.9          0.91089149       0.177878       0.80787307       0.129185        1.0118353       0.257379       -11.31%     11.08%
        -4.8           2.8989164       0.311035        2.5559568       0.227353        3.2675156       0.445426       -11.83%     12.72%
        -4.7           10.990664       0.617348        9.2981573       0.456014        13.179419       0.871756       -15.40%     19.91%
        -4.6           23.772322       0.916144        20.438576       0.683848        27.884586        1.27825       -14.02%     17.30%
        -4.5           47.452347        1.48544        41.161635        1.10762        54.977495        2.07240       -13.26%     15.86%
        -4.4           89.693820        1.82268        77.760282        1.36558        104.01182        2.53056       -13.30%     15.96%
        -4.3           148.55588        2.61472        129.37873        1.95293        171.20185        3.63909       -12.91%     15.24%
        -4.2           234.48559        2.98120        204.23291        2.23686        270.25388        4.12957       -12.90%     15.25%
        -4.1           341.36025        3.84340        297.47058        2.87795        393.22187        5.33196       -12.86%     15.19%
          -4           463.56829        4.17606        404.97005        3.13611        532.18026        5.77704       -12.64%     14.80%
        -3.9           595.51420        5.17999        522.38313        3.88274        679.67768        7.17536       -12.28%     14.13%
        -3.8           764.02789        5.38867        668.37301        4.05177        875.63124        7.44056       -12.52%     14.61%
        -3.7           935.27145        6.45283        817.95640        4.84102        1072.4524        8.92622       -12.54%     14.67%
        -3.6           1116.5899        7.03908        975.29002        5.28194        1282.8053        9.73303       -12.65%     14.89%
        -3.5           1297.2272        7.64736        1131.7547        5.74170        1492.9438        10.5653       -12.76%     15.09%
        -3.4           1481.5053        7.89910        1290.9071        5.93867        1708.2155        10.8977       -12.87%     15.30%
        -3.3           1662.4892        7.64184        1445.9320        5.76224        1922.0172        10.5126       -13.03%     15.61%
        -3.2           1855.6040        9.56123        1609.2792        7.17394        2153.9302        13.2064       -13.27%     16.08%
        -3.1           2019.4830        9.01292        1749.5474        6.78505        2347.7189        12.4125       -13.37%     16.25%
          -3           2182.8493        8.63002        1887.3353        6.51659        2544.5601        11.8486       -13.54%     16.57%
        -2.9           2370.2280        9.55861        2040.8458        7.20586        2778.8762        13.1401       -13.90%     17.24%
        -2.8           2514.2980        9.71014        2161.7930        7.32403        2953.3664        13.3404       -14.02%     17.46%
        -2.7           2645.2345        9.14168        2270.5923        6.91300        3114.0701        12.5287       -14.16%     17.72%
        -2.6           2798.6439        10.2773        2395.8741        7.75582        3306.3471        14.1060       -14.39%     18.14%
        -2.5           2937.5547        10.1939        2507.5645        7.69943        3483.6017        13.9811       -14.64%     18.59%
        -2.4           3042.3687        10.4261        2593.8558        7.87496        3613.5723        14.2978       -14.74%     18.77%
        -2.3           3169.1663        10.4093        2695.3800        7.86889        3776.0279        14.2617       -14.95%     19.15%
        -2.2           3253.5319        9.71106        2764.6312        7.36083        3880.8601        13.2718       -15.03%     19.28%
        -2.1           3360.8779        9.77895        2849.9359        7.41370        4019.4646        13.3599       -15.20%     19.60%
          -2           3447.8096        9.85611        2919.4860        7.47420        4130.6995        13.4609       -15.32%     19.81%
        -1.9           3547.0578        9.91437        2997.4342        7.52055        4260.5504        13.5357       -15.50%     20.12%
        -1.8           3607.9708        11.1500        3046.8855        8.42968        4337.1178        15.2694       -15.55%     20.21%
        -1.7           3688.6133        10.0645        3110.1042        7.63407        4442.7907        13.7414       -15.68%     20.45%
        -1.6           3748.8332        10.9203        3158.8412        8.26950        4518.7112        14.9311       -15.74%     20.54%
        -1.5           3830.3212        11.9873        3221.1584        9.03978        4628.4500        16.4592       -15.90%     20.84%
        -1.4           3868.9348        10.1271        3252.6061        7.68930        4676.6731        13.8102       -15.93%     20.88%
        -1.3           3885.1680        11.2935        3266.5007        8.56046        4695.5121        15.4190       -15.92%     20.86%
        -1.2           3931.2707        10.1817        3303.2894        7.73105        4754.5608        13.8839       -15.97%     20.94%
        -1.1           3970.3901        10.1966        3333.5873        7.74284        4806.5535        13.9028       -16.04%     21.06%
          -1           4003.5050        11.2126        3359.4609        8.49439        4849.9845        15.3214       -16.09%     21.14%
        -0.9           4010.5545        11.1687        3365.4332        8.45963        4858.3160        15.2643       -16.09%     21.14%
        -0.8           4042.2393        11.1152        3390.5118        8.42160        4899.3439        15.1866       -16.12%     21.20%
        -0.7           4049.0217        11.1785        3395.8137        8.46319        4908.2490        15.2875       -16.13%     21.22%
        -0.6           4067.2033        11.3078        3410.3735        8.56875        4931.4095        15.4447       -16.15%     21.25%
        -0.5           4092.1291        11.4559        3429.1581        8.66637        4965.5329        15.6792       -16.20%     21.34%
        -0.4           4083.8227        11.1795        3423.2880        8.47219        4953.3325        15.2726       -16.17%     21.29%
        -0.3           4101.3196        10.3360        3436.8659        7.84605        4976.6587        14.0998       -16.20%     21.34%
        -0.2           4114.2588        11.4466        3446.2488        8.66620        4994.9486        15.6490       -16.24%     21.41%
        -0.1           4116.4730        10.2778        3448.0624        7.80456        4997.6492        14.0132       -16.24%     21.41%
           0           4116.4730        10.2778        3448.0624        7.80456        4997.6492        14.0132       -16.24%     21.41%
         0.1           4114.2588        11.4466        3446.2488        8.66620        4994.9486        15.6490       -16.24%     21.41%
         0.2           4101.3196        10.3360        3436.8659        7.84605        4976.6587        14.0998       -16.20%     21.34%
         0.3           4083.8227        11.1795        3423.2880        8.47219        4953.3325        15.2726       -16.17%     21.29%
         0.4           4092.1291        11.4559        3429.1581        8.66637        4965.5329        15.6792       -16.20%     21.34%
         0.5           4067.2033        11.3078        3410.3735        8.56875        4931.4095        15.4447       -16.15%     21.25%
         0.6           4049.0217        11.1785        3395.8137        8.46319        4908.2490        15.2875       -16.13%     21.22%
         0.7           4042.2393        11.1152        3390.5118        8.42160        4899.3439        15.1866       -16.12%     21.20%
         0.8           4010.5545        11.1687        3365.4332        8.45963        4858.3160        15.2643       -16.09%     21.14%
         0.9           4003.5050        11.2126        3359.4609        8.49439        4849.9845        15.3214       -16.09%     21.14%
           1           3970.3901        10.1966        3333.5873        7.74284        4806.5535        13.9028       -16.04%     21.06%
         1.1           3931.2707        10.1817        3303.2894        7.73105        4754.5608        13.8839       -15.97%     20.94%
         1.2           3885.1680        11.2935        3266.5007        8.56046        4695.5121        15.4190       -15.92%     20.86%
         1.3           3868.9348        10.1271        3252.6061        7.68930        4676.6731        13.8102       -15.93%     20.88%
         1.4           3830.3212        11.9873        3221.1584        9.03978        4628.4500        16.4592       -15.90%     20.84%
         1.5           3748.8332        10.9203        3158.8412        8.26950        4518.7112        14.9311       -15.74%     20.54%
         1.6           3688.6133        10.0645        3110.1042        7.63407        4442.7907        13.7414       -15.68%     20.45%
         1.7           3607.9708        11.1500        3046.8855        8.42968        4337.1178        15.2694       -15.55%     20.21%
         1.8           3547.0578        9.91437        2997.4342        7.52055        4260.5504        13.5357       -15.50%     20.12%
         1.9           3447.8096        9.85611        2919.4860        7.47420        4130.6995        13.4609       -15.32%     19.81%
           2           3360.8779        9.77895        2849.9359        7.41370        4019.4646        13.3599       -15.20%     19.60%
         2.1           3253.5319        9.71106        2764.6312        7.36083        3880.8601        13.2718       -15.03%     19.28%
         2.2           3169.1663        10.4093        2695.3800        7.86889        3776.0279        14.2617       -14.95%     19.15%
         2.3           3042.3687        10.4261        2593.8558        7.87496        3613.5723        14.2978       -14.74%     18.77%
         2.4           2937.5547        10.1939        2507.5645        7.69943        3483.6017        13.9811       -14.64%     18.59%
         2.5           2798.6439        10.2773        2395.8741        7.75582        3306.3471        14.1060       -14.39%     18.14%
         2.6           2645.2345        9.14168        2270.5923        6.91300        3114.0701        12.5287       -14.16%     17.72%
         2.7           2514.2980        9.71014        2161.7930        7.32403        2953.3664        13.3404       -14.02%     17.46%
         2.8           2370.2280        9.55861        2040.8458        7.20586        2778.8762        13.1401       -13.90%     17.24%
         2.9           2182.8493        8.63002        1887.3353        6.51659        2544.5601        11.8486       -13.54%     16.57%
           3           2019.4830        9.01292        1749.5474        6.78505        2347.7189        12.4125       -13.37%     16.25%
         3.1           1855.6040        9.56123        1609.2792        7.17394        2153.9302        13.2064       -13.27%     16.08%
         3.2           1662.4892        7.64184        1445.9320        5.76224        1922.0172        10.5126       -13.03%     15.61%
         3.3           1481.5053        7.89910        1290.9071        5.93867        1708.2155        10.8977       -12.87%     15.30%
         3.4           1297.2272        7.64736        1131.7547        5.74170        1492.9438        10.5653       -12.76%     15.09%
         3.5           1116.5899        7.03908        975.29002        5.28194        1282.8053        9.73303       -12.65%     14.89%
         3.6           935.27145        6.45283        817.95640        4.84102        1072.4524        8.92622       -12.54%     14.67%
         3.7           764.02789        5.38867        668.37301        4.05177        875.63124        7.44056       -12.52%     14.61%
         3.8           595.51420        5.17999        522.38313        3.88274        679.67768        7.17536       -12.28%     14.13%
         3.9           463.56829        4.17606        404.97005        3.13611        532.18026        5.77704       -12.64%     14.80%
           4           341.36025        3.84340        297.47058        2.87795        393.22187        5.33196       -12.86%     15.19%
         4.1           234.48559        2.98120        204.23291        2.23686        270.25388        4.12957       -12.90%     15.25%
         4.2           148.55588        2.61472        129.37873        1.95293        171.20185        3.63909       -12.91%     15.24%
         4.3           89.693820        1.82268        77.760282        1.36558        104.01182        2.53056       -13.30%     15.96%
         4.4           47.452347        1.48544        41.161635        1.10762        54.977495        2.07240       -13.26%     15.86%
         4.5           23.772322       0.916144        20.438576       0.683848        27.884586        1.27825       -14.02%     17.30%
         4.6           10.990664       0.617348        9.2981573       0.456014        13.179419       0.871756       -15.40%     19.91%
         4.7           2.8989164       0.311035        2.5559568       0.227353        3.2675156       0.445426       -11.83%     12.72%
         4.8          0.91089149       0.177878       0.80787307       0.129185        1.0118353       0.257379       -11.31%     11.08%
         4.9          0.47491158       0.149261       0.40146579       0.107135       0.56712615       0.218764       -15.47%     19.42%
