#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
          50           35.152847       0.181785        29.946422       0.141308        41.721974       0.274853       -14.81%     18.69%
          60           102.05456       0.363554        87.329659       0.261714        120.40763       0.544564       -14.43%     17.98%
          70           2270.5025        2.01191        1954.3330        1.40214        2660.3701        3.06272       -13.93%     17.17%
          80           3683.0360        2.62857        3176.0538        1.82598        4305.3823        4.00307       -13.77%     16.90%
          90           106.83093       0.431324        92.562351       0.303510        124.18980       0.648835       -13.36%     16.25%
         100           33.370852       0.213244        28.992635       0.152478        38.683549       0.315913       -13.12%     15.92%
         110           15.886760       0.169421        13.859323       0.119237        18.320007       0.255478       -12.76%     15.32%
         120           8.8815829       0.137743        7.7948423      0.0987316        10.160916       0.203240       -12.24%     14.40%
         130           5.7745085       0.101652        5.0446820      0.0730802        6.6755582       0.162233       -12.64%     15.60%
         140           3.8481475      0.0919192        3.3943642      0.0663964        4.3749892       0.134945       -11.79%     13.69%
