#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
           0           965.83783       0.398223        810.36321       0.309402        1170.3562       0.536300       -16.10%     21.18%
           5           1221.5448       0.501392        1031.5223       0.385951        1468.0123       0.680672       -15.56%     20.18%
          10           797.13399       0.441304        677.00645       0.339022        950.85096       0.599493       -15.07%     19.28%
          15           501.57920       0.371594        427.66257       0.285479        595.30195       0.504043       -14.74%     18.69%
          20           327.41375       0.306265        279.82636       0.235638        387.78135       0.386687       -14.53%     18.44%
          25           223.26586       0.258816        190.98101       0.199265        265.26161       0.328049       -14.46%     18.81%
          30           157.83991       0.223046        135.04423       0.171829        188.16756       0.283761       -14.44%     19.21%
          35           115.57169       0.203120        98.635649       0.163074        138.35646       0.259819       -14.65%     19.71%
          40           86.418903       0.187387        73.526786       0.149835        103.80750       0.240418       -14.92%     20.12%
          45           66.261920       0.161509        56.170900       0.129250        79.913965       0.206976       -15.23%     20.60%
          50           52.019492       0.141255        43.920256       0.112751        63.013810       0.181475       -15.57%     21.13%
          55           41.029779       0.123690        34.519462      0.0985783        49.894987       0.159153       -15.87%     21.61%
          60           33.200022       0.117585        27.841408      0.0933874        40.512504       0.151730       -16.14%     22.03%
          65           27.197658       0.107768        22.726608      0.0855003        33.316018       0.139190       -16.44%     22.50%
          70           22.449366      0.0930046        18.695076      0.0737006        27.600122       0.120300       -16.72%     22.94%
          75           18.475684      0.0867843        15.345432      0.0686373        22.780511       0.112449       -16.94%     23.30%
          80           15.638347      0.0782810        12.950076      0.0618384        19.342757       0.101553       -17.19%     23.69%
          85           13.131871      0.0717546        10.845947      0.0566717        16.288385      0.0930812       -17.41%     24.04%
          90           11.302749      0.0680379        9.3114945      0.0536679        14.056979      0.0883461       -17.62%     24.37%
          95           9.6167573      0.0618594        7.9039404      0.0487593        11.990408      0.0803850       -17.81%     24.68%
         100           8.2785082      0.0599900        6.7859065      0.0472314        10.351627      0.0780042       -18.03%     25.04%
         105           7.1493954      0.0592180        5.8486993      0.0465618        8.9586507      0.0770608       -18.19%     25.31%
         110           6.2015560      0.0535810        5.0654073      0.0421156        7.7837149      0.0697589       -18.32%     25.51%
         115           5.3932439      0.0485424        4.3955196      0.0380998        6.7854997      0.0633110       -18.50%     25.81%
         120           4.8733126      0.0434507        3.9606097      0.0341105        6.1485400      0.0566736       -18.73%     26.17%
         125           4.2346977      0.0446674        3.4365223      0.0350466        5.3514548      0.0582485       -18.85%     26.37%
         130           3.6598672      0.0431491        2.9677361      0.0337943        4.6297264      0.0563732       -18.91%     26.50%
         135           3.2735126      0.0385854        2.6518382      0.0301994        4.1450512      0.0504717       -18.99%     26.62%
         140           2.9042268      0.0364322        2.3485114      0.0285482        3.6844178      0.0475846       -19.13%     26.86%
         145           2.6654319      0.0363071        2.1472011      0.0283845        3.3946108      0.0475110       -19.44%     27.36%
         150           2.3044599      0.0349918        1.8582115      0.0273455        2.9324991      0.0458021       -19.36%     27.25%
         155           2.1173815      0.0313657        1.7033886      0.0244569        2.7007155      0.0411757       -19.55%     27.55%
         160           1.8335266      0.0296852        1.4737672      0.0231227        2.3411185      0.0390101       -19.62%     27.68%
         165           1.6752144      0.0258563        1.3452215      0.0201878        2.1411109      0.0339114       -19.70%     27.81%
         170           1.5530621      0.0262377        1.2452877      0.0205000        1.9879321      0.0343741       -19.82%     28.00%
         175           1.3922423      0.0261489        1.1156903      0.0203704        1.7832726      0.0343533       -19.86%     28.09%
         180           1.2831965      0.0254233        1.0258487      0.0197868        1.6473720      0.0334274       -20.06%     28.38%
         185           1.1212680      0.0258234       0.89802948      0.0200779        1.4370110      0.0339762       -19.91%     28.16%
