#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
          -5           6.7953950       0.750783        5.7581290       0.528923        8.3616439       0.987492       -15.26%     23.05%
        -4.9           17.641282        1.03885        14.876543       0.764663        20.797026        1.59630       -15.67%     17.89%
        -4.8           38.963687        1.79719        33.558917        1.26420        45.352321        2.73687       -13.87%     16.40%
        -4.7           82.743213        3.03272        71.217457        2.12523        96.212085        4.62390       -13.93%     16.28%
        -4.6           161.60826        4.08062        137.75256        2.87475        191.33951        6.16754       -14.76%     18.40%
        -4.5           258.62620        6.48448        221.85218        4.51584        303.58304        9.84449       -14.22%     17.38%
        -4.4           389.56448        8.72511        335.93226        6.19155        455.05010        12.9474       -13.77%     16.81%
        -4.3           560.95709        9.11663        488.20094        6.40074        647.34053        13.8047       -12.97%     15.40%
        -4.2           739.03785        10.5638        647.84329        7.47491        844.44033        15.7969       -12.34%     14.26%
        -4.1           983.73797        12.3965        857.91307        8.61675        1134.3468        18.6587       -12.79%     15.31%
          -4           1203.7013        13.1230        1054.1789        10.4738        1373.8150        19.1249       -12.42%     14.13%
        -3.9           1476.7887        30.7893        1290.0597        20.7767        1699.4831        45.7995       -12.64%     15.08%
        -3.8           1657.1731        19.3765        1464.1647        13.4569        1880.1933        28.2338       -11.65%     13.46%
        -3.7           1874.2307        17.6497        1658.6139        12.7711        2126.2317        25.7428       -11.50%     13.45%
        -3.6           2093.5020        21.2525        1853.8651        14.7275        2374.0711        31.1528       -11.45%     13.40%
        -3.5           2293.7830        19.7759        2030.7238        15.4101        2603.5248        28.6739       -11.47%     13.50%
        -3.4           2491.6348        23.1126        2207.4886        16.6842        2828.8089        33.6785       -11.40%     13.53%
        -3.3           2632.7938        24.1451        2342.7504        17.4775        2972.2513        35.1912       -11.02%     12.89%
        -3.2           2819.3625        24.2368        2498.4898        17.0004        3200.8753        34.7496       -11.38%     13.53%
        -3.1           2920.9021        20.3263        2597.0698        14.8961        3302.9534        29.3282       -11.09%     13.08%
          -3           3035.1602        28.2252        2699.2719        20.3645        3432.5539        40.9715       -11.07%     13.09%
        -2.9           3099.0663        24.8046        2763.4586        18.0182        3491.2834        35.9375       -10.83%     12.66%
        -2.8           3118.7195        25.3765        2787.4321        18.5074        3504.2960        36.6149       -10.62%     12.36%
        -2.7           3175.7562        22.8529        2842.9197        16.8855        3559.4559        32.5418       -10.48%     12.08%
        -2.6           3175.6892        25.5267        2849.4720        18.7018        3550.5981        36.5066       -10.27%     11.81%
        -2.5           3243.8978        24.5633        2906.4490        18.0810        3633.3193        35.0296       -10.40%     12.00%
        -2.4           3244.0163        24.1861        2912.0404        17.5883        3627.2617        34.9928       -10.23%     11.81%
        -2.3           3267.9237        23.3518        2933.7118        17.2420        3652.6588        33.3199       -10.23%     11.77%
        -2.2           3284.2361        23.7830        2948.6979        17.5491        3671.5237        33.8451       -10.22%     11.79%
        -2.1           3268.4502        31.8051        2942.5451        23.5227        3628.0820        41.5278        -9.97%     11.00%
          -2           3216.8450        25.7765        2904.9377        19.0729        3566.1791        36.5469        -9.70%     10.86%
        -1.9           3167.9516        31.6737        2870.1328        22.4810        3495.1975        47.0864        -9.40%     10.33%
        -1.8           3258.0737        31.4901        2930.5437        22.9275        3634.4220        45.1073       -10.05%     11.55%
        -1.7           3218.0390        32.3941        2902.0466        23.3483        3575.5706        46.8444        -9.82%     11.11%
        -1.6           3203.9258        31.2453        2889.3553        22.8479        3561.9889        44.6335        -9.82%     11.18%
        -1.5           3169.8156        27.9676        2866.8385        20.5930        3509.3611        39.6542        -9.56%     10.71%
        -1.4           3140.6854        26.3087        2841.3173        19.4925        3475.9546        37.0858        -9.53%     10.68%
        -1.3           3071.9163        28.7433        2788.3281        21.0901        3385.4807        40.8984        -9.23%     10.21%
        -1.2           3105.5777        29.2601        2809.9336        21.5138        3438.1310        40.8855        -9.52%     10.71%
        -1.1           3079.6689        32.3950        2793.2819        22.1353        3393.1412        46.1386        -9.30%     10.18%
          -1           3101.3972        27.2486        2807.2046        20.0245        3432.0311        38.9582        -9.49%     10.66%
        -0.9           3110.6921        29.1181        2813.7944        21.5470        3443.9184        41.0326        -9.54%     10.71%
        -0.8           3016.2293        24.5745        2741.4665        18.3441        3318.2609        34.3683        -9.11%     10.01%
        -0.7           3022.3539        25.8796        2743.5207        19.4414        3332.1075        36.0110        -9.23%     10.25%
        -0.6           3019.6447        33.4858        2747.4396        24.8101        3316.8348        46.9933        -9.01%      9.84%
        -0.5           2965.2306        28.3676        2698.7682        19.0393        3256.5269        40.2249        -8.99%      9.82%
        -0.4           2965.6073        31.0262        2701.4194        22.8381        3252.1325        43.9202        -8.91%      9.66%
        -0.3           2966.2528        25.9225        2701.5604        19.2755        3254.2400        36.4131        -8.92%      9.71%
        -0.2           2975.5608        25.7294        2707.6377        19.2154        3269.1239        35.9676        -9.00%      9.87%
        -0.1           3008.1752        32.6517        2728.5947        23.7834        3319.1914        46.6948        -9.29%     10.34%
           0           2986.3030        31.0598        2711.1313        21.5246        3286.8781        44.2966        -9.21%     10.07%
         0.1           2987.2015        28.2654        2715.5640        20.8362        3286.5396        40.0908        -9.09%     10.02%
         0.2           2974.4420        25.8593        2706.9599        19.2160        3266.9840        36.3565        -8.99%      9.84%
         0.3           2955.3043        30.1761        2694.3641        22.3197        3236.5685        42.5566        -8.83%      9.52%
         0.4           2965.8517        25.6641        2700.3702        19.1435        3258.3975        40.5977        -8.95%      9.86%
         0.5           3001.6085        31.4134        2734.9354        23.3831        3289.6169        43.9031        -8.88%      9.60%
         0.6           3025.4431        25.9830        2745.6532        19.5306        3336.7039        36.1298        -9.25%     10.29%
         0.7           3027.7751        29.6658        2750.3098        21.9599        3333.4554        41.7302        -9.16%     10.10%
         0.8           3117.3952        31.2738        2813.8985        21.0091        3456.1404        45.3157        -9.74%     10.87%
         0.9           3087.1499        27.4061        2795.5503        17.9856        3410.4530        39.0856        -9.45%     10.47%
           1           3074.0203        29.8011        2791.4798        22.0085        3383.8691        42.0167        -9.19%     10.08%
         1.1           3098.3518        26.7347        2802.0935        21.8778        3424.9753        37.4001        -9.56%     10.54%
         1.2           3060.4240        29.3030        2780.6673        21.4192        3367.6292        41.8643        -9.14%     10.04%
         1.3           3149.9226        26.3662        2847.6426        19.5507        3490.0405        37.1318        -9.60%     10.80%
         1.4           3167.4073        30.1329        2865.8049        22.0878        3504.4778        42.9069        -9.52%     10.64%
         1.5           3192.9098        28.4978        2882.2943        20.9658        3551.9694        43.5582        -9.73%     11.25%
         1.6           3201.1734        29.5722        2890.8474        21.4885        3549.5752        42.4423        -9.69%     10.88%
         1.7           3261.3973        31.8749        2932.7394        23.1766        3639.7010        45.7158       -10.08%     11.60%
         1.8           3179.4696        27.8260        2877.5355        20.1438        3514.0866        40.4457        -9.50%     10.52%
         1.9           3221.4431        26.1723        2907.7609        19.4354        3573.8074        37.0203        -9.74%     10.94%
           2           3267.8228        31.2720        2942.0152        23.0962        3628.1253        41.1335        -9.97%     11.03%
         2.1           3275.3682        24.1001        2942.7932        17.7384        3657.6811        34.4062       -10.15%     11.67%
         2.2           3268.4654        23.3737        2934.1680        17.3101        3653.3860        33.2530       -10.23%     11.78%
         2.3           3242.6072        23.7561        2911.3001        17.3999        3624.5173        34.1644       -10.22%     11.78%
         2.4           3246.0639        24.5166        2907.8825        18.0472        3636.7893        34.9773       -10.42%     12.04%
         2.5           3175.8294        25.9037        2849.2159        18.9755        3551.4795        37.0783       -10.28%     11.83%
         2.6           3175.5021        22.9107        2842.9022        16.9029        3558.5881        32.7264       -10.47%     12.06%
         2.7           3120.9674        25.0707        2788.6206        18.2865        3508.4614        36.1940       -10.65%     12.42%
         2.8           3102.0508        25.2473        2765.4481        18.2972        3495.9141        36.6594       -10.85%     12.70%
         2.9           3035.0687        28.8299        2699.2882        20.7632        3432.2812        41.9221       -11.06%     13.09%
           3           2929.3772        20.9182        2602.5992        15.2083        3316.5437        30.5066       -11.16%     13.22%
         3.1           2826.9360        27.0187        2504.3965        18.9581        3205.4821        35.1868       -11.41%     13.39%
         3.2           2626.3231        21.9035        2337.7744        15.9884        2963.5650        31.6941       -10.99%     12.84%
         3.3           2492.5312        23.3658        2208.2051        16.8286        2829.7934        34.1492       -11.41%     13.53%
         3.4           2300.2366        19.8157        2035.8310        14.3790        2613.9330        28.7669       -11.49%     13.64%
         3.5           2097.3674        22.0485        1856.6421        15.2192        2380.4820        32.7191       -11.48%     13.50%
         3.6           1876.1567        17.7632        1659.7911        12.8149        2129.6403        26.0069       -11.53%     13.51%
         3.7           1657.5974        19.4733        1464.4710        13.5240        1881.0165        28.4426       -11.65%     13.48%
         3.8           1480.7926        30.8109        1292.7017        20.7922        1706.3233        45.8360       -12.70%     15.23%
         3.9           1198.9419        15.1651        1053.5340        10.8006        1374.0799        19.8122       -12.13%     14.61%
           4           984.83046        12.1211        858.56709        8.45144        1136.4072        18.1711       -12.82%     15.39%
         4.1           737.31549        10.5183        646.78070        7.44679        841.47847        15.7355       -12.28%     14.13%
         4.2           561.80646        8.79271        488.69238        6.39185        648.94394        13.2771       -13.01%     15.51%
         4.3           389.97357        8.75798        336.12724        6.21874        455.93776        12.9833       -13.81%     16.92%
         4.4           257.97068        6.50515        221.45344        4.52808        302.44818        9.88324       -14.16%     17.24%
         4.5           160.96061        4.09489        137.39301        2.88255        190.09837        6.19525       -14.64%     18.10%
         4.6           82.743140        3.04305        71.242200        2.12955        96.125312        4.64973       -13.90%     16.17%
         4.7           38.647949        1.82898        33.370066        1.28180        44.800528        2.79591       -13.66%     15.92%
         4.8           17.897427        1.03367        15.042892       0.761963        21.226908        1.58552       -15.95%     18.60%
         4.9           6.8606515       0.768172        5.8024769       0.538633        8.1834073        1.14732       -15.42%     19.28%
