#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
           0           1057.4436        3.73716        927.88602        2.60766        1214.4936        5.60685       -12.25%     14.85%
           5           1265.7126        3.21043        1126.6047        2.34327        1435.1529        4.63171       -10.99%     13.39%
          10           793.13294        2.76671        711.42696        2.01166        889.33369        3.98690       -10.30%     12.13%
          15           482.28350        2.32121        435.77538        1.67461        534.74055        3.37905        -9.64%     10.88%
          20           307.22311        1.55237        279.01643        1.13406        337.68563        2.23061        -9.18%      9.92%
          25           201.56622        1.32973        184.62141       0.969834        218.46128        1.91394        -8.41%      8.38%
          30           141.47790        1.04769        129.89961       0.765762        152.47493        1.50726        -8.18%      7.77%
          35           101.64327       0.908913        93.596948       0.659864        108.90305        1.31245        -7.92%      7.14%
          40           75.836148       0.782065        69.998882       0.566793        80.754775        1.13038        -7.70%      6.49%
          45           56.365757       0.801421        52.399044       0.577312        59.194619        1.16183        -7.04%      5.02%
          50           44.328578       0.757138        41.176052       0.540918        46.543671        1.10245        -7.11%      5.00%
          55           36.429918       0.720861        33.667612       0.512863        38.468305        1.05156        -7.58%      5.60%
          60           27.414957       0.491484        25.823766       0.355110        28.005303       0.711783        -5.80%      2.15%
          65           21.679240       0.448866        20.471392       0.323070        22.009243       0.443937        -5.57%      1.52%
          70           18.424543       0.583422        17.306536       0.418053        18.829637       0.843415        -6.07%      2.20%
          75           14.943111       0.372411        14.115978       0.267201        15.146919       0.368538        -5.54%      1.36%
          80           12.024565       0.375041        11.402112       0.248832        12.203254       0.372480        -5.18%      1.49%
          85           10.475632       0.376845        9.9536246       0.272372        10.588402       0.371875        -4.98%      1.08%
          90           8.8379420       0.337872        8.4406203       0.240879        8.9046759       0.317279        -4.50%      0.76%
          95           7.5000199       0.328158        7.1618711       0.235332        7.5552066       0.326390        -4.51%      0.74%
         100           6.1688321       0.287503        5.8784287       0.419484        6.2026477       0.290057        -4.71%      0.55%
         105           5.2908440       0.264621        5.0815096       0.386526        5.3241932       0.266188        -3.96%      0.63%
         110           4.6358780       0.237228        4.4393613       0.346690        4.6650375       0.238285        -4.24%      0.63%
         115           3.8104459       0.233831        3.5203619       0.339884        3.8652351       0.223318        -7.61%      1.44%
         120           3.3333024       0.235360        3.0552807       0.345865        3.3474455       0.232825        -8.34%      0.42%
         125           2.9547489       0.226311        2.7460868       0.330984        2.9781092       0.223583        -7.06%      0.79%
         130           2.3358338       0.194913        2.0176332       0.301912        2.3738577       0.140674       -13.62%      1.63%
         135           2.2172377       0.187879        2.0141478       0.271134        2.2394729       0.185978        -9.16%      1.00%
         140           2.0206549       0.175999        1.7995345       0.258083        2.0348408       0.173469       -10.94%      0.70%
         145           1.8632593       0.176744        1.7020646       0.256497        1.8811592       0.174775        -8.65%      0.96%
