#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
          -5           283.29883        4.31083        239.72097        3.07172        338.25152        6.40552       -15.38%     19.40%
        -4.9           354.85654        4.31448        299.16202        3.08012        426.33193        6.43471       -15.69%     20.14%
        -4.8           436.61095        8.16887        368.87168        5.81859        522.68147        11.9779       -15.51%     19.71%
        -4.7           549.04975        24.7967        460.25868        16.6144        663.11386        39.0517       -16.17%     20.77%
        -4.6           651.49427        5.64384        550.23887        4.00870        780.91493        8.46359       -15.54%     19.87%
        -4.5           805.18014        9.51122        679.89341        6.85626        965.61687        13.8444       -15.56%     19.93%
        -4.4           967.48778        10.0332        820.04582        7.19241        1154.2105        14.6874       -15.24%     19.30%
        -4.3           1172.0166        8.32933        993.89801        5.96284        1397.4820        12.3478       -15.20%     19.24%
        -4.2           1426.9275        10.0950        1208.7086        7.10134        1704.4479        15.2340       -15.29%     19.45%
        -4.1           1684.2630        9.44333        1430.9238        6.76931        2003.5378        14.0511       -15.04%     18.96%
          -4           1997.7226        10.8789        1697.8338        7.72125        2376.2155        16.3258       -15.01%     18.95%
        -3.9           2343.5259        11.9592        1992.6523        8.52783        2785.6251        17.7723       -14.97%     18.86%
        -3.8           2709.9863        13.4043        2309.1019        9.48823        3209.3671        21.4787       -14.79%     18.43%
        -3.7           3166.9054        16.4456        2692.9545        11.5579        3765.5967        24.8442       -14.97%     18.90%
        -3.6           3587.5571        14.8477        3055.5312        10.6560        4256.9770        21.9390       -14.83%     18.66%
        -3.5           4014.4106        24.5963        3426.4300        18.0294        4749.2009        35.0057       -14.65%     18.30%
        -3.4           4494.0422        19.6471        3834.7589        14.0249        5319.9230        29.1199       -14.67%     18.38%
        -3.3           4923.6324        18.4909        4209.1896        13.1232        5814.8096        27.7490       -14.51%     18.10%
        -3.2           5368.1199        20.5122        4594.5316        14.4893        6329.2716        30.8572       -14.41%     17.90%
        -3.1           5805.3460        30.7774        4973.7916        21.9008        6836.9640        45.3976       -14.32%     17.77%
          -3           6344.4655        26.7838        5422.9017        18.6668        7498.5870        40.7246       -14.53%     18.19%
        -2.9           6691.4848        22.2691        5740.9094        15.7971        7866.4486        33.3877       -14.21%     17.56%
        -2.8           7109.9211        25.0325        6097.4227        17.8811        8365.0514        37.0090       -14.24%     17.65%
        -2.7           7475.1125        28.2423        6414.5445        19.9771        8798.5667        44.8084       -14.19%     17.70%
        -2.6           7835.6401        27.1433        6727.1329        19.1804        9208.6173        40.7647       -14.15%     17.52%
        -2.5           8110.8073        28.8107        6969.7281        20.0624        9519.8500        44.0837       -14.07%     17.37%
        -2.4           8396.6517        37.2778        7215.7962        26.4928        9856.0390        55.3965       -14.06%     17.38%
