#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
           0          -532.55138        6.28742       -806.97514        9.56261       -254.30360        4.36774        51.53%    -52.25%
           5           1013.2073       0.834145        937.35801       0.626716        1038.8957       0.833852        -7.49%      2.54%
          10           718.89322       0.741876        625.00194       0.547918        799.50176        1.05087       -13.06%     11.21%
          15           551.76432       0.681960        469.49541       0.499049        636.94438       0.974374       -14.91%     15.44%
          20           441.80891       0.641929        372.00216       0.466529        519.06689       0.923412       -15.80%     17.49%
          25           363.18337       0.614587        303.85657       0.444678        431.17372       0.887872       -16.34%     18.72%
          30           302.13369       0.574995        251.89752       0.414842        360.78808       0.832971       -16.63%     19.41%
          35           253.91813       0.541144        211.18676       0.389263        304.42293       0.786372       -16.83%     19.89%
          40           214.29141       0.519456        177.99709       0.372903        257.50370       0.756049       -16.94%     20.17%
          45           182.59467       0.489024        151.51056       0.350341        219.80868       0.713336       -17.02%     20.38%
          50           157.06496       0.467901        130.08329       0.334890        189.67046       0.682869       -17.18%     20.76%
          55           132.61661       0.436919        110.10268       0.312812        159.59866       0.637342       -16.98%     20.35%
          60           115.34223       0.414338        95.608309       0.296264        139.19850       0.616971       -17.11%     20.68%
          65           98.398956       0.402506        81.653768       0.286796        118.57862       0.601387       -17.02%     20.51%
          70           85.421306       0.386642        70.883199       0.275034        103.17418       0.577875       -17.02%     20.78%
          75           74.446991       0.350384        61.751884       0.249578        90.102688       0.523374       -17.05%     21.03%
          80           63.693006       0.327178        52.995821       0.228035        76.857196       0.488395       -16.79%     20.67%
          85           56.168314       0.310514        46.603830       0.216081        68.014715       0.464041       -17.03%     21.09%
          90           48.876078       0.296640        40.574455       0.205857        59.119723       0.444568       -16.99%     20.96%
          95           42.979199       0.276491        35.631407       0.191673        52.059953       0.414972       -17.10%     21.13%
         100           37.421143       0.261718        31.077242       0.181392        45.192631       0.392816       -16.95%     20.77%
         105           33.021098       0.251927        27.413182       0.173956        39.878553       0.379823       -16.98%     20.77%
         110           29.342629       0.287460        24.312191       0.198093        35.524677       0.432934       -17.14%     21.07%
         115           24.918611       0.271602        20.797152       0.187040        29.839207       0.409497       -16.54%     19.75%
         120           22.481289       0.216083        18.723618       0.147796        26.982248       0.329965       -16.71%     20.02%
         125           20.011171       0.198258        16.643397       0.136807        24.064649       0.298665       -16.83%     20.26%
         130           17.519107       0.187367        14.602957       0.129170        20.982352       0.282652       -16.65%     19.77%
         135           15.951176       0.179072        13.261429       0.123172        19.174801       0.270794       -16.86%     20.21%
         140           13.816274       0.170313        11.541655       0.116759        16.484607       0.258663       -16.46%     19.31%
         145           12.426213       0.163233        10.398247       0.111477        14.777530       0.249018       -16.32%     18.92%
         150           11.180365       0.150069        9.3316824       0.102973        13.348016       0.227431       -16.54%     19.39%
         155           10.040395       0.149598        8.3796757       0.102416        11.981389       0.227154       -16.54%     19.33%
         160           9.0031393       0.134621        7.5178500      0.0921630        10.731241       0.204522       -16.50%     19.19%
         165           8.1793286       0.127689        6.8319034      0.0874533        9.7404782       0.193878       -16.47%     19.09%
         170           7.3616236       0.126988        6.1439419      0.0867893        8.7736957       0.193160       -16.54%     19.18%
