#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
          -5           1.1840061       0.308875        1.0304906       0.216056        1.3474856       0.481339       -12.97%     13.81%
        -4.9           3.1540871       0.515985        2.6396917       0.356272        4.0843462       0.735361       -16.31%     29.49%
        -4.8           8.2311345       0.877504        7.3546851       0.606638        9.0520049        1.36628       -10.65%      9.97%
        -4.7           27.646005        1.65159        23.961541        1.14671        32.096240        2.55396       -13.33%     16.10%
        -4.6           62.804266        2.80966        54.565202        1.97677        73.809123        3.92802       -13.12%     17.52%
        -4.5           138.00896        5.21878        119.18031        3.52151        161.52592        8.27155       -13.64%     17.04%
        -4.4           241.56971        5.72773        212.15370        3.95211        275.42827        8.93567       -12.18%     14.02%
        -4.3           407.31874        7.45392        355.30449        5.17351        467.82952        10.7580       -12.77%     14.86%
        -4.2           613.71315        8.80403        539.63605        6.12528        699.35646        13.5407       -12.07%     13.95%
        -4.1           909.81680        9.34028        799.58410        6.61374        1038.1181        14.1191       -12.12%     14.10%
          -4           1244.4731        12.5536        1095.6050        8.76659        1416.1583        19.1951       -11.96%     13.80%
        -3.9           1663.0977        30.0074        1454.6376        20.2659        1913.1246        46.8539       -12.53%     15.03%
        -3.8           2040.2428        15.6847        1797.4076        10.9346        2321.3941        24.0301       -11.90%     13.78%
        -3.7           2505.4133        19.3858        2210.1954        13.4846        2843.6210        29.6657       -11.78%     13.50%
        -3.6           3013.9292        21.2508        2646.5659        14.7585        3445.6492        32.4747       -12.19%     14.32%
        -3.5           3475.3932        23.7027        3054.7170        16.5356        3966.6489        35.9851       -12.10%     14.14%
        -3.4           3986.0263        23.1248        3493.9252        16.0295        4568.6526        35.5351       -12.35%     14.62%
        -3.3           4534.0998        25.4792        3961.7396        17.9738        5219.9317        38.3458       -12.62%     15.13%
        -3.2           4988.1890        24.1723        4360.4372        16.9156        5737.7332        36.7607       -12.58%     15.03%
        -3.1           5471.8872        24.6650        4773.2936        17.3514        6311.2403        37.3147       -12.77%     15.34%
          -3           5900.0841        28.1540        5141.6310        19.5008        6813.6126        43.1185       -12.85%     15.48%
