#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
          50           7.7994636     0.00613781        6.3748359     0.00500696        9.7786761     0.00771605       -18.27%     25.38%
          60           23.844576      0.0117616        19.559863     0.00964373        29.758198      0.0146899       -17.97%     24.80%
          70           555.45635      0.0528078        457.26976      0.0434597        690.10043      0.0656453       -17.68%     24.24%
          80           912.32425      0.0625385        751.71352      0.0515281        1132.2234      0.0776276       -17.60%     24.10%
          90           27.345360      0.0125572        22.596967      0.0103835        33.812792      0.0155161       -17.36%     23.65%
         100           8.7678991     0.00638161        7.2614020     0.00528806        10.811710     0.00786452       -17.18%     23.31%
         110           4.2451147     0.00467171        3.5224615     0.00387410        5.2221702     0.00575156       -17.02%     23.02%
         120           2.4685111     0.00389981        2.0518832     0.00323894        3.0300628     0.00479206       -16.88%     22.75%
         130           1.5869530     0.00339452        1.3211711     0.00282331        1.9441969     0.00416374       -16.75%     22.51%
         140           1.0905331     0.00302605       0.90921498     0.00252018        1.3336194     0.00370565       -16.63%     22.29%
