#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
           0           2630.5545        3.61453        2236.3434        2.50033        3131.7765        5.49434       -14.99%     19.05%
           5           3290.4002        3.45727        2817.4865        2.44533        3882.5917        5.69770       -14.37%     18.00%
          10           2130.8576        3.02789        1835.9716        2.13867        2493.7507        4.54035       -13.84%     17.03%
          15           1327.6884        2.02886        1150.2879        1.57308        1543.0786        2.99310       -13.36%     16.22%
          20           857.91441        1.81106        745.97013        1.27140        992.27071        2.74375       -13.05%     15.66%
          25           577.58378        1.45006        503.73735        1.03587        665.37306        2.15174       -12.79%     15.20%
          30           404.43835        1.35692        353.56722       0.971965        464.43273        1.99820       -12.58%     14.83%
          35           291.91915        1.00814        255.63429       0.726007        334.42501        1.47926       -12.43%     14.56%
          40           217.89665       0.960799        190.77268       0.683712        249.71502        1.42350       -12.45%     14.60%
          45           164.26013       0.758294        144.24708       0.546307        187.53077        1.19528       -12.18%     14.17%
          50           127.00008       0.707028        111.47436       0.522237        145.18990        1.01334       -12.22%     14.32%
          55           100.26386       0.743063        88.035116       0.527283        114.65374        1.06819       -12.20%     14.35%
          60           80.085418       0.686917        70.252523       0.493598        91.712825       0.993329       -12.28%     14.52%
          65           64.034329       0.495713        56.271150       0.361807        73.072949       0.708744       -12.12%     14.12%
          70           52.977989       0.577010        46.434323       0.418987        60.626358       0.823763       -12.35%     14.44%
          75           42.879578       0.467005        37.641935       0.338574        48.904673       0.669211       -12.21%     14.05%
          80           35.197640       0.396320        30.941456       0.286222        40.033072       0.571804       -12.09%     13.74%
          85           29.932759       0.356843        26.261234       0.260714        34.111172       0.508812       -12.27%     13.96%
          90           25.496269       0.324159        22.295243       0.234680        29.170594       0.466640       -12.55%     14.41%
          95           21.503654       0.306681        18.862070       0.221969        24.470798       0.440970       -12.28%     13.80%
         100           18.523732       0.307580        16.203906       0.220795        21.153873       0.445624       -12.52%     14.20%
         105           15.355454       0.274684        13.472501       0.198110        17.461018       0.420873       -12.26%     13.71%
         110           13.808554       0.307324        12.052765       0.220901        15.793105       0.443384       -12.72%     14.37%
         115           11.526567       0.269103        10.141651       0.192142        13.014705       0.391085       -12.01%     12.91%
         120           10.147166       0.250264        8.8809609       0.180444        11.541479       0.359752       -12.48%     13.74%
         125           8.8240977       0.208065        7.7227470       0.149130        10.034804       0.301886       -12.48%     13.72%
         130           7.9171660       0.214801        6.9044590       0.152373        9.0460963       0.314546       -12.79%     14.26%
         135           6.9295683       0.192113        6.0569907       0.137778        7.8865296       0.278035       -12.59%     13.81%
         140           6.0237370       0.229209        5.2947307       0.164833        6.7916623       0.329888       -12.10%     12.75%
         145           5.2020015       0.299696        4.5905078       0.212614        5.8303636       0.435426       -11.75%     12.08%
         150           4.9326281       0.187265        4.2967787       0.133960        5.6335297       0.271198       -12.89%     14.21%
         155           3.9637742       0.165474        3.5273461       0.118515        4.3803852       0.239478       -11.01%     10.51%
         160           3.9154704       0.144536        3.4190187       0.103716        4.4493615       0.209102       -12.68%     13.64%
         165           3.4074185       0.159523        2.9865815       0.114219        3.8525731       0.230886       -12.35%     13.06%
         170           2.8950555       0.151103        2.5710796       0.107794        3.2042673       0.219376       -11.19%     10.68%
         175           2.6609652       0.138178        2.3538684      0.0984395        2.9612487       0.201332       -11.54%     11.28%
         180           2.4168961       0.128706        2.1189925      0.0920962        2.7265118       0.186522       -12.33%     12.81%
         185           2.2244195       0.142767        1.9505435       0.101350        2.5044931       0.208175       -12.31%     12.59%
         190           2.2020297       0.126441        1.8991618      0.0898212        2.5429631       0.184362       -13.75%     15.48%
         195           1.6116093       0.107731        1.4545951      0.0769723        1.7331092       0.156332        -9.74%      7.54%
         200           1.6439008       0.156916        1.4432675       0.113028        1.8477158       0.224823       -12.20%     12.40%
         205           1.5894742       0.113548        1.3895503      0.0815021        1.8015669       0.163953       -12.58%     13.34%
         210           1.3329798      0.0956477        1.1795289      0.0685111        1.4804401       0.138555       -11.51%     11.06%
         215           1.3424413       0.103034        1.1688535      0.0736327        1.5257555       0.149241       -12.93%     13.66%
         220           1.0497512      0.0996781       0.93366803      0.0714870        1.1545846       0.143891       -11.06%      9.99%
         225          0.89255031      0.0963186       0.81890172      0.0690865       0.93091434       0.139088        -8.25%      4.30%
         230           1.0953730      0.0921938       0.93318249      0.0653819        1.2850036       0.134492       -14.81%     17.31%
         235          0.78228849      0.0930298       0.70221875      0.0663314       0.84680414       0.134953       -10.24%      8.25%
         240          0.84543862      0.0851381       0.73107877      0.0600167       0.96944282       0.125034       -13.53%     14.67%
         245          0.75273394      0.0848239       0.66048047      0.0604039       0.84398760       0.123381       -12.26%     12.12%
         250          0.69683271      0.0915560       0.61417000      0.0650526       0.77466487       0.133204       -11.86%     11.17%
         255          0.57645431      0.0883265       0.51311432      0.0629981       0.63094740       0.127841       -10.99%      9.45%
         260          0.59563686      0.0756260       0.52763195      0.0541591       0.65844021       0.109319       -11.42%     10.54%
         265          0.47935483      0.0694638       0.43095158      0.0492295       0.51478031       0.101495       -10.10%      7.39%
         270          0.50198329      0.0611270       0.45028614      0.0436132       0.53260443      0.0952368       -10.30%      6.10%
         275          0.55662119      0.0633784       0.47790708      0.0449308       0.64470943      0.0926287       -14.14%     15.83%
         280          0.37062244      0.0643848       0.33556391      0.0431568       0.40168910      0.0939094        -9.46%      8.38%
         285          0.47227084      0.0612427       0.40617198      0.0432519       0.54411399      0.0897923       -14.00%     15.21%
         290          0.35278488      0.0571083       0.32212246      0.0382522       0.38214741      0.0842538        -8.69%      8.32%
         295          0.38253736      0.0759411       0.33545107      0.0543474       0.42308688       0.113437       -12.31%     10.60%
         300          0.37694523       0.103443       0.32215124      0.0736852       0.43864305       0.149361       -14.54%     16.37%
         305          0.33006964      0.0476023       0.28375331      0.0337959       0.38085982      0.0694826       -14.03%     15.39%
         310          0.22039727      0.0700920       0.20697977      0.0500468       0.22427790      0.0724580        -6.09%      1.76%
         315          0.26221484      0.0658922       0.22907392      0.0468074       0.29565481      0.0957416       -12.64%     12.75%
         320          0.25358430      0.0504333       0.22245392      0.0357925       0.28328738      0.0735222       -12.28%     11.71%
         325          0.23481491      0.0504531       0.20679664      0.0357948       0.26061950      0.0716990       -11.93%     10.99%
         330          0.31033969      0.0661514       0.25934305      0.0468170       0.37218537      0.0964398       -16.43%     19.93%
         335         0.095199300      0.0727289      0.070678631       0.105250       0.10290921      0.0536351       -25.76%      8.10%
         340          0.24040614      0.0363456       0.20132295      0.0254708       0.28745153      0.0538279       -16.26%     19.57%
         345          0.14887603      0.0371056       0.13646806      0.0261815       0.15478139      0.0517753        -8.33%      3.97%
         350          0.12354071      0.0527601       0.11715418      0.0375755       0.12552004      0.0546370        -5.17%      1.60%
         355          0.16083443      0.0399121       0.14103682      0.0283238       0.17945653      0.0581980       -12.31%     11.58%
         360          0.12174183      0.0539702       0.11132608      0.0385028       0.12765877      0.0785473        -8.56%      4.86%
         365          0.15871924      0.0371602       0.13599907      0.0263447       0.18369724      0.0543457       -14.31%     15.74%
         370          0.10166024      0.0264095      0.092870483      0.0188158       0.10559488      0.0385625        -8.65%      3.87%
         375         0.095427728      0.0277924      0.085505036      0.0197613       0.10263496      0.0404921       -10.40%      7.55%
         380          0.10005811      0.0240253      0.090218351      0.0169796       0.10641075      0.0354470        -9.83%      6.35%
         385          0.12396966      0.0448309       0.10442723      0.0314803       0.14686971      0.0657735       -15.76%     18.47%
         390         0.071167870      0.0275749      0.067011771      0.0194890      0.072039013      0.0290604        -5.84%      1.22%
         395          0.10861873      0.0251691      0.090588208      0.0177361       0.12998461      0.0370497       -16.60%     19.67%
         400          0.12053029      0.0197834      0.098838225      0.0140022       0.14772998      0.0290738       -18.00%     22.57%
         405         0.075829619      0.0454747      0.068165749      0.0322869      0.078144551      0.0478645       -10.11%      3.05%
         410         0.046110995      0.0230958      0.036956701      0.0341140      0.048491753      0.0173142       -19.85%      5.16%
         415          0.10109317      0.0246859      0.082397628      0.0175069       0.12551417      0.0361240       -18.49%     24.16%
         420         0.052779819      0.0249288      0.049862937      0.0177076      0.053679054      0.0262996        -5.53%      1.70%
         425         0.075020025      0.0207053      0.063938514      0.0142905      0.087674963      0.0312029       -14.77%     16.87%
         430         0.067419708      0.0246145      0.057940241      0.0173742      0.077219698      0.0360826       -14.06%     14.54%
         435         0.094611551      0.0327837      0.077075940      0.0231799       0.11696666      0.0478316       -18.53%     23.63%
         440         0.056708750      0.0175683      0.050977067      0.0124176      0.060704218      0.0259895       -10.11%      7.05%
