#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
           0           134.02769       0.680119        115.23899       0.474527        157.19993        1.03715       -14.02%     17.29%
           5           405.25849        1.32269        348.19182        1.02274        474.86571        1.97239       -14.08%     17.18%
          10           703.94856        2.11432        604.42383        1.48144        827.20397        3.18010       -14.14%     17.51%
          15           1003.6699        1.98293        862.98481        1.40372        1177.0190        2.96440       -14.02%     17.27%
          20           1310.0543        2.30059        1126.7257        1.45026        1535.7764        3.59397       -13.99%     17.23%
          25           1585.0556        2.69127        1367.1958        1.86071        1852.6174        4.12784       -13.74%     16.88%
          30           1767.1091        2.76393        1532.3725        1.93607        2051.6782        4.18435       -13.28%     16.10%
          35           1707.5513        2.93198        1487.2208        2.02673        1972.0629        4.49367       -12.90%     15.49%
          40           1267.7088        2.12493        1100.8825        1.48239        1469.3826        3.23254       -13.16%     15.91%
          45           798.97476        1.46722        687.98418        1.04581        935.69611        2.17745       -13.89%     17.11%
          50           512.17866        1.15715        437.73109       0.804527        605.34969        1.77328       -14.54%     18.19%
          55           344.54354       0.791490        292.92168       0.570270        409.79285        1.16773       -14.98%     18.94%
          60           243.08297       0.792415        205.80388       0.560356        290.59118        1.18642       -15.34%     19.54%
          65           176.44572       0.565204        148.90477       0.438298        211.48692       0.827416       -15.61%     19.86%
          70           131.27079       0.609700        110.63109       0.431810        157.74717       0.904387       -15.72%     20.17%
          75           99.991675       0.471830        84.195467       0.337359        120.26983       0.694461       -15.80%     20.28%
          80           77.942420       0.392927        65.463781       0.279010        94.044666       0.583402       -16.01%     20.66%
          85           61.095040       0.355629        51.321077       0.254437        73.696130       0.523400       -16.00%     20.63%
          90           48.400750       0.291157        40.692085       0.209203        58.299740       0.426705       -15.93%     20.45%
          95           39.622830       0.349506        33.155076       0.253503        48.040362       0.500728       -16.32%     21.24%
         100           31.794918       0.226587        26.608969       0.164093        38.524770       0.327949       -16.31%     21.17%
         105           26.244392       0.230003        21.938239       0.165010        31.833345       0.335167       -16.41%     21.30%
         110           21.374280       0.203194        17.862671       0.145581        25.923116       0.296626       -16.43%     21.28%
         115           17.700809       0.400194        14.806548       0.282219        21.434643       0.587062       -16.35%     21.09%
         120           14.880981       0.158510        12.417161       0.115182        18.074174       0.228636       -16.56%     21.46%
         125           12.678627       0.177031        10.535834       0.126851        15.475878       0.257959       -16.90%     22.06%
         130           10.827332       0.200959        8.9938644       0.145688        13.224976       0.288386       -16.93%     22.14%
         135           9.3130680       0.147202        7.7103926       0.105987        11.436067       0.203208       -17.21%     22.80%
         140           8.0098441       0.142675        6.6496643       0.106393        9.8269603       0.205187       -16.98%     22.69%
         145           6.5975974       0.254671        5.4978163       0.180615        8.0184577       0.370241       -16.67%     21.54%
         150           6.0250863       0.112360        4.9675267      0.0811915        7.4217004       0.162041       -17.55%     23.18%
         155           5.1532644      0.0921846        4.2571347      0.0666215        6.3275871       0.133567       -17.39%     22.79%
         160           4.3376998      0.0877143        3.6038596      0.0638285        5.2872691       0.126506       -16.92%     21.89%
         165           3.7847970       0.128295        3.1337963      0.0923813        4.6328955       0.184160       -17.20%     22.41%
         170           3.4106638      0.0985779        2.8170557      0.0709038        4.1855746       0.147285       -17.40%     22.72%
         175           2.9588340      0.0810835        2.4651337      0.0585686        3.5909755       0.118348       -16.69%     21.36%
         180           2.6750181       0.128805        2.2117864      0.0929667        3.2797708       0.184339       -17.32%     22.61%
         185           2.2545947      0.0766148        1.8682464      0.0546505        2.7548487       0.111546       -17.14%     22.19%
         190           2.0803893      0.0648560        1.7270591      0.0471446        2.5368691      0.0935656       -16.98%     21.94%
         195           1.7971726      0.0713050        1.4863686      0.0511349        2.1994363       0.103360       -17.29%     22.38%
         200           1.5678395      0.0892048        1.2990533      0.0644462        1.9145545       0.128256       -17.14%     22.11%
         205           1.5066069      0.0677787        1.2353134      0.0481833        1.8677946      0.0994436       -18.01%     23.97%
         210           1.3068322      0.0482600        1.0778676      0.0354695        1.6048508      0.0689773       -17.52%     22.80%
         215           1.1555855      0.0569160       0.95468570      0.0415505        1.4158977      0.0811561       -17.39%     22.53%
         220           1.0592065      0.0504187       0.86804796      0.0364103        1.3131585      0.0729001       -18.05%     23.98%
         225          0.95117680      0.0453891       0.79209480      0.0336979        1.1527678      0.0659392       -16.72%     21.19%
         230          0.92358743      0.0508049       0.75498430      0.0364845        1.1462912      0.0737225       -18.26%     24.11%
         235          0.78753334      0.0423110       0.64402373      0.0312162       0.97650954      0.0597213       -18.22%     24.00%
         240          0.73827522      0.0880693       0.60677639      0.0626370       0.91002161       0.127906       -17.81%     23.26%
         245          0.61923502      0.0473559       0.51415520      0.0338108       0.75364026      0.0691116       -16.97%     21.71%
         250          0.63113893       0.104483       0.52273229      0.0741090       0.77051313       0.152304       -17.18%     22.08%
         255          0.55138277      0.0340831       0.44786488      0.0248039       0.69686890      0.0459564       -18.77%     26.39%
         260          0.48587739      0.0355962       0.40401206      0.0260391       0.59090735      0.0514767       -16.85%     21.62%
         265          0.46381020      0.0270498       0.38216309      0.0199054       0.56936952      0.0386919       -17.60%     22.76%
         270          0.38030655      0.0252561       0.31252831      0.0184148       0.46859769      0.0365162       -17.82%     23.22%
         275          0.35088168      0.0221391       0.29108527      0.0158917       0.42741900      0.0323924       -17.04%     21.81%
         280          0.36543785      0.0317784       0.29453092      0.0230688       0.46149153      0.0459626       -19.40%     26.28%
         285          0.31155132      0.0283498       0.25339379      0.0204023       0.38854440      0.0410628       -18.67%     24.71%
         290          0.31801261      0.0261378       0.25521484      0.0195741       0.39718479      0.0368429       -19.75%     24.90%
         295          0.25011761      0.0257597       0.20770803      0.0189098       0.30320476      0.0365622       -16.96%     21.22%
         300          0.23379994      0.0179426       0.19324042      0.0128539       0.28811483      0.0241553       -17.35%     23.23%
         305          0.22302164      0.0231501       0.18411569      0.0168725       0.27294021      0.0331156       -17.44%     22.38%
         310          0.20120069      0.0191910       0.16780949      0.0138080       0.24277019      0.0279126       -16.60%     20.66%
         315          0.16479890      0.0315478       0.13817629      0.0231258       0.20024652      0.0455449       -16.15%     21.51%
         320          0.18029500      0.0177649       0.14693257      0.0126866       0.22484338      0.0263163       -18.50%     24.71%
         325          0.16911651      0.0164587       0.13646096      0.0124459       0.21672065      0.0257925       -19.31%     28.15%
         330          0.16548658      0.0190880       0.13576553      0.0138629       0.20446351      0.0273605       -17.96%     23.55%
         335          0.15156450      0.0219546       0.12318797      0.0163437       0.18909534      0.0308549       -18.72%     24.76%
         340          0.13367431      0.0100747       0.10918117     0.00788554       0.16511119      0.0141086       -18.32%     23.52%
         345          0.11228630      0.0445417      0.093160161      0.0315720       0.13614652      0.0646306       -17.03%     21.25%
         350          0.14025207      0.0396928       0.11130152      0.0281337       0.17754063      0.0581336       -20.64%     26.59%
         355         0.090248419      0.0149533      0.076383784      0.0106487       0.10616230      0.0220089       -15.36%     17.63%
         360         0.098242649      0.0121666      0.079363813     0.00885302       0.12363070      0.0175569       -19.22%     25.84%
         365         0.076355168      0.0146226      0.065249107      0.0102384      0.089033493      0.0204264       -14.55%     16.60%
         370         0.073424634      0.0151471      0.058787872      0.0108658      0.093755065      0.0220381       -19.93%     27.69%
         375         0.070388002      0.0152853      0.057338055      0.0108985      0.087729281      0.0223848       -18.54%     24.64%
         380         0.063016022      0.0129645      0.053239116     0.00957949      0.075014732      0.0184353       -15.51%     19.04%
         385         0.056868396      0.0123810      0.045472146     0.00936100      0.072504003      0.0172690       -20.04%     27.49%
         390         0.047567666      0.0204150      0.040069007      0.0144947      0.057129781      0.0297690       -15.76%     20.10%
         395         0.054413674      0.0120849      0.045615825     0.00854983      0.065501416      0.0177893       -16.17%     20.38%
         400         0.018006300      0.0422759      0.015217220      0.0589809      0.018755050      0.0311476       -15.49%      4.16%
         405         0.063845609      0.0112719      0.053201637     0.00821276      0.078996424      0.0162995       -16.67%     23.73%
         410         0.045650019     0.00920547      0.036815872     0.00651700      0.053552175      0.0125048       -19.35%     17.31%
         415         0.051968077      0.0105948      0.041593829     0.00732470      0.065525420      0.0159250       -19.96%     26.09%
         420         0.051238618     0.00641494      0.042385558     0.00529860      0.062043237     0.00870935       -17.28%     21.09%
         425         0.043848150     0.00755957      0.035370470     0.00544114      0.055235730      0.0109356       -19.33%     25.97%
         430         0.044439171      0.0235336      0.035547500      0.0166001      0.055389080      0.0342780       -20.01%     24.64%
         435         0.038785580     0.00772645      0.031496666     0.00546012      0.048362220      0.0113429       -18.79%     24.69%
         440         0.029321797      0.0117174      0.027552790     0.00841884      0.030210254      0.0123616        -6.03%      3.03%
         445         0.028301326     0.00941127      0.022487579     0.00694896      0.035408604      0.0136424       -20.54%     25.11%
         450         0.042884112      0.0116629      0.033456194     0.00849416      0.056253558      0.0166872       -21.98%     31.18%
         455         0.028794104     0.00562279      0.023552077     0.00394199      0.035408024     0.00836274       -18.21%     22.97%
         460         0.019960345     0.00526313      0.017375819     0.00391488      0.023120625     0.00771472       -12.95%     15.83%
         465         0.031270850      0.0136107      0.026909964      0.0109916      0.037104088      0.0170646       -13.95%     18.65%
         470         0.020543701     0.00458883      0.016931297     0.00323504      0.024944467     0.00676016       -17.58%     21.42%
         475         0.017246572     0.00553576      0.013925992     0.00413422      0.021615064     0.00791502       -19.25%     25.33%
         480         0.019665807     0.00480572      0.016711560     0.00359390      0.023120035     0.00677076       -15.02%     17.56%
         485         0.013177593      0.0171968      0.011645230      0.0121770      0.014379126      0.0233904       -11.63%      9.12%
         490         0.023895683     0.00417152      0.020606633     0.00325810      0.027592487     0.00640029       -13.76%     15.47%
         495        0.0059736499      0.0124054     0.0054015229      0.0170195     0.0065282089      0.0131603        -9.58%      9.28%
