#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
          -5           13.507960       0.788297        11.235866       0.559988        16.725219        1.03882       -16.82%     23.82%
        -4.9           36.671743        1.11341        30.375012       0.822556        44.549534        1.68694       -17.17%     21.48%
        -4.8           86.482271        1.98232        72.346413        1.41189        104.53876        2.96698       -16.35%     20.88%
        -4.7           179.53597        3.27607        150.84039        2.32212        215.78355        4.92212       -15.98%     20.19%
        -4.6           342.73698        4.42404        287.52495        3.15287        413.86572        6.58934       -16.11%     20.75%
        -4.5           570.72832        6.78987        480.89936        4.69699        686.83565        10.4772       -15.74%     20.34%
        -4.4           881.89687        9.09597        744.80397        6.41964        1058.3680        13.6468       -15.55%     20.01%
        -4.3           1279.0964        9.63916        1084.9374        6.82609        1525.6806        14.4929       -15.18%     19.28%
        -4.2           1731.9869        11.3314        1473.8597        8.01388        2056.9101        17.0494       -14.90%     18.76%
        -4.1           2292.2059        13.3625        1945.5442        9.39842        2732.8643        20.2084       -15.12%     19.22%
          -4           2834.1235        14.1879        2411.5606        11.2372        3361.8467        20.7655       -14.91%     18.62%
        -3.9           3470.2469        31.2796        2949.6695        21.1932        4130.6921        48.7109       -15.00%     19.03%
        -3.8           4004.1277        20.2852        3418.9768        14.2042        4735.5544        30.7391       -14.61%     18.27%
        -3.7           4590.6001        18.8388        3920.7548        13.3200        5427.6700        28.3792       -14.59%     18.23%
        -3.6           5127.3136        22.5521        4383.4362        15.7904        6055.7737        34.1906       -14.51%     18.11%
        -3.5           5649.1309        21.3086        4831.2046        15.0837        6669.1375        32.0152       -14.48%     18.06%
        -3.4           6168.1351        24.5974        5273.0862        17.3347        7287.2515        37.0330       -14.51%     18.14%
        -3.3           6578.4558        25.7027        5634.3346        18.1983        7752.3069        38.4801       -14.35%     17.84%
        -3.2           7016.3688        25.8824        6000.5629        18.3297        8287.4159        38.8388       -14.48%     18.12%
        -3.1           7327.9325        22.0428        6277.4081        15.7436        8635.6238        32.8514       -14.34%     17.85%
          -3           7652.9102        29.7937        6555.0088        20.7093        9021.7846        45.4684       -14.35%     17.89%
        -2.9           7890.4804        26.3827        6766.7041        18.5647        9285.1550        39.8329       -14.24%     17.68%
