#   left-edge       scale-central  central-error        scale-min      min-error        scale-max      max-error      rel-down     rel-up
          -5           215.83872        8.79990        198.25953        6.23172        235.67911        13.7389        -8.14%      9.19%
        -4.9           261.47807        9.51368        238.32602        6.66721        286.15006        14.1180        -8.85%      9.44%
        -4.8           291.15128        11.4529        271.67618        8.09227        309.36041        17.5110        -6.69%      6.25%
        -4.7           344.91300        13.5675        320.44297        9.69155        368.16655        19.9109        -7.09%      6.74%
        -4.6           396.95586        14.5628        369.24959        10.4566        423.90401        21.2641        -6.98%      6.79%
        -4.5           486.93103        16.1993        448.22067        11.6268        528.65080        23.6100        -7.95%      8.57%
        -4.4           526.52513        18.7396        490.00864        13.5182        565.47238        25.9525        -6.94%      7.40%
        -4.3           629.48343        19.1527        581.47324        13.8548        679.44554        27.5609        -7.63%      7.94%
        -4.2           673.91849        23.4979        623.05643        16.5374        727.42912        33.9349        -7.55%      7.94%
        -4.1           797.32697        19.0133        730.17663        13.5926        875.32889        27.8927        -8.42%      9.78%
          -4           845.72955        15.9351        785.53926        11.5075        906.83498        23.2825        -7.12%      7.23%
        -3.9           954.03416        33.5536        877.95831        23.7950        1038.7212        49.1903        -7.97%      8.88%
        -3.8           1035.6875        22.0508        955.56323        15.9476        1123.3648        31.8196        -7.74%      8.47%
        -3.7           1145.4030        20.7499        1052.4729        15.0352        1249.6639        29.9938        -8.11%      9.10%
        -3.6           1202.7343        21.7383        1115.9480        14.8218        1299.0203        31.8105        -7.22%      8.01%
        -3.5           1328.0732        30.5070        1220.6934        22.0308        1446.4923        43.9876        -8.09%      8.92%
        -3.4           1410.2748        22.4935        1298.4394        16.3074        1531.2850        32.5028        -7.93%      8.58%
        -3.3           1529.7102        21.4801        1403.1718        15.5959        1670.0413        31.0994        -8.27%      9.17%
        -3.2           1669.8989        20.9573        1524.8052        15.2644        1832.8487        30.3139        -8.69%      9.76%
        -3.1           1789.6711        24.7705        1627.2664        17.9847        1974.8219        35.6773        -9.07%     10.35%
          -3           1878.9017        23.6519        1709.9281        17.2460        2072.3923        33.9982        -8.99%     10.30%
        -2.9           2016.0792        21.9807        1827.3302        16.0090        2233.5811        31.6939        -9.36%     10.79%
        -2.8           2111.4308        24.3764        1918.4016        17.4995        2329.6154        35.8825        -9.14%     10.33%
        -2.7           2223.6262        21.8551        2015.2405        16.0241        2462.2809        31.3617        -9.37%     10.73%
        -2.6           2358.9131        25.3520        2130.3728        18.2642        2624.1911        37.0050        -9.69%     11.25%
        -2.5           2495.9758        29.0743        2245.0967        21.2644        2790.1532        41.5951       -10.05%     11.79%
        -2.4           2537.5548        25.9610        2295.4705        18.9382        2812.7854        37.2878        -9.54%     10.85%
        -2.3           2735.4641        31.6483        2456.7825        22.7080        3060.9361        46.1509       -10.19%     11.90%
        -2.2           2842.4370        28.2112        2554.5275        20.6285        3175.8682        40.3294       -10.13%     11.73%
        -2.1           2897.1593        29.7594        2609.4954        21.6810        3224.4693        42.8105        -9.93%     11.30%
          -2           3023.2814        31.2368        2712.8173        22.6934        3381.7070        44.8928       -10.27%     11.86%
        -1.9           3118.9024        24.6295        2803.1800        18.1319        3479.8100        35.0739       -10.12%     11.57%
        -1.8           3226.3053        26.0747        2891.6747        19.0001        3610.4155        37.5562       -10.37%     11.91%
        -1.7           3318.6376        26.7299        2974.5974        19.5588        3713.3833        38.3085       -10.37%     11.89%
        -1.6           3492.9788        27.0565        3118.0531        19.7308        3926.9785        38.8872       -10.73%     12.42%
        -1.5           3562.1984        26.5051        3178.4549        17.8530        4005.1739        37.9866       -10.77%     12.44%
        -1.4           3614.0504        25.9984        3231.1605        19.2039        4054.2537        36.8976       -10.59%     12.18%
        -1.3           3695.2600        24.0999        3298.1527        17.7372        4152.2144        34.5584       -10.75%     12.37%
        -1.2           3753.2911        27.4824        3352.6015        20.0620        4211.8337        39.4404       -10.68%     12.22%
        -1.1           3844.5816        31.2372        3429.8009        22.5947        4321.0228        45.0595       -10.79%     12.39%
          -1           3920.0399        29.5864        3493.7647        20.9680        4410.0729        41.9534       -10.87%     12.50%
        -0.9           3965.1595        30.8762        3535.8588        22.6460        4455.9587        44.0269       -10.83%     12.38%
        -0.8           4067.5561        27.4901        3618.6033        20.1144        4584.7511        39.3505       -11.04%     12.72%
        -0.7           4069.3518        25.8095        3634.1456        20.8288        4569.2933        36.2578       -10.69%     12.29%
        -0.6           4153.6272        25.4162        3699.3271        18.7197        4673.2004        36.2383       -10.94%     12.51%
        -0.5           4204.9241        31.2410        3740.8815        21.9203        4736.0718        44.4475       -11.04%     12.63%
        -0.4           4189.5106        26.6349        3731.1452        19.5279        4711.8277        38.2377       -10.94%     12.47%
        -0.3           4264.9455        30.9535        3787.6959        21.5497        4813.4908        44.3182       -11.19%     12.86%
        -0.2           4194.4917        29.9269        3741.1668        20.7183        4712.3013        42.8815       -10.81%     12.34%
        -0.1           4271.1625        29.3673        3797.4713        21.5158        4816.0125        41.9489       -11.09%     12.76%
           0           4278.5830        29.2553        3802.2832        21.3893        4827.8390        41.9281       -11.13%     12.84%
         0.1           4187.5282        30.8017        3733.8910        22.3888        4701.3005        44.2248       -10.83%     12.27%
         0.2           4269.9867        31.4813        3791.3024        21.9062        4821.4458        45.1027       -11.21%     12.91%
         0.3           4177.1276        25.7112        3719.0586        20.5907        4692.6408        36.4194       -10.97%     12.34%
         0.4           4211.6894        31.6124        3745.5532        22.1595        4746.6753        45.0407       -11.07%     12.70%
         0.5           4159.8836        25.3437        3703.5527        18.6739        4682.8001        36.1132       -10.97%     12.57%
         0.6           4063.0756        25.3273        3624.7841        18.8491        4560.4078        35.7567       -10.79%     12.24%
         0.7           4070.8467        27.9415        3620.6215        20.3762        4590.4109        40.0959       -11.06%     12.76%
         0.8           3953.5731        33.2323        3528.2516        24.5864        4437.5056        46.7461       -10.76%     12.24%
         0.9           3924.7788        28.9996        3496.5802        21.1580        4418.3822        42.3837       -10.91%     12.58%
           1           3847.2201        30.9795        3430.9173        22.2956        4326.7130        45.0867       -10.82%     12.46%
         1.1           3749.3568        28.6757        3349.7207        20.9747        4206.3450        39.4032       -10.66%     12.19%
         1.2           3686.7296        24.4628        3292.4656        17.8173        4148.7234        38.6562       -10.69%     12.53%
         1.3           3618.3835        26.0006        3234.2099        19.2169        4060.5262        36.8650       -10.62%     12.22%
         1.4           3567.0018        26.5608        3183.4499        19.4024        4012.5073        38.0864       -10.75%     12.49%
         1.5           3507.1311        30.3658        3127.4828        22.3136        3949.1954        43.0129       -10.83%     12.60%
         1.6           3307.8426        29.5660        2966.2463        21.4700        3699.1972        42.5648       -10.33%     11.83%
         1.7           3231.2876        23.2916        2895.1285        17.1440        3617.9566        33.2641       -10.40%     11.97%
         1.8           3119.2411        24.9905        2799.7685        19.8062        3480.4432        35.5950       -10.24%     11.58%
         1.9           3021.5192        31.0220        2711.7656        22.5337        3378.4210        44.5969       -10.25%     11.81%
           2           2885.1935        30.0728        2601.6633        21.9083        3205.3257        43.2839        -9.83%     11.10%
         2.1           2832.0496        26.0150        2549.0759        20.5051        3160.0689        37.2007        -9.99%     11.58%
         2.2           2736.8981        31.7371        2457.4482        22.7435        3063.9721        46.3512       -10.21%     11.95%
         2.3           2543.0313        25.3049        2299.4347        18.5128        2820.3363        36.2810        -9.58%     10.90%
         2.4           2491.5667        28.4063        2241.9304        20.8106        2783.9584        40.5752       -10.02%     11.74%
         2.5           2348.1926        24.8193        2121.4725        16.4315        2607.6142        35.9660        -9.66%     11.05%
         2.6           2227.9079        21.9877        2018.2403        16.1066        2468.5924        31.5585        -9.41%     10.80%
         2.7           2109.4139        24.3058        1916.8777        17.4004        2327.0251        35.9010        -9.13%     10.32%
         2.8           2022.0517        22.3869        1831.2045        16.2204        2243.2691        32.4620        -9.44%     10.94%
         2.9           1875.0728        23.6465        1707.1851        17.2447        2066.9673        33.9925        -8.95%     10.23%
           3           1789.6858        25.5524        1626.6186        18.5428        1976.3834        36.8701        -9.11%     10.43%
         3.1           1676.7857        21.3906        1529.3441        15.5412        1843.6736        30.9810        -8.79%      9.95%
         3.2           1534.6376        21.3280        1406.6405        15.4871        1677.2826        30.8635        -8.34%      9.30%
         3.3           1407.8146        22.5674        1296.9988        16.3414        1526.8908        32.6883        -7.87%      8.46%
         3.4           1332.4264        30.9346        1223.5587        22.2963        1453.4891        44.7162        -8.17%      9.09%
         3.5           1210.1090        20.4479        1117.1068        14.7296        1302.4249        31.8038        -7.69%      7.63%
         3.6           1141.6131        20.8726        1050.0303        15.1018        1243.5549        30.2414        -8.02%      8.93%
         3.7           1038.1608        23.4601        956.59036        16.9239        1129.0296        33.9156        -7.86%      8.75%
         3.8           952.51757        33.5428        877.06153        23.7886        1038.4256        50.1336        -7.92%      9.02%
         3.9           840.80320        16.1312        782.26710        11.6030        894.25321        25.0153        -6.96%      6.36%
           4           800.35178        19.1207        732.12069        13.6592        880.22998        28.0772        -8.53%      9.98%
         4.1           667.10781        22.9682        619.88616        16.5754        716.27001        33.0876        -7.08%      7.37%
         4.2           626.39308        19.2120        579.46514        13.8907        674.48911        27.6618        -7.49%      7.68%
         4.3           525.53338        18.3376        488.05669        13.7117        560.00170        26.5629        -7.13%      6.56%
         4.4           488.69897        16.5235        449.13673        11.8475        532.04712        23.6801        -8.10%      8.87%
         4.5           394.86719        14.6695        367.96997        10.5141        420.27567        21.4732        -6.81%      6.43%
         4.6           346.80591        13.5119        321.71957        9.66315        371.63701        19.8035        -7.23%      7.16%
         4.7           290.52873        11.4079        271.18611        8.06364        306.14218        16.6760        -6.66%      5.37%
         4.8           259.77560        9.51487        237.14756        6.67051        283.76131        14.1137        -8.71%      9.23%
         4.9           217.84287        8.64571        199.63933        6.13857        238.64274        13.4695        -8.36%      9.55%
